date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_32,aVWAP_BoS_CHoCH_bull_57,aVWAP_BoS_CHoCH_bull_82,aVWAP_BoS_CHoCH_bull_115,aVWAP_BoS_CHoCH_bull_143,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,24.59247787,24.8463570934,24.4853135953,24.8463570934,126773,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,24.4442859251,24.61660214,24.2883807782,24.5345467996,85364,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,24.5427523336,24.7232740827,24.3458195165,24.4114637889,121140,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,11.881658674516844,-79.70414668629212,False,False,False,True,True,
2022-01-21 00:00:00+00:00,24.6403981888,24.7232740827,24.3294084484,24.5099301974,155674,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,25.483074054247222,-66.1967805013781,False,False,False,True,True,
2022-01-28 00:00:00+00:00,24.3834508194,24.5673689358,24.279396264,24.5673689358,134382,,,,,,,"rgba(239, 83, 80, 0.5)",,24.4100720064,,0,,,0.0,0.0,0.0,0.0,27.320373160916642,-63.880717376954294,False,False,False,True,True,
2022-02-04 00:00:00+00:00,24.6830916888,24.7984332387,24.3288283568,24.402976496,294152,,,,,,,"rgba(239, 83, 80, 0.5)",,24.54281023860849,,0,,,0.0,0.0,0.0,0.0,35.76710364643165,-54.88559672411845,False,False,False,True,True,
2022-02-11 00:00:00+00:00,24.6007048674,24.9961616101,24.6007048674,24.6583756424,62616,,,,,,,"rgba(239, 83, 80, 0.5)",,24.649760162121364,,0,,,0.0,0.0,0.0,0.0,40.21577254483561,-49.6251547409511,False,False,False,True,True,
2022-02-18 00:00:00+00:00,24.9117151181,24.9879229279,24.6007048674,24.6583756424,100340,,,,,,,#000000,,24.703432345718944,,0,,,0.0,0.0,0.0,0.0,47.325777716716956,-41.65994972004463,False,False,False,False,True,
2022-02-25 00:00:00+00:00,24.4139355953,24.8605319781,23.6538120111,24.7530180341,93881,,,,,,,#000000,,24.594011352302815,,0,,,0.0,0.0,0.0,0.0,46.32940986536649,-41.44689206265656,False,False,False,False,True,
2022-03-04 00:00:00+00:00,22.9997964193,24.4678579734,22.9252809858,23.7936628414,279436,,,,,,,"rgba(239, 83, 80, 0.5)",,24.13339319504906,,0,,,0.0,0.0,0.0,0.0,39.37351811709216,-41.44689206265656,False,False,False,True,True,
