date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_34,aVWAP_BoS_CHoCH_bull_61,aVWAP_BoS_CHoCH_bull_90,aVWAP_BoS_CHoCH_bull_125,aVWAP_BoS_CHoCH_bull_163,aVWAP_BoS_CHoCH_bear_28,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_156,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,21.1163054177,21.4031429664,20.3401567568,20.5848123129,18307226,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,22.4070743866,22.9638766868,21.1753602072,21.2344149966,35753573,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,23.8159529342,24.2462092571,22.1118004394,22.415510785,39276727,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,22.8373307095,24.6764655801,22.7487485254,24.6764655801,37282517,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,91.81954095418628,42.26690980825421,False,False,True,False,False,
2022-01-28 00:00:00+00:00,23.8750077236,24.4275918246,21.3187789815,22.1118004394,50088677,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,87.9841834929546,38.976825098734594,False,False,True,False,False,
2022-02-04 00:00:00+00:00,24.2293364602,25.7394517897,23.6640977614,23.9087533176,55049630,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.5442953371,,0,,,0.0,0.0,0.0,0.0,85.75324829885659,37.26985859850306,False,False,True,False,False,
2022-02-11 00:00:00+00:00,25.4019958501,25.5243236282,23.7400253478,24.2209000617,31046319,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.66851756594394,,0,,,0.0,0.0,0.0,0.0,85.44041416815503,37.26985859850306,False,False,True,False,False,
2022-02-18 00:00:00+00:00,24.5246104073,25.520105429,24.1280996783,25.2163950834,39264561,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.68598053752892,,0,,,0.0,0.0,0.0,0.0,81.50539489857768,33.904010099303676,False,False,True,False,False,
2022-02-25 00:00:00+00:00,25.140467497,25.2585770758,23.8286075319,25.1742130909,36157272,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,24.698644299889136,,0,,,0.0,0.0,0.0,0.0,79.53217484170618,32.37441096698592,False,False,True,False,False,
2022-03-04 00:00:00+00:00,26.8342323693,26.8427592941,25.0139215196,25.1489038954,57027773,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,25.098319160259198,,0,,,0.0,0.0,0.0,0.0,79.81834759440068,32.37441096698592,False,False,True,False,False,
