date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_215,aVWAP_BoS_CHoCH_bull_259,aVWAP_BoS_CHoCH_bull_496,aVWAP_BoS_CHoCH_bull_596,aVWAP_BoS_CHoCH_bear_131,aVWAP_BoS_CHoCH_bear_177,aVWAP_BoS_CHoCH_bear_367,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,0.72,0.74,0.7,0.74,167881,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,0.7088,0.7399,0.7,0.7399,110576,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,0.6701,0.7138,0.6651,0.709,171498,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,0.6691,0.6705,0.653,0.665,276851,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,0.6741,0.69,0.6657,0.666,59065,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,0.6897,0.69,0.675,0.68,109591,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,0.7218,0.7288,0.69,0.7042,270651,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,0.7614,0.7633,0.7203,0.73,261873,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,0.74,0.768,0.732,0.768,142527,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,0.7371,0.7497,0.7236,0.74,167272,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,0.694,0.735,0.6808,0.73,278323,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,0.7398,0.74,0.697,0.71,219237,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,0.72,0.7687,0.716001,0.743,280403,,,,,,,,0.7349003333333333,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,0.6999,0.7363,0.693,0.715,205774,,,,,,,,0.7242484220787903,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,0.72,0.72,0.6341,0.694,503620,,,,,,,,0.6994422383247945,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,0.7199,0.7245,0.6995,0.7,130731,,,,,,,,0.7022547888961522,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,0.6999,0.72,0.6907,0.72,225538,,,,,,,,0.7028181896382152,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,0.6801,0.699899,0.6801,0.6907,237617,,,,,,,,0.7000210516432295,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,0.6796,0.697,0.6593,0.6771,301869,,,,,,,,0.6961243374069668,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,0.699,0.7,0.6605,0.68,191990,,,,,,,,0.6951578299109334,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+00:00,0.7095,0.72,0.69,0.7002,120810,,,,,,,,0.695899708331206,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+00:00,0.698599,0.72,0.68,0.72,141305,,,,,,,,0.6961758399630007,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+00:00,0.6864,0.7,0.679,0.679,112509,,,,,,,,0.695796862147419,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,0.681411,0.7,0.679,0.68,31497,,,,,,,,0.6956737658599532,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-07 00:00:00+00:00,0.7058,0.725,0.679,0.71,219830,,,,,,,,0.6963864936093807,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-08 00:00:00+00:00,0.6915,0.7,0.6901,0.7,41853,,,,,,,,0.6963484607707704,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-09 00:00:00+00:00,0.788,0.8005,0.712,0.725,649262,,,,,,,,0.7109996796963047,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-10 00:00:00+00:00,0.803499,0.809,0.777,0.8,526918,,,,,,,,0.7233105682966492,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,0.8184,0.8289,0.7801,0.8034,395765,,,,,,,,0.7316774728028954,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-14 00:00:00+00:00,0.8172,0.828,0.797,0.81,357089,,,,,,,,0.7383347572400609,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-15 00:00:00+00:00,0.8159,0.8289,0.8,0.81,340628,,,,,,,,0.743813906881134,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-16 00:00:00+00:00,0.8481,0.8481,0.81,0.829,214876,,,,,,,,0.7477675607125988,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-17 00:00:00+00:00,0.845,0.8603,0.8221,0.84,235619,,,,,,,,0.7520469522576327,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,0.82,0.8757,0.818,0.835,405925,,,,,,,,0.7582463474130251,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-22 00:00:00+00:00,0.81,0.839,0.796,0.839,238321,,,,,,,,0.7605533369308262,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-23 00:00:00+00:00,0.815,0.8272,0.796,0.796,271261,,,,,,,,0.7628603797481494,#000000,0,,,0.0,0.0,0.0,0.0
