date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2024-12-27 00:00:00+00:00,37.3878323202,38.2099731357,37.2410214603,37.7793279466,634574,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-01-03 00:00:00+00:00,38.5133822461,39.7123376019,37.2116592884,37.5933675241,1866723,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-01-10 00:00:00+00:00,37.2312340697,40.6666081913,36.8593132246,38.4546579021,2472573,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,84.29570429603528,-20.66933066784123,False,False,True,False,True,
2025-01-17 00:00:00+00:00,38.8167913566,39.6341363506,36.6342032394,37.1137853818,1879267,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,79.69594072366904,-20.66933066784123,False,False,True,False,True,
2025-01-24 00:00:00+00:00,41.8900320237,42.3402519941,39.2180743736,39.3453104522,2119271,,"rgba(38, 166, 154, 0.5)",,41.149452797133335,,0,,,0.0,0.0,0.0,0.0,80.65112451785878,-20.66933066784123,False,False,True,False,True,
2025-01-31 00:00:00+00:00,40.8329938325,42.0759924463,39.0810509044,41.8606698517,2695406,,"rgba(38, 166, 154, 0.5)",,40.877314933782756,,0,,,0.0,0.0,0.0,0.0,77.85175949357628,-20.66933066784123,False,False,True,False,True,
2025-02-07 00:00:00+00:00,40.5687342847,41.5474733506,38.9244526538,39.2767987176,2259587,,"rgba(38, 166, 154, 0.5)",,40.707891146508324,,0,,,0.0,0.0,0.0,0.0,75.08657966527753,-20.66933066784123,False,False,True,False,True,
2025-02-14 00:00:00+00:00,40.4512855967,41.5959209344,38.9048778725,40.7546947072,2426181,,"rgba(38, 166, 154, 0.5)",,40.60815943012488,,0,,,0.0,0.0,0.0,0.0,72.76685885109508,-20.66933066784123,False,False,True,False,True,
2025-02-21 00:00:00+00:00,41.3908751001,42.0759924463,40.1385784652,40.5491595033,2600765,,"rgba(38, 166, 154, 0.5)",,40.735746630509325,,0,,,0.0,0.0,0.0,0.0,72.35261693515118,-20.66933066784123,False,False,True,False,True,
2025-02-28 00:00:00+00:00,39.60957,41.8117328984,38.8853030912,41.5474733506,3578974,,"rgba(38, 166, 154, 0.5)",,40.591141199039924,,0,,,0.0,0.0,0.0,0.0,67.75692583894272,-20.66933066784123,False,False,True,False,True,
