date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_104,aVWAP_BoS_CHoCH_bull_389,aVWAP_BoS_CHoCH_bull_429,aVWAP_BoS_CHoCH_bull_556,aVWAP_BoS_CHoCH_bull_594,aVWAP_BoS_CHoCH_bear_90,aVWAP_BoS_CHoCH_bear_132,aVWAP_BoS_CHoCH_bear_196,aVWAP_BoS_CHoCH_bear_245,aVWAP_BoS_CHoCH_bear_408,aVWAP_BoS_CHoCH_bear_759,Peaks_Valleys_avg,color,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2022-01-03 00:00:00+00:00,51.8189423711,52.6865853226,51.009142283,51.8933117669,39053,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-04 00:00:00+00:00,52.5461097971,52.9592731074,52.0255240262,52.0337872924,32228,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-05 00:00:00+00:00,50.8438769589,52.9510098412,50.7034014334,52.7361649198,35983,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-06 00:00:00+00:00,49.4308584379,50.7034014334,49.2573298476,50.5381361093,44033,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,49.7365992874,49.8274952157,48.8276400049,49.4721747689,18370,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,48.7945869401,49.5795972295,48.0095766506,49.5795972295,21363,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,50.4555034473,50.4637667135,48.7780604077,49.075537991,13653,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-12 00:00:00+00:00,50.2654483246,51.1628390344,50.120841166,50.728191232,18676,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-13 00:00:00+00:00,49.4556482365,50.4885565121,49.3316992434,50.3728707852,16491,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,48.7036910118,49.1003277897,47.9765235858,48.7615338753,12996,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-18 00:00:00+00:00,46.8692459143,48.6541114146,46.7948765185,48.6541114146,26345,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-19 00:00:00+00:00,46.8361928495,47.3195939225,46.613084662,46.9931949074,16349,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-20 00:00:00+00:00,46.3073438124,47.9021541899,46.2577642152,46.9436153102,11511,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,45.241382472,46.05118256,45.1835396085,45.9850764304,26126,,,,,,,,,,,,,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-24 00:00:00+00:00,44.9439048886,45.1670130761,42.7871924091,44.1506313329,44633,,,,,,,,,,,,44.299370124599996,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-25 00:00:00+00:00,45.5884396526,46.1503417545,44.0679986709,44.0679986709,33462,,,,,,,,,,,,44.714803915247884,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-26 00:00:00+00:00,44.3324231894,46.6296111944,44.1588945991,46.2742907476,20478,,,,,,,,,,,,44.78242594826737,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-27 00:00:00+00:00,43.9688394764,45.0926436803,43.9688394764,44.7042701686,13752,,,,,,,,,,,,44.728680809692314,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,44.9273783562,44.960431421,43.666238668,43.8448904833,48955,,,,,,,,,,,,44.66473556853678,#000000,0,,,0.0,0.0,0.0,0.0
2022-01-31 00:00:00+00:00,46.4726091365,46.5221887337,44.7951660969,44.7951660969,15464,,,,,,,,,,,,44.77543728079042,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-01 00:00:00+00:00,47.0510377708,47.0675643033,46.1338152221,46.5800315972,14680,,,,,,,,,,,,44.92692512637963,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-02 00:00:00+00:00,47.2493561598,47.4724643473,46.5304519999,47.3071990232,24858,,,,,,,,,,,,45.174855260193155,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-03 00:00:00+00:00,46.4808724027,46.8361928495,46.4684775034,46.6048213958,15045,,,,,,,,,,,,45.26723012144899,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,46.4643458703,46.9105622454,45.9354968332,46.2825540138,12430,,,,,,,,,,,,45.32687055883266,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-07 00:00:00+00:00,47.1749867639,47.3898316852,46.7122438564,47.3071990232,14342,,,,,,,,,,,,45.4249746389481,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-08 00:00:00+00:00,47.2658826922,47.381568419,46.4395560717,46.8609826481,15036,,,,,,,,,,,,45.51327588679064,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-09 00:00:00+00:00,48.0591562478,48.5136358891,47.6955725348,47.6955725348,22359,,,,,,,,,,,,45.70820636370532,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-10 00:00:00+00:00,50.2489217921,52.3725812068,49.720072755,49.7448625536,35573,,,,,,,,,,,,48.516874997165786,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,48.6789012132,50.3315544542,48.6541114146,50.3315544542,30435,,,,,,,,,,,,48.28241319058648,#000000,0,,,0.0,0.0,0.0,0.0
2022-02-14 00:00:00+00:00,47.3733051528,49.0507481924,47.1088806343,49.0507481924,26362,,,,,,,,,,,,48.01157490365206,#000000,0,,,0.0,0.0,0.0,0.0
