date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_56,aVWAP_BoS_CHoCH_bull_84,aVWAP_BoS_CHoCH_bull_104,aVWAP_BoS_CHoCH_bull_168,aVWAP_BoS_CHoCH_bear_19,Peaks_Valleys_avg,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2021-12-31 00:00:00+00:00,7.2493401802,7.3242689706,7.1559836157,7.2655761044,33460,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-01-07 00:00:00+00:00,7.2087503695,7.298047953,7.2006324074,7.2655761044,31786,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-01-14 00:00:00+00:00,7.2818120287,7.3142838772,7.2087503695,7.2087503695,43423,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-01-21 00:00:00+00:00,7.1925144453,7.2815684898,7.1356887104,7.2740999647,43170,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-01-28 00:00:00+00:00,7.0220372406,7.1194527861,6.7866163389,7.1032168619,114540,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-02-04 00:00:00+00:00,7.046391127,7.199008815,6.9895653921,7.0707450134,67943,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-02-11 00:00:00+00:00,7.0301552027,7.1925144453,6.9652115057,6.9652115057,60063,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-02-18 00:00:00+00:00,6.8759139223,7.1032168619,6.8759139223,7.046391127,63777,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-02-25 00:00:00+00:00,6.8353241117,6.9895653921,6.7622624525,6.8759139223,171734,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-03-04 00:00:00+00:00,6.9327396572,7.0866562191,6.8353241117,6.8353241117,45931,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-03-11 00:00:00+00:00,6.9408576193,6.9777131674,6.8190881874,6.9489755815,52576,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-03-18 00:00:00+00:00,7.0956672518,7.128593782,6.9002678087,6.9652115057,44005,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-03-25 00:00:00+00:00,7.128593782,7.2685315352,7.0298141915,7.1038988844,52731,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-01 00:00:00+00:00,7.1203621495,7.1546057408,7.0051192939,7.0874356193,43138,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-08 00:00:00+00:00,7.0627407217,7.1368254145,7.0133509264,7.0956672518,59481,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-15 00:00:00+00:00,7.0298965078,7.1038988844,7.0051192939,7.0627407217,37189,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-22 00:00:00+00:00,6.9145713359,7.0709723542,6.9063397034,7.0545090891,56681,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-04-29 00:00:00+00:00,6.8981080708,6.9146536522,6.8651815406,6.9145713359,24080,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-05-06 00:00:00+00:00,6.7910968478,6.9076567646,6.7664019501,6.8488005919,75082,,,,,,,0,,,0.0,0.0,0.0,0.0
2022-05-13 00:00:00+00:00,6.6840856247,6.7993284803,6.6111533604,6.7910968478,98702,,,,,,6.698189155133334,0,,,0.0,-1.0,6.611153,40.0
2022-05-20 00:00:00+00:00,6.7005488898,6.7828652152,6.6676223596,6.73347542,38327,,,,,,6.703453946606522,0,,,0.0,0.0,0.0,0.0
2022-05-27 00:00:00+00:00,6.8322550105,6.9639611311,6.6758539922,6.6840856247,115045,,,,,,6.758481082395984,0,,,0.0,0.0,0.0,0.0
2022-06-03 00:00:00+00:00,6.9474978661,6.9474978661,6.8157917454,6.8157917454,60427,,,,,,6.786541308135111,0,,,0.0,0.0,0.0,0.0
2022-06-10 00:00:00+00:00,6.9228029684,6.9886560288,6.7994107966,6.8750594997,42346,,,,,,6.800513393367512,0,,,0.0,0.0,0.0,0.0
2022-06-17 00:00:00+00:00,6.7995729993,7.0752313641,6.7571002054,6.8322550105,74267,,,,,,6.813803157902029,0,,,0.0,0.0,0.0,0.0
2022-06-24 00:00:00+00:00,6.8374133748,6.8914591209,6.6158007561,6.8079262831,134657,,,,,,6.806101325400767,0,,,0.0,0.0,0.0,0.0
2022-07-01 00:00:00+00:00,6.8162795669,7.4511291344,6.7913032483,7.4511291344,91731,,,,,7.019570649866667,6.927772444427579,0,,,0.0,0.0,0.0,0.0
2022-07-08 00:00:00+00:00,6.8162795669,6.9348961966,6.7745131479,6.8329861344,29927,,,,,6.975864028397162,6.906048417421421,0,,,0.0,0.0,0.0,0.0
2022-07-15 00:00:00+00:00,6.8580459858,7.0084050939,6.7661598642,6.8246328506,48349,,,,,6.9479003892522995,6.893427374235058,0,,,0.0,0.0,0.0,0.0
2022-07-22 00:00:00+00:00,6.924872256,6.9332255398,6.849692702,6.9332255398,32795,,,,,6.940574375995959,6.891125721916633,0,,,0.0,0.0,0.0,0.0
2022-07-29 00:00:00+00:00,6.9374021817,6.9666386749,6.7661598642,6.9666386749,47587,,,,,6.93097531641154,6.887740365796099,0,,,0.0,0.0,0.0,0.0
2022-08-05 00:00:00+00:00,6.924872256,7.0752313641,6.849692702,7.0752313641,46101,,,,,6.933922893125164,6.892039038656839,0,,,0.0,0.0,0.0,0.0
2022-08-12 00:00:00+00:00,6.8831058371,6.9666386749,6.849692702,6.9090010168,60100,,,,,6.9281738806560655,6.8907858521820025,0,,,0.0,0.0,0.0,0.0
2022-08-19 00:00:00+00:00,6.9415788236,7.0251116614,6.9332255398,6.9332255398,30873,,,,,6.931238750317743,6.894155944623839,0,,,0.0,0.0,0.0,0.0
