date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_74,Peaks_Valleys_avg,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index
2023-09-15 00:00:00+00:00,95.3260932343,99.5063104883,93.9358615279,97.1257767445,5965566,,,0,,,0.0,0.0,0.0,0.0
2023-09-22 00:00:00+00:00,83.3683097736,101.0869848941,82.6618829931,95.7069786333,10912565,,,0,,,0.0,0.0,0.0,0.0
2023-09-29 00:00:00+00:00,83.6369509437,84.5224718376,80.0252196574,83.0101215469,6212267,,,0,,,0.0,0.0,0.0,0.0
2023-10-06 00:00:00+00:00,81.5773686399,85.1493012344,80.5426026516,83.9254914597,4401847,,,0,,,0.0,0.0,0.0,0.0
2023-10-13 00:00:00+00:00,77.2393112272,83.0837491268,77.2194118813,81.0102372809,4908074,,,0,,,0.0,0.0,0.0,0.0
2023-10-20 00:00:00+00:00,77.577600108,80.5028039597,75.9259543958,77.8362916051,4885884,,,0,,,0.0,0.0,0.0,0.0
2023-10-27 00:00:00+00:00,81.557469294,84.970207121,76.6821295412,76.8114752897,4674489,,,0,,,0.0,0.0,0.0,0.0
2023-11-03 00:00:00+00:00,84.5025724917,85.0199554858,81.0102372809,82.0052045774,2969126,,,0,,,0.0,0.0,0.0,0.0
2023-11-10 00:00:00+00:00,78.8611079205,87.2287828841,76.6124818304,85.1791502533,11274603,,,0,,,0.0,0.0,0.0,0.0
2023-11-17 00:00:00+00:00,77.9258386618,80.5923510164,75.876206031,78.3835236182,11074194,,,0,,,0.0,0.0,0.0,0.0
2023-11-24 00:00:00+00:00,78.1049327752,79.1396987635,76.1149981822,77.9556876807,3747744,,,0,,,0.0,0.0,0.0,0.0
2023-12-01 00:00:00+00:00,77.8462412781,78.8611079205,75.8811808675,77.876090297,6375127,,,0,,,0.0,0.0,0.0,0.0
2023-12-08 00:00:00+00:00,73.3987374627,77.8362916051,71.9709593922,77.8362916051,6391501,,74.40199615333334,0,,,0.0,0.0,0.0,0.0
2023-12-15 00:00:00+00:00,75.607564861,75.7866589743,71.9775261764,73.3987374627,7895006,,74.43253052270346,0,,,0.0,0.0,0.0,0.0
2023-12-22 00:00:00+00:00,78.443221656,79.3884405876,75.2493766342,75.9160047229,5349201,,75.32093964164872,0,,,0.0,0.0,0.0,0.0
2023-12-29 00:00:00+00:00,81.1694320484,81.4380732184,78.2044295048,78.3636242723,4039013,,76.16538144018341,0,,,0.0,0.0,0.0,0.0
2024-01-05 00:00:00+00:00,78.2342785237,81.0898346647,77.6870465106,80.6122503623,3596989,,76.53974271848382,0,,,0.0,0.0,0.0,0.0
2024-01-12 00:00:00+00:00,76.731877906,81.3734003442,76.5527837926,78.6521647882,4982669,,76.79920972405063,0,,,0.0,0.0,0.0,0.0
2024-01-19 00:00:00+00:00,77.1597138435,77.6870465106,74.9658109547,76.7020288871,4053626,,76.77743669478443,0,,,0.0,0.0,0.0,0.0
2024-01-26 00:00:00+00:00,86.104469839,95.4372630802,77.010468749,77.5676504351,18573250,,83.07247667836694,0,,,0.0,0.0,0.0,0.0
2024-02-02 00:00:00+00:00,84.6617672591,85.53733848,81.9853052315,84.5722202024,7704935,,83.01370685431378,0,,,0.0,0.0,0.0,0.0
2024-02-09 00:00:00+00:00,85.6965332475,87.5770214378,83.8608185854,84.4329247809,5262329,,83.22962942186328,0,,,0.0,0.0,0.0,0.0
2024-02-16 00:00:00+00:00,85.1990495992,88.1292282874,85.1990495992,87.24868223,5532006,,83.47348027049588,0,,,0.0,0.0,0.0,0.0
2024-02-23 00:00:00+00:00,85.3781437126,86.5124064306,83.9553404786,85.2786469829,4070649,,83.5594244810064,0,,,0.0,0.0,0.0,0.0
2024-03-01 00:00:00+00:00,81.8957581748,86.3001799062,81.3714104096,85.8457783419,6539357,,83.45806807233657,0,,,0.0,0.0,0.0,0.0
2024-03-08 00:00:00+00:00,80.980388262,82.7962035782,78.2939765615,81.9256071937,7933258,,83.08932547564987,0,,,0.0,0.0,0.0,0.0
2024-03-15 00:00:00+00:00,79.3884405876,81.4480228914,78.9208059583,81.4480228914,6111535,,82.80509031511441,0,,,0.0,0.0,0.0,0.0
2024-03-22 00:00:00+00:00,86.1940168957,87.0596384437,79.2491451661,79.3983902606,10034720,,82.93143200757669,0,,,0.0,0.0,0.0,0.0
2024-03-29 00:00:00+00:00,85.9751240905,86.8904940033,84.4528241268,86.3631613361,3793973,,83.04082961383715,0,,,0.0,0.0,0.0,0.0
2024-04-05 00:00:00+00:00,92.0444245991,93.2781840468,84.5821698754,86.7611482547,9394835,,83.67215697916956,0,,,0.0,0.0,0.0,0.0
