date,Open,High,Low,Close,Volume,aVWAP_peak_865,aVWAP_peak_823,aVWAP_peak_822,aVWAP_peak_800,aVWAP_peak_776,aVWAP_peak_725,aVWAP_peak_697,aVWAP_peak_690,aVWAP_peak_677,aVWAP_peak_611,aVWAP_peak_552,aVWAP_peak_461,aVWAP_peak_390,aVWAP_peak_350,aVWAP_peak_316,aVWAP_peak_287,aVWAP_peak_253,aVWAP_peak_224,aVWAP_peak_174,aVWAP_peak_113,aVWAP_peak_99,aVWAP_peak_68,aVWAP_peak_42,aVWAP_peak_27,aVWAP_valley_879,aVWAP_valley_850,aVWAP_valley_810,aVWAP_valley_753,aVWAP_valley_719,aVWAP_valley_718,aVWAP_valley_694,aVWAP_valley_666,aVWAP_valley_660,aVWAP_valley_575,aVWAP_valley_572,aVWAP_valley_536,aVWAP_valley_522,aVWAP_valley_498,aVWAP_valley_468,aVWAP_valley_436,aVWAP_valley_377,aVWAP_valley_315,aVWAP_valley_244,aVWAP_valley_189,aVWAP_valley_157,aVWAP_valley_156,aVWAP_valley_78,aVWAP_valley_55,aVWAP_valley_30,aVWAP_OB_bear_776,aVWAP_OB_bear_697,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,6.125,6.2,6.12,6.19,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1052.0,False,False,False,False
2025-01-27 16:00:00+00:00,6.18,6.21,6.04,6.045,2451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2451.0,-38.0,False,False,False,False,1073.6899224806202,False,False,False,False
2025-01-27 17:00:00+00:00,6.045,6.07,5.97,5.99,1506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3957.0,-98.75968992248062,False,False,False,False,1080.392404302626,False,False,False,False
2025-01-27 18:00:00+00:00,5.98,6.035,5.97,5.98,526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4483.0,-166.73240790817857,False,False,False,False,1071.7971732281665,False,False,False,False
2025-01-27 19:00:00+00:00,5.98,5.995,5.885,5.905,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5943.0,-256.28694421967964,False,False,False,False,1077.8158217052492,False,False,False,False
2025-01-27 20:00:00+00:00,5.91,5.99,5.875,5.935,2813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.278643302922129,-46.14922102737008,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3130.0,-300.8406350069714,False,False,False,False,1104.7179019888888,False,False,False,False
2025-01-28 15:00:00+00:00,5.95,6.0,5.88,5.88,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.235448094680077,-44.64481531296326,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4057.0,-359.075663921592,False,False,False,False,1101.9625856789835,False,False,False,False
2025-01-28 16:00:00+00:00,5.88,5.89,5.78,5.79,1364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.598966673912001,-44.571973464853514,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5421.0,-437.55511099257507,False,False,False,False,1106.0251812498518,False,False,False,False
2025-01-28 17:00:00+00:00,5.79,5.86,5.78,5.785,1257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.799583772084816,-44.530613578865555,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6678.0,-534.3061945430777,False,False,False,False,1108.365876114195,False,False,False,False
2025-01-28 18:00:00+00:00,5.78,5.82,5.77,5.82,2044.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.602191048451889,-41.15698375189548,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4634.0,-597.8673388137277,False,False,False,False,1122.8718315232775,False,False,False,False
2025-01-28 19:00:00+00:00,5.82,5.87,5.81,5.85,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,15.93545369873862,-36.561225942237606,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3774.0,-647.1097056538249,False,False,False,False,1118.7962992515986,False,False,False,False
2025-01-28 20:00:00+00:00,5.855,5.87,5.76,5.76,12252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.209664136277134,-35.786572460816366,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16026.0,-885.5421133181067,False,False,False,False,1291.4041085655274,False,False,False,False
2025-01-29 15:00:00+00:00,5.755,5.815,5.715,5.74,505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.661139003077132,-35.58011206872768,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16531.0,-1128.1073518713142,False,False,False,False,1279.2117968048215,False,False,False,False
2025-01-29 16:00:00+00:00,5.73,5.765,5.675,5.685,1288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.987445781370383,-35.58011206872768,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17819.0,-1386.8808812996658,False,False,False,False,1279.3480480171497,False,False,False,False
2025-01-29 17:00:00+00:00,5.685,5.73,5.68,5.705,1215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.240567282432064,-35.147591565588684,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16604.0,-1622.8052087213764,False,False,False,False,1278.350403861845,False,False,False,False
2025-01-29 18:00:00+00:00,5.705,5.73,5.68,5.73,587.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.14843891005036,-32.428503455996804,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16017.0,-1845.9710194388742,False,False,False,False,1267.6317929492582,False,False,False,False
2025-01-29 19:00:00+00:00,5.695,5.755,5.65,5.7,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.226281293890793,-31.43618906743543,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17361.0,-2086.514104408814,False,False,False,False,1268.8157961593472,False,False,False,False
2025-01-29 20:00:00+00:00,5.7,5.78,5.67,5.77,2756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.008319053947222,-26.140594185910192,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14605.0,-2280.5991570536385,False,False,False,False,1291.872915598737,False,False,False,False
2025-01-30 15:00:00+00:00,5.825,5.875,5.78,5.785,1949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.79340336687922,-21.979385216937064,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12656.0,-2441.4580848512564,False,False,False,False,1302.0609324111597,False,False,False,False
2025-01-30 16:00:00+00:00,5.785,5.79,5.735,5.735,667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,33.8985973697079,-21.193079291172275,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13323.0,-2610.164161055113,False,False,False,False,1292.2150264823044,False,False,False,False
