date,Close,High,Low,Open,Volume,aVWAP_peak_160,aVWAP_peak_146,aVWAP_peak_132,aVWAP_peak_114,aVWAP_peak_83,aVWAP_peak_65,aVWAP_peak_57,aVWAP_peak_50,aVWAP_peak_46,aVWAP_peak_31,aVWAP_peak_22,aVWAP_peak_13,aVWAP_valley_187,aVWAP_valley_171,aVWAP_valley_161,aVWAP_valley_150,aVWAP_valley_136,aVWAP_valley_120,aVWAP_valley_96,aVWAP_valley_85,aVWAP_valley_69,aVWAP_valley_63,aVWAP_valley_52,aVWAP_valley_41,aVWAP_valley_27,aVWAP_valley_19,aVWAP_valley_11,aVWAP_valley_4,aVWAP_OB_bull_171,aVWAP_OB_bull_96,aVWAP_OB_bull_41,aVWAP_OB_bear_160,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,50.514913518,51.4691426035,49.6363646704,49.6363646704,525750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,525750.0,False,False,False,False
2022-01-07 00:00:00+00:00,47.0566556945,51.725797323,46.9875563469,50.8702815912,1194432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1194432,-88476.44444444444,False,False,False,False,575282.0,False,False,False,False
2022-01-14 00:00:00+00:00,48.0569510116,49.1925823367,45.3587860113,46.3886953346,774405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.7596614236231085,-66.89915355905777,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-420027,-113035.74485596707,False,False,False,False,590031.8518518519,False,False,False,False
2022-01-21 00:00:00+00:00,41.9663370902,47.4087333225,41.8906568524,47.313310414,1302504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.486016846514301,-65.84285171425155,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1722531,-232257.6156073769,False,False,False,False,642807.5665294925,False,False,False,False
2022-01-28 00:00:00+00:00,40.5810596937,43.5033698157,38.517950602,41.045012456,1929882,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.867460037133334,,,,,40.867460037133334,#000000,,40.867460037133334,,7.662457256302082,-65.05893158883339,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3652413,-485602.4588957194,False,False,False,False,738146.4134532338,False,False,False,False
2022-02-04 00:00:00+00:00,42.6375878952,44.6809543161,40.7390010596,40.7390010596,1202397,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.565489790921056,,,,,41.565489790921056,#000000,,41.565489790921056,,12.253742760448517,-59.898608652710195,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2450016,-631114.573051592,False,False,False,False,772535.3457900314,False,False,False,False
2022-02-11 00:00:00+00:00,41.798524389,45.4640802552,41.4809964347,42.8613381635,553629,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.76811824134511,,,,,41.76811824134511,#000000,,41.76811824134511,,15.064028342191964,-56.46021078903054,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3003645,-806857.567640363,False,False,False,False,756320.0609166956,False,False,False,False
2022-02-18 00:00:00+00:00,42.2526058158,44.6842447613,41.3806378584,41.8478810658,509637,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.89012101852183,,,,,41.89012101852183,#000000,,41.89012101852183,,17.93007248875831,-52.93368872944678,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2494008,-931831.6737410768,False,False,False,False,738047.2415895329,False,False,False,False
2022-02-25 00:00:00+00:00,43.1476068891,43.1541877794,38.8733186752,41.6800683646,627492,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.86864317982131,,,,,41.86864317982131,#000000,,41.86864317982131,,21.589362249480732,-48.64284170632545,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1866516,-1001067.5497602564,False,False,False,False,729857.9644347527,False,False,False,False
2022-03-04 00:00:00+00:00,40.1796253888,43.3657963052,39.8045146448,42.5125509805,584754,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.78732833561099,,,,,41.78732833561099,#000000,,41.78732833561099,,22.348925346114992,-47.12515300070474,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2451270,-1108489.953481719,False,False,False,False,719109.522624771,False,False,False,False
2022-03-11 00:00:00+00:00,39.3372714375,41.1634684804,37.9059278092,40.2520151815,1472841,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.29105238995178,,,,,41.29105238995178,#000000,,41.29105238995178,,22.473509650282864,-46.122659507121746,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3924111,-1317054.475446036,False,False,False,False,774941.483911825,False,False,False,False
2022-03-18 00:00:00+00:00,43.736596566,43.7859532429,37.873023358,39.1530065106,1132983,,,,,,,,,,,,,,,,,,,,,,,,,,,41.79852438896666,41.36279992809279,,,,,41.58066215852973,#000000,,41.58066215852973,,28.130471898823096,-39.81234801531815,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2791128,-1426245.106894478,False,False,False,False,801463.0776961342,False,False,False,False
2022-03-25 00:00:00+00:00,44.2679294371,44.5116484147,42.6804625828,43.7014474891,603300,,,,,,,,,,,,,,,,,,,,,,,,,,,42.500923921493595,41.5348379410916,,,,,42.017880931292595,#000000,,42.017880931292595,,32.692788547634734,-34.71895598270643,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2187828,-1482658.654531924,False,False,False,False,786784.3312001242,False,False,False,False
2022-04-01 00:00:00+00:00,41.817565662,45.6987903808,41.4058781998,43.9978624619,615435,,,,,,,,,,,,42.97407808086667,,,,,,,,,,,,,,,42.624746433407765,41.630778709739076,,,,,42.40986774133784,#000000,,42.40986774133784,,34.24874427203575,-32.56942848797508,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2803263,-1580481.1986406704,False,False,False,False,774091.7881482631,False,False,False,False
2022-04-08 00:00:00+00:00,37.9526437667,42.5297849716,37.9213555196,42.1139806348,702819,,,,,,,,,,,,41.104795808053055,,,,,,,,,,,,,,,41.898393498697786,41.477777536578444,,,,,41.49365561444309,#000000,,41.49365561444309,,33.33409503223377,-32.56942848797508,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3506082,-1723118.2950376577,False,False,False,False,768812.3223595029,False,False,False,False
2022-04-15 00:00:00+00:00,36.8180331209,38.2243574918,36.8065058719,37.4503850628,1676613,,,,,,,,,,,,38.96522487322277,,,,,,,,,,,,,,,40.26278976772598,40.87209303426084,,,,,40.03336922506986,#000000,,40.03336922506986,,32.19066098286494,-32.56942848797508,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5182695,-1979383.2361459793,False,False,False,False,836056.8169995396,False,False,False,False
2022-04-22 00:00:00+00:00,36.3832911608,39.2222549652,36.3404756647,36.6764126339,439740,,,,,,,,,,,,38.75398669905316,,,,,,,,,,,,,,,40.01213440697009,40.74231305154952,,,,,39.83614471919092,#000000,,39.83614471919092,,31.188047738689185,-32.56942848797508,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5622435,-2249238.9223573883,False,False,False,False,806700.0157403145,False,False,False,False
2022-04-29 00:00:00+00:00,36.0012451958,37.7303325371,35.1646962726,36.129691684,518760,,,,,,,,,,,,38.43181209725936,,,,,,,,,,,,,,,39.67356329206341,40.55893302733123,,,,,39.554769472218,#000000,,39.554769472218,,30.304265812700965,-32.56942848797508,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6141195,-2537531.96514573,False,False,False,False,785371.1256854763,False,False,False,False
