date,Open,High,Low,Close,Volume,aVWAP_peak_429,aVWAP_peak_409,aVWAP_peak_398,aVWAP_peak_363,aVWAP_peak_343,aVWAP_peak_326,aVWAP_peak_314,aVWAP_peak_296,aVWAP_peak_275,aVWAP_peak_247,aVWAP_peak_212,aVWAP_peak_189,aVWAP_peak_163,aVWAP_peak_132,aVWAP_peak_118,aVWAP_peak_101,aVWAP_peak_59,aVWAP_peak_18,aVWAP_valley_414,aVWAP_valley_368,aVWAP_valley_350,aVWAP_valley_336,aVWAP_valley_307,aVWAP_valley_290,aVWAP_valley_258,aVWAP_valley_238,aVWAP_valley_220,aVWAP_valley_193,aVWAP_valley_172,aVWAP_valley_157,aVWAP_valley_145,aVWAP_valley_115,aVWAP_valley_66,aVWAP_valley_27,aVWAP_OB_bull_414,aVWAP_OB_bull_258,aVWAP_OB_bull_172,aVWAP_OB_bull_66,aVWAP_OB_bull_0,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,64.99,65.16,64.835,64.94,4878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.97833333333334,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,4878.0,False,False,False,False
2023-11-09 17:00:00+00:00,65.255,65.47,65.125,65.245,6445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.15004062527599,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6445.0,99.92248062015504,False,False,False,False,4902.29457364341,False,False,False,False
2023-11-10 17:00:00+00:00,65.545,65.9,65.5,65.895,5737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.35684144196952,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12182.0,287.2415119283697,False,False,False,False,4915.235743044288,False,False,False,False
2023-11-13 17:00:00+00:00,66.155,66.17,65.795,65.96,10155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.58750101047217,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22337.0,629.0982326736662,False,False,False,False,4996.472398190888,False,False,False,False
2023-11-14 17:00:00+00:00,66.26,66.65,66.06,66.415,7264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7534104817425,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29601.0,1078.275004260121,False,False,False,False,5031.627864885603,False,False,False,False
2023-11-15 17:00:00+00:00,66.79,66.86,66.44,66.545,7009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.89896777381412,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36610.0,1629.1544615584135,False,False,False,False,5062.284797212958,False,False,False,False
2023-11-16 17:00:00+00:00,67.085,67.22,66.85,67.11,18076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.25130842455174,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,54686.0,2451.7412140923916,False,False,False,False,5264.047823612757,False,False,False,False
2023-11-17 17:00:00+00:00,67.24,67.27,66.98,67.005,11272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3839722033994,,,,#000000,,,,97.78653288006784,48.00787959206106,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43414.0,3086.8149937188664,False,False,False,False,5357.194368983102,False,False,False,False
2023-11-20 17:00:00+00:00,67.48,67.78,67.42,67.49,16209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.60358578895973,,,,#000000,,,,96.87873274666259,47.32366749919227,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59623.0,3963.344993816248,False,False,False,False,5525.4394175259995,False,False,False,False
2023-11-21 17:00:00+00:00,67.92,68.39,67.895,68.085,20286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.89082431916222,,,,#000000,,,,96.70383586223508,47.29155925904965,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,79909.0,5140.797009415996,False,False,False,False,5754.285318029472,False,False,False,False
