date,Open,High,Low,Close,Volume,aVWAP_peak_435,aVWAP_peak_418,aVWAP_peak_358,aVWAP_peak_339,aVWAP_peak_316,aVWAP_peak_283,aVWAP_peak_259,aVWAP_peak_236,aVWAP_peak_208,aVWAP_peak_180,aVWAP_peak_140,aVWAP_peak_107,aVWAP_peak_76,aVWAP_peak_61,aVWAP_peak_35,aVWAP_valley_427,aVWAP_valley_369,aVWAP_valley_344,aVWAP_valley_330,aVWAP_valley_291,aVWAP_valley_268,aVWAP_valley_248,aVWAP_valley_219,aVWAP_valley_200,aVWAP_valley_175,aVWAP_valley_158,aVWAP_valley_121,aVWAP_valley_97,aVWAP_valley_70,aVWAP_valley_50,aVWAP_valley_24,aVWAP_OB_bull_369,aVWAP_OB_bull_291,aVWAP_OB_bear_339,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-08 17:00:00+00:00,53.25,53.28,52.745,53.21,57679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,57679.0,False,False,False,False
2023-11-09 17:00:00+00:00,54.28,54.49,54.1,54.3,69251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,69251.0,1073.6589147286822,False,False,False,False,57858.410852713176,False,False,False,False
2023-11-10 17:00:00+00:00,52.95,53.59,52.945,53.545,45561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,85.40122462133422,-1.0957138253302219,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23690.0,1424.2998617871522,False,False,False,False,57667.75332011297,False,False,False,False
2023-11-13 17:00:00+00:00,54.185,54.5,53.89,54.28,19257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.40115763371955,-1.0957138253302219,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42947.0,2068.0626546276617,False,False,False,False,57072.23776476238,False,False,False,False
2023-11-14 17:00:00+00:00,56.34,56.63,56.12,56.26,32197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.95721111593977,-1.0957138253302219,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75144.0,3201.022923548163,False,False,False,False,56686.57516375831,False,False,False,False
2023-11-15 17:00:00+00:00,58.05,58.44,57.58,58.265,69713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.79044133611981,3.399844919817042,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,144857.0,5397.239622407881,False,False,False,False,56888.5352387388,False,False,False,False
2023-11-16 17:00:00+00:00,56.855,57.5,56.78,57.2,33348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.33087929450713,3.399844919817042,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,111509.0,7042.383194153495,False,False,False,False,56523.5657001537,False,False,False,False
2023-11-17 17:00:00+00:00,56.29,56.58,56.14,56.58,20974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.44292059030724,3.399844919817042,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90535.0,8336.842369437938,False,False,False,False,55972.409642786966,False,False,False,False
2023-11-20 17:00:00+00:00,56.66,57.0,56.52,56.78,28960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.58867892813439,3.399844919817042,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,119495.0,10060.224658283862,False,False,False,False,55553.61259406158,False,False,False,False
2023-11-21 17:00:00+00:00,56.51,56.545,55.945,56.265,17750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,69.5277406601055,3.399844919817042,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,101745.0,11481.694043426747,False,False,False,False,54967.51007322341,False,False,False,False
