date,Open,High,Low,Close,Volume,aVWAP_peak_422,aVWAP_peak_410,aVWAP_peak_373,aVWAP_peak_353,aVWAP_peak_323,aVWAP_peak_306,aVWAP_peak_280,aVWAP_peak_251,aVWAP_peak_221,aVWAP_peak_206,aVWAP_peak_178,aVWAP_peak_137,aVWAP_peak_116,aVWAP_peak_88,aVWAP_peak_87,aVWAP_peak_68,aVWAP_peak_15,aVWAP_valley_434,aVWAP_valley_398,aVWAP_valley_387,aVWAP_valley_370,aVWAP_valley_341,aVWAP_valley_318,aVWAP_valley_297,aVWAP_valley_239,aVWAP_valley_219,aVWAP_valley_218,aVWAP_valley_203,aVWAP_valley_168,aVWAP_valley_126,aVWAP_valley_112,aVWAP_valley_98,aVWAP_valley_80,aVWAP_valley_69,aVWAP_valley_23,aVWAP_OB_bull_434,aVWAP_OB_bull_370,aVWAP_OB_bear_251,aVWAP_OB_bear_178,aVWAP_OB_bear_137,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,0.3825,0.3825,0.3825,0.3825,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-10 17:00:00+00:00,0.3825,0.3825,0.3825,0.3825,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-13 17:00:00+00:00,0.3825,0.3825,0.3808,0.3808,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-200.0,-3.10077519379845,False,False,False,False,3.10077519379845,False,False,False,False
2023-11-14 17:00:00+00:00,0.387,0.387,0.387,0.387,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,26.80115273775221,-90.2017291066283,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-200.0,-6.15347635358452,False,False,False,False,3.0527011597860705,False,False,False,False
2023-11-15 17:00:00+00:00,0.387,0.4127,0.387,0.3912,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.15043716877625,-69.20725784493148,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,600.0,3.24425196197493,False,False,False,False,15.408473234828147,False,False,False,False
2023-11-16 17:00:00+00:00,0.3938,0.4093,0.39,0.39,633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.529668571172294,-56.798722210596125,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-33.0,2.682325574967567,False,False,False,False,24.983535665295925,False,False,False,False
2023-11-17 17:00:00+00:00,0.394,0.394,0.3702,0.3721,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.58622300390974,-56.798722210596125,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1833.0,-25.777865519217976,False,False,False,False,52.50317077126033,False,False,False,False
2023-11-20 17:00:00+00:00,0.3721,0.3958,0.3721,0.3795,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.526422132835904,-56.798722210596125,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1733.0,-52.24642574372622,False,False,False,False,53.239555720543116,False,False,False,False
2023-11-21 17:00:00+00:00,0.3795,0.3795,0.3795,0.3795,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.81988821878668,-56.53368354912214,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1733.0,-78.3046206934359,False,False,False,False,52.41413625200756,False,False,False,False
2023-11-22 17:00:00+00:00,0.3795,0.3859,0.3795,0.3859,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.089895747830546,-48.35823616343801,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1720.0,-103.75726223307255,False,False,False,False,51.803064372131466,False,False,False,False
