date,Open,High,Low,Close,Volume,aVWAP_peak_403,aVWAP_peak_315,aVWAP_peak_290,aVWAP_peak_269,aVWAP_peak_239,aVWAP_peak_212,aVWAP_peak_189,aVWAP_peak_171,aVWAP_peak_111,aVWAP_peak_86,aVWAP_peak_54,aVWAP_valley_410,aVWAP_valley_357,aVWAP_valley_336,aVWAP_valley_268,aVWAP_valley_228,aVWAP_valley_180,aVWAP_valley_151,aVWAP_valley_78,aVWAP_valley_18,aVWAP_OB_bear_315,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-27 17:00:00+00:00,1.285,1.285,1.255,1.265,2490.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2490.0,False,False,False,False
2023-11-28 17:00:00+00:00,1.28,1.285,1.26,1.26,1237.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1237.0,-19.17829457364341,False,False,False,False,2470.573643410853,False,False,False,False
2023-11-29 17:00:00+00:00,1.325,1.34,1.295,1.31,2824.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.612244897959236,-95.91836734693885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1587.0,5.7236944895138535,False,False,False,False,2476.053121807584,False,False,False,False
2023-11-30 17:00:00+00:00,1.285,1.305,1.275,1.285,977.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.59319270180741,-83.87428983367958,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,610.0,15.092319381149297,False,False,False,False,2452.8119881361486,False,False,False,False
2023-12-01 17:00:00+00:00,1.325,1.35,1.31,1.35,3643.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.80919255760777,-67.68078764801669,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4253.0,80.79631442950357,False,False,False,False,2471.264515451867,False,False,False,False
2023-12-04 17:00:00+00:00,1.415,1.445,1.38,1.445,678.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.5884919119024,-52.31421752981453,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4931.0,155.99327079493762,False,False,False,False,2443.461964824706,False,False,False,False
2023-12-05 17:00:00+00:00,1.39,1.39,1.35,1.355,247.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.79862834782817,-49.27110578372667,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4684.0,226.19492551129517,False,False,False,False,2409.4082909514545,False,False,False,False
2023-12-06 17:00:00+00:00,1.37,1.39,1.37,1.39,200.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.25390328648867,-43.2454647751663,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4884.0,298.4089576739107,False,False,False,False,2375.15389884368,False,False,False,False
2023-12-07 17:00:00+00:00,1.37,1.37,1.34,1.34,386.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,60.940210772846264,-41.02551753297082,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4498.0,363.5188963146253,False,False,False,False,2344.31430351277,False,False,False,False
2023-12-08 17:00:00+00:00,1.375,1.375,1.33,1.335,2382.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,58.39814940925118,-38.20162645695648,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2116.0,390.689145984166,False,False,False,False,2344.898577876913,False,False,False,False
2023-12-11 17:00:00+00:00,1.32,1.32,1.305,1.31,659.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.03746542000388,-36.60017824913018,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1457.0,407.22109720921765,False,False,False,False,2318.760615429209,False,False,False,False
2023-12-12 17:00:00+00:00,1.28,1.28,1.25,1.25,2285.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.543941300092854,-36.60017824913018,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-828.0,388.0703825238034,False,False,False,False,2318.2371950349575,False,False,False,False
2023-12-13 17:00:00+00:00,1.23,1.34,1.23,1.335,3471.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.86918214727851,-32.368411154366584,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2643.0,423.0305316319615,False,False,False,False,2336.109486584803,False,False,False,False
2023-12-14 17:00:00+00:00,1.41,1.41,1.345,1.36,1058.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.9080023047487,-26.574764527561527,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3701.0,473.85176369968303,False,False,False,False,2316.2938356299996,False,False,False,False
2023-12-15 17:00:00+00:00,1.335,1.345,1.315,1.33,983.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.52990159272477,-23.408275697121134,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2718.0,508.64475961131586,False,False,False,False,2295.6226133721702,False,False,False,False
