date,Open,High,Low,Close,Volume,aVWAP_peak_837,aVWAP_peak_822,aVWAP_peak_804,aVWAP_peak_791,aVWAP_peak_722,aVWAP_peak_688,aVWAP_peak_632,aVWAP_peak_570,aVWAP_peak_528,aVWAP_peak_504,aVWAP_peak_464,aVWAP_peak_463,aVWAP_peak_432,aVWAP_peak_372,aVWAP_peak_358,aVWAP_peak_342,aVWAP_peak_327,aVWAP_peak_308,aVWAP_peak_290,aVWAP_peak_251,aVWAP_peak_222,aVWAP_peak_158,aVWAP_peak_139,aVWAP_peak_120,aVWAP_peak_95,aVWAP_peak_65,aVWAP_valley_870,aVWAP_valley_830,aVWAP_valley_774,aVWAP_valley_741,aVWAP_valley_669,aVWAP_valley_605,aVWAP_valley_539,aVWAP_valley_474,aVWAP_valley_444,aVWAP_valley_389,aVWAP_valley_368,aVWAP_valley_353,aVWAP_valley_336,aVWAP_valley_317,aVWAP_valley_297,aVWAP_valley_276,aVWAP_valley_262,aVWAP_valley_245,aVWAP_valley_199,aVWAP_valley_155,aVWAP_valley_128,aVWAP_valley_96,aVWAP_valley_46,aVWAP_valley_24,aVWAP_OB_bull_389,aVWAP_OB_bear_837,aVWAP_OB_bear_722,aVWAP_OB_bear_222,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-16 15:00:00+00:00,130.47,132.11,130.045,131.975,9813.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9813.0,False,False,False,False
2025-01-16 16:00:00+00:00,132.04,134.12,132.04,133.875,13441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13441.0,208.3875968992248,False,False,False,False,9869.248062015504,False,False,False,False
2025-01-16 17:00:00+00:00,133.875,135.78,133.47,134.85,10514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23955.0,576.5521302806321,False,False,False,False,9879.244216092782,False,False,False,False
2025-01-16 18:00:00+00:00,134.85,135.275,134.3,134.96,8606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,32561.0,1072.4350429894596,False,False,False,False,9859.503995688243,False,False,False,False
2025-01-16 19:00:00+00:00,134.95,135.24,133.96,134.34,15325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,92.67809064665687,43.410281581991185,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17236.0,1323.0329492997005,False,False,False,False,9944.240367848113,False,False,False,False
2025-01-16 20:00:00+00:00,134.335,134.71,133.62,133.89,15961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.84098706533018,35.89620291999775,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1275.0,1322.2882524113331,False,False,False,False,10037.523462920235,False,False,False,False
2025-01-17 15:00:00+00:00,134.29,134.565,132.53,134.155,7399.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.98185042438377,32.287507257332564,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8674.0,1436.2682795057312,False,False,False,False,9996.616122409845,False,False,False,False
2025-01-17 16:00:00+00:00,133.97,134.02,133.38,133.74,3624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.53631376270528,27.154580214603953,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5050.0,1492.2951278854873,False,False,False,False,9897.815872450003,False,False,False,False
2025-01-17 17:00:00+00:00,133.76,134.32,132.72,132.825,4877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.145606486038915,19.358283163656196,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,173.0,1471.840939856255,False,False,False,False,9819.97376590039,False,False,False,False
2025-01-17 18:00:00+00:00,133.09,133.195,131.44,131.925,5767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.61875174673798,11.556029375640577,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5594.0,1362.293018308096,False,False,False,False,9757.13696332829,False,False,False,False
