date,Open,High,Low,Close,Volume,aVWAP_peak_840,aVWAP_peak_782,aVWAP_peak_763,aVWAP_peak_725,aVWAP_peak_703,aVWAP_peak_670,aVWAP_peak_654,aVWAP_peak_618,aVWAP_peak_593,aVWAP_peak_564,aVWAP_peak_546,aVWAP_peak_507,aVWAP_peak_402,aVWAP_peak_374,aVWAP_peak_354,aVWAP_peak_318,aVWAP_peak_295,aVWAP_peak_263,aVWAP_peak_237,aVWAP_peak_210,aVWAP_peak_145,aVWAP_peak_92,aVWAP_peak_48,aVWAP_peak_26,aVWAP_peak_25,aVWAP_valley_869,aVWAP_valley_811,aVWAP_valley_760,aVWAP_valley_676,aVWAP_valley_636,aVWAP_valley_609,aVWAP_valley_582,aVWAP_valley_540,aVWAP_valley_516,aVWAP_valley_462,aVWAP_valley_413,aVWAP_valley_386,aVWAP_valley_371,aVWAP_valley_336,aVWAP_valley_306,aVWAP_valley_241,aVWAP_valley_166,aVWAP_valley_113,aVWAP_valley_78,aVWAP_valley_52,aVWAP_OB_bull_869,aVWAP_OB_bull_811,aVWAP_OB_bull_241,aVWAP_OB_bull_166,aVWAP_OB_bull_113,aVWAP_OB_bear_564,aVWAP_OB_bear_402,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,50.905,50.91,50.365,50.395,15388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,15388.0,False,False,False,False
2025-03-13 15:00:00+00:00,50.42,50.42,49.88,49.89,9626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9626.0,-149.24031007751938,False,False,False,False,15298.666666666666,False,False,False,False
2025-03-13 16:00:00+00:00,49.885,50.05,49.76,49.945,10830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,3.63836824696799,-55.457552370451985,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1204.0,-128.2598401538369,False,False,False,False,15229.385012919895,False,False,False,False
2025-03-13 17:00:00+00:00,49.95,49.99,49.37,49.395,14286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.0586358645917056,-54.71547468989384,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13082.0,-329.09302092664564,False,False,False,False,15214.758888688577,False,False,False,False
2025-03-13 18:00:00+00:00,49.395,49.82,49.38,49.82,11033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.607395044757968,-44.664668565286746,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2049.0,-355.75824540840307,False,False,False,False,15149.925417546117,False,False,False,False
2025-03-13 19:00:00+00:00,49.82,50.23,49.75,50.075,44588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,25.485184870661442,-34.822465133129704,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42539.0,309.27676614831637,False,False,False,False,15606.329674638424,False,False,False,False
2025-03-14 14:00:00+00:00,50.62,50.905,50.46,50.785,19764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.064608290788684,-22.851453346861256,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,62303.0,1270.419762021986,False,False,False,False,15670.789679682788,False,False,False,False
2025-03-14 15:00:00+00:00,50.78,50.85,50.67,50.78,9390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.054812424050674,-15.313010607089097,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52913.0,2071.0799207503273,False,False,False,False,15573.413095501659,False,False,False,False
2025-03-14 16:00:00+00:00,50.78,50.855,50.595,50.775,11982.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.978118932103214,-10.376449120429712,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40931.0,2673.5593018239656,False,False,False,False,15517.732272315587,False,False,False,False
2025-03-14 17:00:00+00:00,50.775,50.83,50.61,50.62,11527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.73187730609787,-8.855400675424818,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29404.0,3087.9847390049895,False,False,False,False,15455.860454140151,False,False,False,False
2025-03-14 18:00:00+00:00,50.62,50.675,50.51,50.55,7635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.94591333937541,-8.228211480767584,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21769.0,3377.6128825863075,False,False,False,False,15334.606803688364,False,False,False,False
