date,Open,High,Low,Close,Volume,aVWAP_peak_388,aVWAP_peak_352,aVWAP_peak_308,aVWAP_peak_263,aVWAP_peak_179,aVWAP_peak_66,aVWAP_peak_29,aVWAP_valley_394,aVWAP_valley_361,aVWAP_valley_342,aVWAP_valley_284,aVWAP_valley_251,aVWAP_valley_208,aVWAP_valley_169,aVWAP_valley_76,aVWAP_valley_39,aVWAP_valley_18,aVWAP_OB_bull_361,aVWAP_OB_bear_352,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-16 17:00:00+00:00,4.65,4.73,4.605,4.65,17501.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,17501.0,False,False,False,False
2023-11-17 17:00:00+00:00,4.675,4.775,4.675,4.755,14095.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14095.0,218.52713178294573,False,False,False,False,17448.193798449614,False,False,False,False
2023-11-20 17:00:00+00:00,4.815,4.92,4.8,4.815,31530.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45625.0,922.5034553211947,False,False,False,False,17666.516375217834,False,False,False,False
2023-11-21 17:00:00+00:00,4.82,4.835,4.655,4.675,15978.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.10991957104555,34.798927613941004,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29647.0,1367.8444870216413,False,False,False,False,17640.337826764844,False,False,False,False
2023-11-22 17:00:00+00:00,4.565,4.615,4.495,4.525,46008.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.61501139682105,20.066915082876207,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16361.0,1092.9786810213056,False,False,False,False,18080.146542628958,False,False,False,False
2023-11-23 17:00:00+00:00,4.525,4.525,4.525,4.525,0.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.95173928067137,11.16014724252151,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16361.0,822.3743603853164,False,False,False,False,17799.834193130835,False,False,False,False
2023-11-24 17:00:00+00:00,4.655,4.715,4.655,4.67,6958.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.504313848696896,11.16014724252151,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9403.0,663.8414245653889,False,False,False,False,17631.743740524154,False,False,False,False
2023-11-27 17:00:00+00:00,4.715,4.725,4.63,4.65,36493.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.38412763703881,11.16014724252151,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45896.0,-58.016582017020255,False,False,False,False,17924.166318190448,False,False,False,False
2023-11-28 17:00:00+00:00,4.745,4.845,4.645,4.73,36467.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.53186578378079,11.16014724252151,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9429.0,-203.3031466369114,False,False,False,False,18211.652111706873,False,False,False,False
2023-11-29 17:00:00+00:00,4.785,4.895,4.725,4.755,34917.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.75557095626469,11.16014724252151,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25488.0,195.01163083032756,False,False,False,False,18470.649753385835,False,False,False,False
