date,Open,High,Low,Close,Volume,aVWAP_peak_429,aVWAP_peak_398,aVWAP_peak_318,aVWAP_peak_271,aVWAP_peak_237,aVWAP_peak_208,aVWAP_peak_175,aVWAP_peak_146,aVWAP_peak_75,aVWAP_peak_54,aVWAP_peak_53,aVWAP_peak_36,aVWAP_peak_35,aVWAP_valley_406,aVWAP_valley_364,aVWAP_valley_345,aVWAP_valley_311,aVWAP_valley_285,aVWAP_valley_188,aVWAP_valley_187,aVWAP_valley_168,aVWAP_valley_135,aVWAP_valley_134,aVWAP_valley_82,aVWAP_OB_bear_318,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-16 17:00:00+00:00,7.55,7.55,7.55,7.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-11-17 17:00:00+00:00,7.55,7.715,7.55,7.715,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1.0,0.015503875968992248,False,False,False,False,0.015503875968992248,False,False,False,False
2023-11-20 17:00:00+00:00,7.715,7.715,7.66,7.66,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.90909090909095,18.18181818181833,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-101.0,-1.5506279670692866,False,False,False,False,1.5966588546361395,False,False,False,False
2023-11-21 17:00:00+00:00,7.64,7.72,7.64,7.72,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.12824842855807,18.18181818181833,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,229.0,2.023800373505431,False,False,False,False,6.68818352355651,False,False,False,False
2023-11-22 17:00:00+00:00,7.72,7.72,7.72,7.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.60768677486948,18.18181818181833,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,229.0,5.5428112204278275,False,False,False,False,6.584490755749432,False,False,False,False
2023-11-23 17:00:00+00:00,7.72,7.72,7.72,7.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.9273123390771,18.18181818181833,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,229.0,9.007263759646001,False,False,False,False,6.482405627753316,False,False,False,False
2023-11-24 17:00:00+00:00,7.72,7.72,7.72,7.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.80706271521552,18.18181818181833,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,229.0,12.418003856395675,False,False,False,False,6.381903214919931,False,False,False,False
2023-11-27 17:00:00+00:00,7.72,7.77,7.72,7.77,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.76841063663609,18.18181818181833,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,329.0,17.3262518586221,False,False,False,False,7.833346575928925,False,False,False,False
2023-11-28 17:00:00+00:00,7.77,7.77,7.74,7.74,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.32222286417844,18.18181818181833,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,229.0,20.608015395697727,False,False,False,False,9.262286939092817,False,False,False,False
2023-11-29 17:00:00+00:00,7.84,7.84,7.84,7.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.25850817161091,18.18181818181833,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,229.0,23.83889887793497,False,False,False,False,9.118685591199904,False,False,False,False
2023-11-30 17:00:00+00:00,7.84,7.88,7.84,7.88,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.69691492870743,18.974259673125303,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,231.0,27.050698895331326,False,False,False,False,9.008318372731688,False,False,False,False
2023-12-01 17:00:00+00:00,7.85,7.85,7.8,7.8,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.0246193924213,18.974259673125303,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-69.0,25.561540772923088,False,False,False,False,13.519817312689337,False,False,False,False
2023-12-04 17:00:00+00:00,7.8,7.8,7.8,7.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,72.24308903489721,18.974259673125303,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-69.0,24.095470373342888,False,False,False,False,13.310207741949966,False,False,False,False
