date,Close,High,Low,Open,Volume,aVWAP_peak_877,aVWAP_peak_847,aVWAP_peak_809,aVWAP_peak_792,aVWAP_peak_770,aVWAP_peak_755,aVWAP_peak_730,aVWAP_peak_715,aVWAP_peak_702,aVWAP_peak_670,aVWAP_peak_636,aVWAP_peak_620,aVWAP_peak_606,aVWAP_peak_565,aVWAP_peak_501,aVWAP_peak_490,aVWAP_peak_449,aVWAP_peak_430,aVWAP_peak_399,aVWAP_peak_363,aVWAP_peak_324,aVWAP_peak_276,aVWAP_peak_252,aVWAP_peak_230,aVWAP_peak_217,aVWAP_peak_155,aVWAP_peak_121,aVWAP_peak_102,aVWAP_peak_75,aVWAP_peak_59,aVWAP_peak_27,aVWAP_valley_885,aVWAP_valley_850,aVWAP_valley_817,aVWAP_valley_798,aVWAP_valley_780,aVWAP_valley_759,aVWAP_valley_744,aVWAP_valley_714,aVWAP_valley_691,aVWAP_valley_675,aVWAP_valley_649,aVWAP_valley_615,aVWAP_valley_574,aVWAP_valley_522,aVWAP_valley_512,aVWAP_valley_457,aVWAP_valley_440,aVWAP_valley_410,aVWAP_valley_369,aVWAP_valley_335,aVWAP_valley_307,aVWAP_valley_262,aVWAP_valley_242,aVWAP_valley_186,aVWAP_valley_132,aVWAP_valley_115,aVWAP_valley_96,aVWAP_valley_66,aVWAP_valley_43,aVWAP_valley_14,aVWAP_OB_bull_457,aVWAP_OB_bull_335,aVWAP_OB_bear_730,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,92.837014311,93.6055885743,91.9079684982,91.9079684982,1447579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1447579.0,False,False,False,False
2022-01-04 00:00:00+00:00,96.0379994296,96.6545480144,93.7998436079,93.9011940602,2216636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2216636,86926.90196078431,False,False,False,False,1477738.0980392157,False,False,False,False
2022-01-05 00:00:00+00:00,94.0870032227,96.3082673024,93.9940986414,95.3538838765,2302091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.62138682652525,-3.5144526938989884,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-85455,80166.82737408689,False,False,False,False,1510065.6628219916,False,False,False,False
2022-01-06 00:00:00+00:00,95.6241517493,96.3327603284,94.6275389684,95.9619865904,1896997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.15498820807036,-3.5144526938989884,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1811542,148063.89296725998,False,False,False,False,1525239.440750541,False,False,False,False
2022-01-07 00:00:00+00:00,96.9501535003,97.9552121524,95.5565847811,96.0717829137,2060500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.46329567456579,-3.5144526938989884,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3872042,294102.2501057988,False,False,False,False,1546230.0509171865,False,False,False,False
2022-01-10 00:00:00+00:00,96.6714397565,98.18325067,95.4383425868,97.7525112477,2009112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.23224832854396,-3.5144526938989884,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1862930,355624.90696439496,False,False,False,False,1564382.2842145518,False,False,False,False
2022-01-11 00:00:00+00:00,97.4569057619,97.499135117,95.9619865904,97.1275167919,1409304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.82350450354411,-3.5144526938989884,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3272234,470001.7341422618,False,False,False,False,1558300.7828728047,False,False,False,False
2022-01-12 00:00:00+00:00,97.6764984085,98.3943974457,96.9585993714,97.6004855693,1287991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.83299035596801,-3.5144526938989884,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4560225,630402.6465288398,False,False,False,False,1547700.3992307337,False,False,False,False
2022-01-13 00:00:00+00:00,98.3268304775,99.6274946154,97.9805497654,98.2592635093,1653725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.63423620512057,-1.2563470605855613,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6213950,849365.2878414344,False,False,False,False,1551858.2267118816,False,False,False,False
2022-01-14 00:00:00+00:00,99.154525838,99.2812139033,96.5278599491,97.2373131152,1736421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.04080943226579,2.606471038272346,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7950371,1127836.1000829467,False,False,False,False,1559095.9825271019,False,False,False,False
