date,Open,High,Low,Close,Volume,aVWAP_peak_367,aVWAP_peak_334,aVWAP_peak_318,aVWAP_peak_297,aVWAP_peak_250,aVWAP_peak_186,aVWAP_peak_151,aVWAP_peak_94,aVWAP_peak_60,aVWAP_valley_428,aVWAP_valley_348,aVWAP_valley_320,aVWAP_valley_274,aVWAP_valley_209,aVWAP_valley_168,aVWAP_valley_116,aVWAP_valley_115,aVWAP_valley_85,aVWAP_OB_bull_274,aVWAP_OB_bull_209,aVWAP_OB_bull_116,aVWAP_OB_bear_367,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-20 17:00:00+00:00,61.75,61.885,60.575,60.61,9754.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9754.0,False,False,False,False
2023-12-21 17:00:00+00:00,61.055,61.68,61.0,61.67,3745.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3745.0,58.06201550387597,False,False,False,False,9660.837209302324,False,False,False,False
2023-12-22 17:00:00+00:00,62.315,62.53,61.9,61.95,8081.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11826.0,240.5106664262965,False,False,False,False,9636.3436091581,False,False,False,False
2023-12-25 17:00:00+00:00,61.95,61.95,61.95,61.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11826.0,420.13065609410586,False,False,False,False,9486.942933047121,False,False,False,False
2023-12-26 17:00:00+00:00,61.61,62.245,61.61,61.74,5036.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.04613284485876,44.641519560372885,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6790.0,518.8883203407088,False,False,False,False,9417.936065868096,False,False,False,False
2023-12-27 17:00:00+00:00,61.885,62.245,61.72,61.915,8685.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.93087571868176,42.19502017612206,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15475.0,750.7660208005427,False,False,False,False,9406.572716009676,False,False,False,False
2023-12-28 17:00:00+00:00,61.125,61.91,61.08,61.82,14212.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.58005873915164,38.65672407108009,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1263.0,758.7076328811544,False,False,False,False,9481.075464598674,False,False,False,False
2023-12-29 17:00:00+00:00,61.135,61.43,60.87,61.25,6145.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,74.53688996861617,28.25481892399344,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4882.0,671.2548013636172,False,False,False,False,9429.353364372339,False,False,False,False
2024-01-01 17:00:00+00:00,61.25,61.25,61.25,61.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.50811078825919,21.930609222464327,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4882.0,585.157827699065,False,False,False,False,9283.16183934331,False,False,False,False
2024-01-02 17:00:00+00:00,61.49,61.96,61.23,61.96,6577.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.05203020849406,21.930609222464327,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1695.0,602.3646830835756,False,False,False,False,9241.20584183411,False,False,False,False
