date,Open,High,Low,Close,Volume,aVWAP_peak_379,aVWAP_peak_343,aVWAP_peak_287,aVWAP_peak_264,aVWAP_peak_223,aVWAP_peak_189,aVWAP_peak_161,aVWAP_peak_128,aVWAP_peak_69,aVWAP_peak_40,aVWAP_valley_353,aVWAP_valley_332,aVWAP_valley_275,aVWAP_valley_201,aVWAP_valley_179,aVWAP_valley_143,aVWAP_valley_109,aVWAP_valley_58,aVWAP_valley_24,aVWAP_OB_bull_353,aVWAP_OB_bear_161,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-30 17:00:00+00:00,119.775,121.24,119.655,121.22,245195.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,245195.0,False,False,False,False
2023-12-01 17:00:00+00:00,120.62,121.42,120.43,121.3,205311.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,205311.0,3183.116279069767,False,False,False,False,244576.6434108527,False,False,False,False
2023-12-04 17:00:00+00:00,118.37,119.01,117.9,118.59,236464.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.5189772273272,-63.68357970435481,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-31153.0,2650.773391022174,False,False,False,False,244450.86599363017,False,False,False,False
2023-12-05 17:00:00+00:00,116.9,118.485,116.9,118.355,186300.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.790973987070025,-63.68357970435481,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-217453.0,-761.6882119394104,False,False,False,False,243549.30217977543,False,False,False,False
2023-12-06 17:00:00+00:00,119.325,119.86,116.39,116.83,342320.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.00371831640015,-63.68357970435481,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-559773.0,-9428.530255165157,False,False,False,False,245080.630828151,False,False,False,False
2023-12-07 17:00:00+00:00,125.01,128.675,124.65,128.295,746816.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.32718961282567,-63.68357970435481,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,187043.0,-6382.460018650967,False,False,False,False,252859.47376104788,False,False,False,False
2023-12-08 17:00:00+00:00,127.495,129.455,126.9,128.91,287362.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.88212628034739,-63.68357970435481,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,474405.0,1071.609128925017,False,False,False,False,253394.39664847348,False,False,False,False
2023-12-11 17:00:00+00:00,132.155,134.61,131.925,134.46,382326.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.1912237305178,-50.065815105921416,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,856731.0,14337.64619669362,False,False,False,False,255393.33623531883,False,False,False,False
2023-12-12 17:00:00+00:00,138.29,138.5,135.72,137.525,337708.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.21451159516924,-38.27327555286645,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1194439.0,32633.791216899917,False,False,False,False,256669.53257275574,False,False,False,False
2023-12-13 17:00:00+00:00,136.6,139.23,136.29,138.11,291658.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.03893011572433,-28.419466317867197,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1486097.0,55168.10453136658,False,False,False,False,257211.98943209284,False,False,False,False
