date,Open,High,Low,Close,Volume,aVWAP_peak_431,aVWAP_peak_430,aVWAP_peak_360,aVWAP_peak_338,aVWAP_peak_282,aVWAP_peak_224,aVWAP_peak_183,aVWAP_peak_138,aVWAP_peak_100,aVWAP_peak_81,aVWAP_peak_70,aVWAP_peak_59,aVWAP_peak_34,aVWAP_valley_407,aVWAP_valley_369,aVWAP_valley_347,aVWAP_valley_307,aVWAP_valley_240,aVWAP_valley_219,aVWAP_valley_192,aVWAP_valley_164,aVWAP_valley_153,aVWAP_valley_114,aVWAP_valley_92,aVWAP_valley_65,aVWAP_valley_50,aVWAP_OB_bull_347,aVWAP_OB_bull_50,aVWAP_OB_bear_431,aVWAP_OB_bear_373,aVWAP_OB_bear_360,aVWAP_OB_bear_282,aVWAP_OB_bear_1,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-09 17:00:00+00:00,44.76,44.91,44.23,44.55,2817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2817.0,False,False,False,False
2023-11-10 17:00:00+00:00,44.38,44.95,44.38,44.8,2632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.709999999999994,,,,#000000,,,,100.0,,False,False,True,False,False,,,,-1.0,44.95,44.38,3.0,0,,,False,False,False,False,,,False,False,False,False,2632.0,40.8062015503876,False,False,False,False,2814.131782945736,False,False,False,False
2023-11-13 17:00:00+00:00,44.245,44.4,44.085,44.12,4604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.38656624285977,,,,#000000,,,,74.8768472906404,-37.931034482758605,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1972.0,9.599903851931973,False,False,False,False,2841.881677783787,False,False,False,False
2023-11-14 17:00:00+00:00,45.57,45.91,45.47,45.72,3356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.80271840382679,,,,#000000,,,,74.86307363235677,-35.43387023593464,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1384.0,30.90843247438264,False,False,False,False,2849.8525044848134,False,False,False,False
2023-11-15 17:00:00+00:00,45.455,45.85,45.38,45.85,3585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.027932096588366,,,,#000000,,,,75.33531176802592,-30.989977899831892,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4969.0,107.46799166082633,False,False,False,False,2861.250140074196,False,False,False,False
2023-11-16 17:00:00+00:00,45.23,45.41,45.13,45.13,3130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.06327073823693,,,,#000000,,,,68.9525939085575,-30.989977899831892,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1839.0,134.31344915445692,False,False,False,False,2865.41680456917,False,False,False,False
2023-11-17 17:00:00+00:00,45.67,45.89,45.455,45.67,2940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.15161390164798,,,,#000000,,,,67.35304058543431,-30.228635245549533,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4779.0,206.32409335361262,False,False,False,False,2866.5731331805005,False,False,False,False
2023-11-20 17:00:00+00:00,45.535,45.86,45.4,45.685,1917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.194575964025745,,,,#000000,,,,66.35418519831494,-26.488419315530955,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6696.0,306.9392236892155,False,False,False,False,2851.8510691001825,False,False,False,False
2023-11-21 17:00:00+00:00,45.43,45.5,45.135,45.15,1352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.19843319442082,,,,#000000,,,,61.72356860513705,-26.488419315530955,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5344.0,385.0331892134137,False,False,False,False,2828.5975641528926,False,False,False,False
2023-11-22 17:00:00+00:00,45.335,45.46,45.18,45.45,5236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.22846300547208,,,,#000000,,,,60.2910552551205,-24.127259350446273,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10580.0,543.0946901558414,False,False,False,False,2865.921632925716,False,False,False,False
2023-11-23 17:00:00+00:00,45.45,45.45,45.45,45.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.22846300547208,,,,#000000,,,,59.33604635510947,-21.15102584002787,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10580.0,698.7056251921849,False,False,False,False,2821.488739391984,False,False,False,False
2023-11-24 17:00:00+00:00,45.855,45.98,45.855,45.89,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.23385842936995,,,,#000000,,,,61.00339672086551,-15.9149324803671,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10810.0,855.4698790651743,False,False,False,False,2781.3106194014103,False,False,False,False
2023-11-27 17:00:00+00:00,46.2,47.25,46.2,47.2,4546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.45750770500278,,,,#000000,,,,66.3022119913216,-7.7852700528083005,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15356.0,1080.284299544784,False,False,False,False,2808.6701446820084,False,False,False,False
2023-11-28 17:00:00+00:00,47.4,47.46,47.065,47.13,3153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.60886353516353,,,,#000000,,,,69.30322434622664,-2.3091174710828284,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12203.0,1252.7295042030044,False,False,False,False,2814.0085920512793,False,False,False,False
