date,Close,High,Low,Open,Volume,aVWAP_peak_184,aVWAP_peak_176,aVWAP_peak_163,aVWAP_peak_153,aVWAP_peak_143,aVWAP_peak_133,aVWAP_peak_117,aVWAP_peak_102,aVWAP_peak_83,aVWAP_peak_70,aVWAP_peak_62,aVWAP_peak_50,aVWAP_peak_44,aVWAP_peak_33,aVWAP_peak_23,aVWAP_peak_16,aVWAP_peak_7,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_158,aVWAP_valley_149,aVWAP_valley_136,aVWAP_valley_123,aVWAP_valley_107,aVWAP_valley_96,aVWAP_valley_74,aVWAP_valley_64,aVWAP_valley_52,aVWAP_valley_38,aVWAP_valley_25,aVWAP_valley_20,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_96,aVWAP_OB_bull_38,aVWAP_OB_bear_153,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,94.9262760744,96.163485172,91.4618134439,92.0458228588,3063876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3063876.0,False,False,False,False
2022-01-07 00:00:00+00:00,95.9557163988,96.6387104603,91.6399858078,95.5696762772,3969834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3969834,294061.77777777775,False,False,False,False,3130984.0,False,False,False,False
2022-01-14 00:00:00+00:00,91.2539456861,97.9948001185,90.125520715,97.7671354313,4787689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.27649125118239,-56.755789369679235,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-817855,211697.57201646088,False,False,False,False,3253702.888888889,False,False,False,False
2022-01-21 00:00:00+00:00,86.126540993,91.1252656455,85.6811100834,90.6699362712,4836042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.94387288911041,-56.755789369679235,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5653897,-222790.91479957325,False,False,False,False,3370913.193415638,False,False,False,False
2022-01-28 00:00:00+00:00,88.7397356628,92.1646044347,82.4641090694,82.7511645445,4362262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.78948305563334,,,,87.78948305563334,#000000,,87.78948305563334,,48.6680432556955,-56.755789369679235,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1291635,-301964.5507403456,False,False,False,False,3444346.438347813,False,False,False,False
2022-02-04 00:00:00+00:00,92.184401364,93.2831309411,87.3044582874,88.0072492781,3643027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.21592980057406,,,,89.21592980057406,#000000,,89.21592980057406,,47.49677437684615,-56.755789369679235,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2351392,-105419.62105587561,False,False,False,False,3459063.5169887156,False,False,False,False
2022-02-11 00:00:00+00:00,97.2425168044,101.6176381835,92.530847627,92.9267862134,6283638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.69633475070144,,,,92.69633475070144,#000000,,92.69633475070144,,50.87298856071187,-56.755789369679235,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8635030,542021.09161493,False,False,False,False,3668291.2564710327,False,False,False,False
2022-02-18 00:00:00+00:00,99.9744930502,107.0024029576,96.8168828241,97.4404860976,9596530,,,,,,,,,,,,,,,,,101.26459294396668,,,,,,,,,,,,,,,,96.13882893448094,,,,98.7017109392238,#000000,,98.7017109392238,,54.8353088907744,-56.755789369679235,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18231560,1852357.307050861,False,False,False,False,4107420.0522879935,False,False,False,False
2022-02-25 00:00:00+00:00,97.9651047245,100.7861671521,89.9176529572,99.2914989887,4117467,,,,,,,,,,,,,,,,,99.7509061800715,,,,,,,,,,,,,,,,96.15120151456746,,,,97.95105384731949,#000000,,97.95105384731949,,55.90596420991008,-56.755789369679235,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14114093,2760634.0250470936,False,False,False,False,4108164.270637031,False,False,False,False
2022-03-04 00:00:00+00:00,89.6701913407,96.965359794,87.1658797821,95.5300824185,4968877,,,,,,,,,,,,,,,,,97.49457385325051,,,,,,,,,,,,,,,,95.41517005408075,,,,96.45487195366563,#000000,,96.45487195366563,,51.713994608235495,-56.755789369679235,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9145216,3233566.023191754,False,False,False,False,4171920.7691083625,False,False,False,False
