date,Close,High,Low,Open,Volume,aVWAP_peak_28,aVWAP_peak_4,aVWAP_valley_31,aVWAP_valley_15,aVWAP_valley_11,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-27 00:00:00+00:00,37.3878323202,38.2099731357,37.2410214603,37.7793279466,634574,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,634574.0,False,False,False,False
2025-01-03 00:00:00+00:00,38.5133822461,39.7123376019,37.2116592884,37.5933675241,1866723,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1866723,138275.77777777778,False,False,False,False,725844.2962962963,False,False,False,False
2025-01-10 00:00:00+00:00,37.2312340697,40.6666081913,36.8593132246,38.4546579021,2472573,,,,,,,#000000,,,,84.29570429603528,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-605850,83155.34979423869,False,False,False,False,855231.6076817558,False,False,False,False
2025-01-17 00:00:00+00:00,38.8167913566,39.6341363506,36.6342032394,37.1137853818,1879267,,,,,,,#000000,,,,79.69594072366904,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1273417,171322.87943910988,False,False,False,False,931086.0811868109,False,False,False,False
2025-01-24 00:00:00+00:00,41.8900320237,42.3402519941,39.2180743736,39.3453104522,2119271,,41.149452797133335,,,,41.149452797133335,#000000,,41.149452797133335,,80.65112451785878,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3392688,409942.5179991758,False,False,False,False,1019099.7788766767,False,False,False,False
2025-01-31 00:00:00+00:00,40.8329938325,42.0759924463,39.0810509044,41.8606698517,2695406,,40.877314933782756,,,,40.877314933782756,#000000,,40.877314933782756,,77.85175949357628,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,697282,431226.924073311,False,False,False,False,1143270.610070997,False,False,False,False
2025-02-07 00:00:00+00:00,40.5687342847,41.5474733506,38.9244526538,39.2767987176,2259587,,40.707891146508324,,,,40.707891146508324,#000000,,40.707891146508324,,75.08657966527753,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1562305,283557.8926604731,False,False,False,False,1225960.7130287008,False,False,False,False
2025-02-14 00:00:00+00:00,40.4512855967,41.5959209344,38.9048778725,40.7546947072,2426181,,40.60815943012488,,,,40.60815943012488,#000000,,40.60815943012488,,72.76685885109508,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3988486,-32889.8030921545,False,False,False,False,1314865.9194710192,False,False,False,False
2025-02-21 00:00:00+00:00,41.3908751001,42.0759924463,40.1385784652,40.5491595033,2600765,,40.735746630509325,,,,40.735746630509325,#000000,,40.735746630509325,,72.35261693515118,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1387721,-133247.66952977268,False,False,False,False,1410117.7032139066,False,False,False,False
2025-02-28 00:00:00+00:00,39.60957,41.8117328984,38.8853030912,41.5474733506,3578974,,40.591141199039924,,,,40.591141199039924,#000000,,40.591141199039924,,67.75692583894272,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4966695,-491280.8051201599,False,False,False,False,1570773.7251980617,False,False,False,False
2025-03-07 00:00:00+00:00,36.899025,39.997850625,35.92956,39.5205375,4283177,,39.951276781061736,,,,39.951276781061736,#000000,,39.951276781061736,,60.35914576582337,-20.66933066784123,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9249872,-1140065.3380742222,False,False,False,False,1771692.4862945015,False,False,False,False
2025-03-14 00:00:00+00:00,34.366545,36.68139,33.852135,36.4538625,4745795,,38.993905876825714,,,34.96669,36.98029793841286,#000000,,36.98029793841286,,52.63521912858153,-20.66933066784123,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13995667,-2092332.1278465022,False,False,False,False,1991996.3761986124,False,False,False,False
2025-03-21 00:00:00+00:00,34.97988,35.8603125,34.129125,34.129125,3863868,,38.452435613739496,,,34.977049027189565,36.71474232046453,#000000,,36.71474232046453,,48.07572492584744,-20.66933066784123,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10131799,-2687848.192450465,False,False,False,False,2130653.5335172336,False,False,False,False
2025-03-28 00:00:00+00:00,35.7020325,36.60225,35.3063325,35.316225,3160875,,38.19523090683589,,,35.21689824950695,36.70606457817142,#000000,,36.70606457817142,,45.89782958329264,-20.66933066784123,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6970924,-3005113.067083764,False,False,False,False,2206966.234738179,False,False,False,False
2025-04-04 00:00:00+00:00,34.168695,37.1067675,33.9015975,35.3063325,3424183,,37.88978307064272,,,35.181319839213565,36.53555145492814,#000000,,36.53555145492814,,42.96152206148878,-20.66933066784123,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10395107,-3552520.025077559,False,False,False,False,2297130.4395723883,False,False,False,False
2025-04-11 00:00:00+00:00,34.2379425,35.3656875,31.73514,33.1695525,5576212,,37.32712920648505,,33.779590000000006,34.805008252720036,35.30390915306836,#000000,,35.30390915306836,,40.969868058380634,-20.66933066784123,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4818895,-3646325.5787755176,False,False,False,False,2540025.3699744334,False,False,False,False
2025-04-18 00:00:00+00:00,34.8512775,35.791065,34.34676,34.62375,2167743,,37.20936108340266,,34.12019901802535,34.82309201957634,35.38421737366812,#000000,,35.38421737366812,,40.493064114152375,-20.66933066784123,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2651152,-3572609.0173847387,False,False,False,False,2512448.8981244755,False,False,False,False
2025-04-25 00:00:00+00:00,36.028485,36.424185,34.010415,34.6929975,2547135,,37.11287272626938,,34.458666262801856,34.88951460713071,35.487017865400645,#000000,,35.487017865400645,,41.81960481301182,-20.66933066784123,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-104017,-3315676.2753562396,False,False,False,False,2515018.239004144,False,False,False,False
2025-05-02 00:00:00+00:00,37.8981675,37.9575225,35.1084825,35.8998825,3285510,,37.10445815050462,,35.07077387470225,35.12915545156572,35.768129158924204,#000000,,35.768129158924204,,44.97084155738374,-20.66933066784123,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3181493,-2834404.4771817033,False,False,False,False,2572091.702781615,False,False,False,False
