date,Open,High,Low,Close,Volume,aVWAP_peak_869,aVWAP_peak_868,aVWAP_peak_867,aVWAP_peak_866,aVWAP_peak_865,aVWAP_peak_864,aVWAP_peak_852,aVWAP_peak_851,aVWAP_peak_850,aVWAP_peak_799,aVWAP_peak_785,aVWAP_peak_784,aVWAP_peak_767,aVWAP_peak_738,aVWAP_peak_729,aVWAP_peak_728,aVWAP_peak_727,aVWAP_peak_713,aVWAP_peak_690,aVWAP_peak_680,aVWAP_peak_605,aVWAP_peak_582,aVWAP_peak_565,aVWAP_peak_479,aVWAP_peak_435,aVWAP_peak_434,aVWAP_peak_416,aVWAP_peak_317,aVWAP_peak_287,aVWAP_peak_285,aVWAP_peak_245,aVWAP_peak_216,aVWAP_peak_215,aVWAP_peak_132,aVWAP_peak_107,aVWAP_peak_84,aVWAP_peak_69,aVWAP_peak_68,aVWAP_peak_54,aVWAP_peak_27,aVWAP_valley_807,aVWAP_valley_791,aVWAP_valley_776,aVWAP_valley_775,aVWAP_valley_774,aVWAP_valley_749,aVWAP_valley_732,aVWAP_valley_699,aVWAP_valley_672,aVWAP_valley_633,aVWAP_valley_632,aVWAP_valley_611,aVWAP_valley_610,aVWAP_valley_609,aVWAP_valley_504,aVWAP_valley_449,aVWAP_valley_426,aVWAP_valley_365,aVWAP_valley_364,aVWAP_valley_347,aVWAP_valley_300,aVWAP_valley_270,aVWAP_valley_235,aVWAP_valley_234,aVWAP_valley_221,aVWAP_valley_204,aVWAP_valley_203,aVWAP_valley_185,aVWAP_valley_157,aVWAP_valley_126,aVWAP_valley_73,aVWAP_valley_59,aVWAP_valley_30,aVWAP_valley_17,aVWAP_OB_bull_807,aVWAP_OB_bull_633,aVWAP_OB_bull_504,aVWAP_OB_bull_449,aVWAP_OB_bull_365,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,5.265,5.28,5.25,5.26,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,453.0,False,False,False,False
2025-01-27 16:00:00+00:00,5.26,5.27,5.26,5.265,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,200.0,3.10077519379845,False,False,False,False,449.07751937984494,False,False,False,False
2025-01-27 17:00:00+00:00,5.265,5.275,5.255,5.255,1106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.92307692307693,-30.76923076923073,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-906.0,-10.993810468120905,False,False,False,False,459.2623640406226,False,False,False,False
2025-01-27 18:00:00+00:00,5.255,5.255,5.255,5.255,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.53846153846155,-30.76923076923073,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-906.0,-24.869875422103526,False,False,False,False,452.14201731131055,False,False,False,False
2025-01-27 19:00:00+00:00,5.255,5.265,5.255,5.265,4633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.05916654347149,-30.76923076923073,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3727.0,33.29864977823917,False,False,False,False,516.9615209188871,False,False,False,False
2025-01-27 20:00:00+00:00,5.26,5.275,5.26,5.27,1442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.96517181472473,-30.76923076923073,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5169.0,112.92192652586337,False,False,False,False,531.3032027651059,False,False,False,False
2025-01-28 15:00:00+00:00,5.23,5.25,5.23,5.25,1224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,55.4950974429039,-30.76923076923073,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3945.0,172.33398968050113,False,False,False,False,542.0426879935538,False,False,False,False
2025-01-28 16:00:00+00:00,5.25,5.26,5.23,5.235,1864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.651019500789886,-30.76923076923073,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2081.0,201.9257107707259,False,False,False,False,562.5381501952041,False,False,False,False
2025-01-28 17:00:00+00:00,5.235,5.25,5.235,5.245,1066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,43.49405958283103,-30.76923076923073,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3147.0,247.58577727040458,False,False,False,False,570.3437602696971,False,False,False,False
2025-01-28 18:00:00+00:00,5.245,5.265,5.245,5.255,1421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.44675052402483,-30.76923076923073,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4568.0,314.5689435142743,False,False,False,False,583.5322291027251,False,False,False,False
