date,Open,High,Low,Close,Volume,aVWAP_peak_842,aVWAP_peak_810,aVWAP_peak_790,aVWAP_peak_763,aVWAP_peak_734,aVWAP_peak_720,aVWAP_peak_660,aVWAP_peak_610,aVWAP_peak_609,aVWAP_peak_571,aVWAP_peak_541,aVWAP_peak_499,aVWAP_peak_478,aVWAP_peak_440,aVWAP_peak_425,aVWAP_peak_407,aVWAP_peak_360,aVWAP_peak_341,aVWAP_peak_272,aVWAP_peak_269,aVWAP_peak_237,aVWAP_peak_203,aVWAP_peak_176,aVWAP_peak_156,aVWAP_peak_126,aVWAP_peak_112,aVWAP_peak_108,aVWAP_peak_71,aVWAP_peak_42,aVWAP_valley_864,aVWAP_valley_822,aVWAP_valley_798,aVWAP_valley_774,aVWAP_valley_773,aVWAP_valley_750,aVWAP_valley_716,aVWAP_valley_676,aVWAP_valley_636,aVWAP_valley_570,aVWAP_valley_528,aVWAP_valley_491,aVWAP_valley_473,aVWAP_valley_455,aVWAP_valley_426,aVWAP_valley_389,aVWAP_valley_371,aVWAP_valley_338,aVWAP_valley_288,aVWAP_valley_225,aVWAP_valley_181,aVWAP_valley_163,aVWAP_valley_142,aVWAP_valley_141,aVWAP_valley_96,aVWAP_valley_84,aVWAP_valley_54,aVWAP_valley_17,aVWAP_OB_bull_636,aVWAP_OB_bull_570,aVWAP_OB_bull_17,aVWAP_OB_bear_272,aVWAP_OB_bear_203,aVWAP_OB_bear_112,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,17.39,17.5,17.3,17.39,6527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6527.0,False,False,False,False
2025-01-21 16:00:00+00:00,17.38,17.38,17.25,17.34,7627.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7627.0,-118.24806201550388,False,False,False,False,6544.054263565891,False,False,False,False
2025-01-21 17:00:00+00:00,17.34,17.37,17.275,17.28,2586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10213.0,-274.75584399975963,False,False,False,False,6482.689081185024,False,False,False,False
2025-01-21 18:00:00+00:00,17.28,17.32,17.21,17.25,2619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12832.0,-469.44179990674013,False,False,False,False,6422.786924887582,False,False,False,False
2025-01-21 19:00:00+00:00,17.245,17.28,17.21,17.255,4369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.459547119946862,-48.68640759204782,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8463.0,-593.372934791907,False,False,False,False,6390.9452671373865,False,False,False,False
2025-01-21 20:00:00+00:00,17.26,17.265,17.04,17.15,13288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.6904460634658611,-48.566171370077534,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21751.0,-921.3981606090867,False,False,False,False,6497.87634826704,False,False,False,False
2025-01-22 15:00:00+00:00,17.235,17.27,17.16,17.27,4797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.737827203963683,-36.884087788078936,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16954.0,-1169.9656309872405,False,False,False,False,6471.5061723249155,False,False,False,False
2025-01-22 16:00:00+00:00,17.27,17.325,17.18,17.18,7231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.031752123738777,-32.92846919803915,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24185.0,-1526.787869266508,False,False,False,False,6483.281270428405,False,False,False,False
2025-01-22 17:00:00+00:00,17.18,17.19,17.08,17.095,2901.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.418120904485505,-32.41884449352658,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27086.0,-1923.0547240065623,False,False,False,False,6427.74202592564,False,False,False,False
2025-01-22 18:00:00+00:00,17.095,17.32,17.03,17.24,46097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,29.599964505525385,-25.462822845460057,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,19011.0,-1598.4957360374683,False,False,False,False,7042.769281337645,False,False,False,False
