date,Close,High,Low,Open,Volume,aVWAP_peak_175,aVWAP_peak_163,aVWAP_peak_152,aVWAP_peak_144,aVWAP_peak_123,aVWAP_peak_114,aVWAP_peak_105,aVWAP_peak_96,aVWAP_peak_90,aVWAP_peak_81,aVWAP_peak_71,aVWAP_peak_55,aVWAP_peak_50,aVWAP_peak_33,aVWAP_peak_21,aVWAP_peak_14,aVWAP_valley_184,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_149,aVWAP_valley_129,aVWAP_valley_120,aVWAP_valley_111,aVWAP_valley_92,aVWAP_valley_74,aVWAP_valley_62,aVWAP_valley_41,aVWAP_valley_24,aVWAP_valley_18,aVWAP_valley_8,aVWAP_OB_bull_176,aVWAP_OB_bull_159,aVWAP_OB_bull_129,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,41.6016727682,41.705095199,40.7570562504,41.0156123273,1678775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1678775.0,False,False,False,False
2022-01-07 00:00:00+00:00,40.0934289865,41.5413430169,39.7573060866,41.5413430169,1959799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1959799,-145170.2962962963,False,False,False,False,1699591.5925925928,False,False,False,False
2022-01-14 00:00:00+00:00,40.4209333505,40.9676070824,39.8693470532,39.9813880198,2073790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.3926206240575825,-63.481551560143956,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,113991,-125973.16323731138,False,False,False,False,1727309.9931412898,False,False,False,False
2022-01-21 00:00:00+00:00,40.3692221351,40.4295518864,39.6969763353,40.1796143454,2275469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.077633964203216,-59.703153446659385,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2161478,-276751.29929380683,False,False,False,False,1767914.364019713,False,False,False,False
2022-01-28 00:00:00+00:00,40.3606035992,40.4381704223,39.2832866123,40.2313255608,3525055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.681070800297716,-56.87714454215645,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5686533,-677475.8697164878,False,False,False,False,1898072.9296478822,False,False,False,False
2022-02-04 00:00:00+00:00,40.3175109198,41.1966015811,40.0330992352,40.3519850634,2381964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.39205535101874,-54.79935060445193,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8068497,-1224958.9164041553,False,False,False,False,1933916.712636928,False,False,False,False
2022-02-11 00:00:00+00:00,39.9210582686,40.9466640402,39.4039461148,40.713963571,2602106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.504082844715006,-54.12837045935371,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10670603,-1924636.2559297732,False,False,False,False,1983412.2154045631,False,False,False,False
2022-02-18 00:00:00+00:00,39.3720494773,39.8939944549,38.7979100019,39.650420132,2791816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.615282620705498,-54.12837045935371,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13462419,-2779286.829564605,False,False,False,False,2043293.9772264473,False,False,False,False
2022-02-25 00:00:00+00:00,39.8591981231,40.0636265726,38.7761622945,39.4242439751,3018986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.566328996733326,,,,39.566328996733326,#000000,,39.566328996733326,,16.833078062910552,-49.60854319390613,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10443433,-3347001.3607079675,False,False,False,False,2115567.4603948584,False,False,False,False
2022-03-04 00:00:00+00:00,41.2336532308,41.3554403922,39.5199338876,39.5634293024,3323463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.16195294252305,,,,40.16195294252305,#000000,,40.16195294252305,,27.40399470228142,-38.948461162957685,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7119970,-3626480.519174044,False,False,False,False,2205041.204069313,False,False,False,False
