date,Open,High,Low,Close,Volume,aVWAP_peak_852,aVWAP_peak_838,aVWAP_peak_759,aVWAP_peak_733,aVWAP_peak_715,aVWAP_peak_695,aVWAP_peak_677,aVWAP_peak_632,aVWAP_peak_616,aVWAP_peak_598,aVWAP_peak_594,aVWAP_peak_552,aVWAP_peak_508,aVWAP_peak_431,aVWAP_peak_395,aVWAP_peak_366,aVWAP_peak_347,aVWAP_peak_326,aVWAP_peak_279,aVWAP_peak_276,aVWAP_peak_227,aVWAP_peak_174,aVWAP_peak_125,aVWAP_peak_110,aVWAP_peak_83,aVWAP_peak_60,aVWAP_valley_879,aVWAP_valley_860,aVWAP_valley_846,aVWAP_valley_826,aVWAP_valley_822,aVWAP_valley_797,aVWAP_valley_780,aVWAP_valley_738,aVWAP_valley_697,aVWAP_valley_654,aVWAP_valley_636,aVWAP_valley_617,aVWAP_valley_585,aVWAP_valley_569,aVWAP_valley_534,aVWAP_valley_516,aVWAP_valley_474,aVWAP_valley_409,aVWAP_valley_372,aVWAP_valley_303,aVWAP_valley_234,aVWAP_valley_185,aVWAP_valley_144,aVWAP_valley_89,aVWAP_valley_72,aVWAP_OB_bull_303,aVWAP_OB_bull_144,aVWAP_OB_bull_2,aVWAP_OB_bear_759,aVWAP_OB_bear_598,aVWAP_OB_bear_125,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-27 15:00:00+00:00,51.925,51.925,51.705,51.745,11633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11633.0,False,False,False,False
2025-01-27 16:00:00+00:00,51.745,51.765,51.575,51.6,7354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7354.0,-114.01550387596899,False,False,False,False,11566.658914728683,False,False,False,False
2025-01-27 17:00:00+00:00,51.6,51.65,51.525,51.59,11672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.58833333333333,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,1.0,51.65,51.525,0.0,0,,,False,False,False,False,,,False,False,False,False,-19026.0,-407.22456583138035,False,False,False,False,11568.29210984917,False,False,False,False
2025-01-27 18:00:00+00:00,51.59,51.665,51.585,51.65,15970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.61433181390637,,,,,#000000,,,,10.901749663525948,-40.188425302826644,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3056.0,-448.2908516324442,False,False,False,False,11636.535643029802,False,False,False,False
2025-01-27 19:00:00+00:00,51.65,51.715,51.65,51.695,63155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.66464523424048,,,,,#000000,,,,23.02087395023441,-29.935318424600588,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,60099.0,490.42683598976424,False,False,False,False,12435.271524533217,False,False,False,False
2025-01-27 20:00:00+00:00,51.695,51.755,51.675,51.74,24095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.67695322563799,,,,,#000000,,,,34.54060793078839,-20.643561288537345,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84194.0,1788.1566524860468,False,False,False,False,12616.04250864898,False,False,False,False
2025-01-28 15:00:00+00:00,51.965,52.035,51.915,52.005,14357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.711171111575325,,,,,#000000,,,,50.20310712405762,-7.765850426296083,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,98551.0,3288.35577415293,False,False,False,False,12643.034097662174,False,False,False,False
2025-01-28 16:00:00+00:00,52.005,52.09,52.005,52.075,13409.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.74364563034203,,,,,#000000,,,,61.52935679380073,0.9642680466289733,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,111960.0,4973.187467576916,False,False,False,False,12654.909538008496,False,False,False,False
2025-01-28 17:00:00+00:00,52.075,52.095,52.055,52.09,13947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.77360083224247,,,,,#000000,,,,69.25668889008332,6.679946517206616,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,125907.0,6848.130297536964,False,False,False,False,12674.94194827193,False,False,False,False
2025-01-28 18:00:00+00:00,52.09,52.16,52.085,52.135,11530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79781262081065,,,,,#000000,,,,74.92554563528681,10.997528962353648,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,137437.0,8872.763936334839,False,False,False,False,12657.190910314224,False,False,False,False
2025-01-28 19:00:00+00:00,52.135,52.185,52.125,52.185,19129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.83532077708475,,,,,#000000,,,,79.2203558867918,14.555163303589339,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,156566.0,11162.581549724997,False,False,False,False,12757.52903573571,False,False,False,False
2025-01-28 20:00:00+00:00,52.185,52.19,52.14,52.165,46163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.900518813162144,,,,,#000000,,,,80.67201178950097,15.976468736783346,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,110403.0,12701.192688488949,False,False,False,False,13275.443314251435,False,False,False,False
