date,Open,High,Low,Close,Volume,aVWAP_peak_822,aVWAP_peak_792,aVWAP_peak_751,aVWAP_peak_724,aVWAP_peak_678,aVWAP_peak_652,aVWAP_peak_624,aVWAP_peak_588,aVWAP_peak_566,aVWAP_peak_527,aVWAP_peak_498,aVWAP_peak_449,aVWAP_peak_433,aVWAP_peak_383,aVWAP_peak_348,aVWAP_peak_282,aVWAP_peak_252,aVWAP_peak_220,aVWAP_peak_191,aVWAP_peak_132,aVWAP_peak_86,aVWAP_peak_60,aVWAP_peak_42,aVWAP_valley_870,aVWAP_valley_829,aVWAP_valley_803,aVWAP_valley_775,aVWAP_valley_758,aVWAP_valley_732,aVWAP_valley_701,aVWAP_valley_676,aVWAP_valley_647,aVWAP_valley_608,aVWAP_valley_561,aVWAP_valley_511,aVWAP_valley_495,aVWAP_valley_474,aVWAP_valley_443,aVWAP_valley_408,aVWAP_valley_364,aVWAP_valley_302,aVWAP_valley_269,aVWAP_valley_233,aVWAP_valley_210,aVWAP_valley_174,aVWAP_valley_99,aVWAP_valley_72,aVWAP_valley_33,aVWAP_valley_17,aVWAP_OB_bull_302,aVWAP_OB_bull_33,aVWAP_OB_bear_822,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,110.065,110.235,109.22,109.81,9798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,9798.0,False,False,False,False
2025-04-14 15:00:00+00:00,109.87,109.975,107.77,107.77,6138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6138.0,-95.16279069767442,False,False,False,False,9741.255813953487,False,False,False,False
2025-04-14 16:00:00+00:00,107.76,108.66,107.39,108.19,5947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.268656716417917,-59.402985074626876,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-191.0,-96.64863890391202,False,False,False,False,9682.430142419324,False,False,False,False
2025-04-14 17:00:00+00:00,108.22,109.145,107.96,108.45,4351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.58194182502209,-52.19416280524133,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4160.0,-30.654086362766094,False,False,False,False,9599.772310753908,False,False,False,False
2025-04-14 18:00:00+00:00,108.45,109.27,108.18,109.1,5819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.336704690366105,-41.9506882583211,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9979.0,124.53434908471866,False,False,False,False,9541.15568578098,False,False,False,False
2025-04-14 19:00:00+00:00,109.09,109.82,108.93,109.0,11251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.88323390683407,-35.73454076934367,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1272.0,102.88265375007185,False,False,False,False,9567.664899954918,False,False,False,False
2025-04-15 14:00:00+00:00,109.545,109.66,108.48,109.03,2557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.50116402311218,-31.125136983240196,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1285.0,121.210054467125,False,False,False,False,9458.97242088585,False,False,False,False
2025-04-15 15:00:00+00:00,109.005,109.255,108.63,108.85,2531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.327729202773334,-28.821633132602837,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1246.0,100.01299935910757,False,False,False,False,9351.561995755836,False,False,False,False
2025-04-15 16:00:00+00:00,108.8,109.48,108.63,108.73,2816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.73619940868671,-27.50279470444098,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4062.0,35.485666035710544,False,False,False,False,9250.235453185976,False,False,False,False
2025-04-15 17:00:00+00:00,108.74,109.06,108.39,108.565,1395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.92973308431776,-27.197712234482687,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5457.0,-49.6691504919749,False,False,False,False,9128.44885701255,False,False,False,False
2025-04-15 18:00:00+00:00,108.57,109.17,108.14,108.87,3455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.59655054309776,-23.521087480459233,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2002.0,-79.93784583318458,False,False,False,False,9040.488409617006,False,False,False,False
2025-04-15 19:00:00+00:00,108.8,109.02,108.18,108.49,12038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.79241949103059,-23.234649447835032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14040.0,-296.3729179908096,False,False,False,False,9086.96145752992,False,False,False,False
2025-04-16 14:00:00+00:00,106.55,107.65,106.26,107.5,8932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.095692937442,-23.234649447835032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22972.0,-647.9330277894016,False,False,False,False,9084.5589543124,False,False,False,False
2025-04-16 15:00:00+00:00,107.61,108.42,107.49,107.55,8724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.434291438636993,-23.234649447835032,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-14248.0,-858.7867792965427,False,False,False,False,9078.96889300523,False,False,False,False
2025-04-16 16:00:00+00:00,107.55,107.85,107.1,107.15,5179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.405289917057758,-23.234649447835032,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-19427.0,-1146.666054036131,False,False,False,False,9018.504259005149,False,False,False,False
2025-04-16 17:00:00+00:00,107.08,107.51,105.425,105.425,11257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.320239415453795,-16.775849928427455,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30684.0,-1604.6092159890593,False,False,False,False,9053.209619330652,False,False,False,False
2025-04-16 18:00:00+00:00,105.46,106.52,105.46,105.65,11303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.578960485761076,-18.892161434651292,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19381.0,-1880.2121738807018,False,False,False,False,9088.09009034878,False,False,False,False
2025-04-16 19:00:00+00:00,105.67,106.0,104.52,105.92,18941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.47999999999999,,,,105.47999999999999,#000000,,105.47999999999999,,22.367298520340743,-18.892161434651292,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-440.0,-1857.8833029678226,False,False,False,False,9240.848383521667,False,False,False,False
2025-04-17 14:00:00+00:00,106.5,106.89,104.77,104.855,7819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.48730474588939,,,,105.48730474588939,#000000,,105.48730474588939,,20.97259767950216,-20.607956749938587,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8259.0,-1957.1254223016547,False,False,False,False,9218.804222536834,False,False,False,False
2025-04-17 15:00:00+00:00,104.99,106.05,104.99,105.72,8665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5116087979299,,,,105.5116087979299,#000000,,105.5116087979299,,24.95778945403036,-20.607956749938587,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,406.0,-1920.4878188551174,False,False,False,False,9210.21811055952,False,False,False,False
2025-04-17 16:00:00+00:00,106.03,107.09,105.28,107.09,9352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.71525667939643,,,,105.71525667939643,#000000,,105.71525667939643,,33.0488052729289,-25.361049715615884,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9758.0,-1739.4259922062008,False,False,False,False,9212.416279388053,False,False,False,False
2025-04-17 17:00:00+00:00,107.22,107.27,106.31,106.9,3751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.8011637611276,,,,105.8011637611276,#000000,,105.8011637611276,,37.843225274360876,-20.89630527872884,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6007.0,-1619.326364420058,False,False,False,False,9127.743158777386,False,False,False,False
2025-04-17 18:00:00+00:00,106.9,107.19,106.245,106.26,3527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.85291768321967,,,,105.85291768321967,#000000,,105.85291768321967,,39.11662822476663,-19.611653762548826,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2480.0,-1555.7709169096697,False,False,False,False,9040.909931509519,False,False,False,False
2025-04-17 19:00:00+00:00,106.22,106.58,105.77,106.07,15534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91889789758687,,,,105.91889789758687,#000000,,105.91889789758687,,39.423476472092005,-18.979159978367843,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13054.0,-1734.0380344769615,False,False,False,False,9141.57799458689,False,False,False,False
2025-04-18 14:00:00+00:00,106.07,106.07,106.07,106.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91889789758687,,,,105.91889789758687,#000000,,105.91889789758687,,39.62804197030893,-18.250532428366633,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13054.0,-1909.5413207641402,False,False,False,False,8999.848103197946,False,False,False,False
2025-04-18 15:00:00+00:00,106.07,106.07,106.07,106.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91889789758687,,,,105.91889789758687,#000000,,105.91889789758687,,39.76441896912021,-17.47725044034751,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13054.0,-2082.323625868572,False,False,False,False,8860.315574466194,False,False,False,False
2025-04-18 16:00:00+00:00,106.07,106.07,106.07,106.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91889789758687,,,,105.91889789758687,#000000,,105.91889789758687,,39.85533696832773,-16.698138271589016,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13054.0,-2252.4271355450282,False,False,False,False,8722.94634075354,False,False,False,False
2025-04-18 17:00:00+00:00,106.07,106.07,106.07,106.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91889789758687,,,,105.91889789758687,#000000,,105.91889789758687,,39.91594896779941,-15.941004193955209,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13054.0,-2419.8933815055702,False,False,False,False,8587.706862602323,False,False,False,False
2025-04-18 18:00:00+00:00,106.07,106.07,106.07,106.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91889789758687,,,,105.91889789758687,#000000,,105.91889789758687,,39.95635696744719,-15.224584737778258,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13054.0,-2584.7632515597475,False,False,False,False,8454.564120546473,False,False,False,False
2025-04-18 19:00:00+00:00,106.07,106.07,106.07,106.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91889789758687,,,,105.91889789758687,#000000,,105.91889789758687,,39.98329563387905,-14.560454937601904,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13054.0,-2747.0769995975807,False,False,False,False,8323.485607049628,False,False,False,False
2025-04-21 14:00:00+00:00,104.45,104.76,103.31,103.66,8998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.68287790356065,,,,105.68287790356065,#000000,,105.68287790356065,,32.92351764566965,-12.416306332484176,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22052.0,-3046.3781313867653,False,False,False,False,8333.94319453723,False,False,False,False
2025-04-21 15:00:00+00:00,103.66,103.95,103.01,103.2,10397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.40841698856494,,,,105.40841698856494,#000000,,105.40841698856494,,27.576179844544413,-17.34080510613699,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32449.0,-3502.232734000924,False,False,False,False,8365.92857136611,False,False,False,False
2025-04-21 16:00:00+00:00,103.23,104.1,103.22,103.35,10051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.21661050136548,,,,105.21661050136548,#000000,,105.21661050136548,,25.01285356703688,-19.580502380284162,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22398.0,-3795.1903660319176,False,False,False,False,8392.053709794543,False,False,False,False
