date,Open,High,Low,Close,Volume,aVWAP_peak_835,aVWAP_peak_798,aVWAP_peak_771,aVWAP_peak_736,aVWAP_peak_698,aVWAP_peak_678,aVWAP_peak_643,aVWAP_peak_613,aVWAP_peak_541,aVWAP_peak_540,aVWAP_peak_466,aVWAP_peak_426,aVWAP_peak_401,aVWAP_peak_337,aVWAP_peak_320,aVWAP_peak_301,aVWAP_peak_264,aVWAP_peak_222,aVWAP_peak_155,aVWAP_peak_135,aVWAP_peak_72,aVWAP_peak_48,aVWAP_valley_877,aVWAP_valley_860,aVWAP_valley_809,aVWAP_valley_808,aVWAP_valley_775,aVWAP_valley_743,aVWAP_valley_714,aVWAP_valley_683,aVWAP_valley_655,aVWAP_valley_618,aVWAP_valley_587,aVWAP_valley_513,aVWAP_valley_486,aVWAP_valley_445,aVWAP_valley_404,aVWAP_valley_364,aVWAP_valley_363,aVWAP_valley_312,aVWAP_valley_283,aVWAP_valley_229,aVWAP_valley_180,aVWAP_valley_169,aVWAP_valley_168,aVWAP_valley_107,aVWAP_OB_bull_587,aVWAP_OB_bull_513,aVWAP_OB_bull_180,aVWAP_OB_bear_835,aVWAP_OB_bear_466,aVWAP_OB_bear_135,aVWAP_OB_bear_1,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-04 14:00:00+00:00,19.15,19.15,18.52,18.75,1847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1847.0,False,False,False,False
2025-04-04 15:00:00+00:00,18.71,18.99,18.69,18.73,1046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.80333333333333,,#000000,,,,0.0,,False,False,False,True,False,,-1.0,18.99,18.69,18.0,0,,,False,False,False,False,,,False,False,False,False,-1046.0,-16.217054263565892,False,False,False,False,1834.581395348837,False,False,False,False
2025-04-04 16:00:00+00:00,18.73,18.765,18.59,18.61,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74015733626052,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1822.0,-44.213689081185024,False,False,False,False,1818.1692806922658,False,False,False,False
2025-04-04 17:00:00+00:00,18.62,18.73,18.485,18.73,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.725289788408464,,#000000,,,,16.49694501018333,-35.152749490835,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1470.0,-66.31890320395735,False,False,False,False,1795.4379740148663,False,False,False,False
2025-04-04 18:00:00+00:00,18.73,18.82,18.52,18.685,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.720010292301357,,#000000,,,,24.645455771345024,-28.80890650640048,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1725.0,-92.03488920079522,False,False,False,False,1771.555214727814,False,False,False,False
2025-04-04 19:00:00+00:00,18.7,18.76,18.41,18.45,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66478453196347,,#000000,,,,23.20404059106722,-28.80890650640048,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2800.0,-134.01884440698444,False,False,False,False,1760.7559090731193,False,False,False,False
2025-04-07 14:00:00+00:00,18.155,18.76,18.155,18.29,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.61798881589238,,#000000,,,,20.35737290637625,-24.18424549208161,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3558.0,-187.10382356346528,False,False,False,False,1745.2093058316755,False,False,False,False
2025-04-07 15:00:00+00:00,18.29,18.29,18.12,18.12,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.601348310378565,,#000000,,,,17.239167934561422,-26.66940368212174,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3725.0,-241.95492707410924,False,False,False,False,1720.7409445009519,False,False,False,False
2025-04-07 16:00:00+00:00,18.12,18.15,17.94,17.94,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.586002125943843,,#000000,,,,14.319630781147634,-29.135494315191014,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3843.0,-297.78508324350287,False,False,False,False,1695.8922476869836,False,False,False,False
2025-04-07 17:00:00+00:00,18.235,18.435,18.065,18.42,704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.548551704437244,,#000000,,,,24.803989067394497,-32.81773244176558,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3139.0,-341.83492691414625,False,False,False,False,1680.5140733042397,False,False,False,False
