date,Close,High,Low,Open,Volume,aVWAP_peak_194,aVWAP_peak_187,aVWAP_peak_178,aVWAP_peak_173,aVWAP_peak_162,aVWAP_peak_152,aVWAP_peak_140,aVWAP_peak_133,aVWAP_peak_127,aVWAP_peak_113,aVWAP_peak_105,aVWAP_peak_96,aVWAP_peak_83,aVWAP_peak_76,aVWAP_peak_68,aVWAP_peak_56,aVWAP_peak_51,aVWAP_peak_44,aVWAP_peak_33,aVWAP_peak_13,aVWAP_valley_189,aVWAP_valley_179,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_155,aVWAP_valley_127,aVWAP_valley_120,aVWAP_valley_115,aVWAP_valley_95,aVWAP_valley_72,aVWAP_valley_63,aVWAP_valley_48,aVWAP_valley_41,aVWAP_valley_29,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_11,aVWAP_valley_4,aVWAP_OB_bull_189,aVWAP_OB_bull_95,aVWAP_OB_bull_72,aVWAP_OB_bear_152,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.522718484,11.5420843975,10.6803012503,11.5130355273,111952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,111952.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.7163156091,11.8810991806,11.4743037005,11.6292310078,29172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29172,2160.8888888888887,False,False,False,False,105820.14814814815,False,False,False,False
2022-01-14 00:00:00+00:00,11.561036917,11.8326048983,11.5319403476,11.6677243382,81005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.79482469728735,-9.42328886220691,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-51833,-1838.6584362139918,False,False,False,False,103981.9890260631,False,False,False,False
2022-01-21 00:00:00+00:00,11.3476620746,11.7841106159,11.3185655051,11.5901334864,237004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,71.1403432509303,-9.42328886220691,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-288837,-23097.794848346286,False,False,False,False,113835.4713204288,False,False,False,False
2022-01-28 00:00:00+00:00,11.1536849451,11.6386277688,10.435969566,11.2991677922,176599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0760940933,,,,,11.0760940933,#000000,,11.0760940933,,57.37217367685667,-9.42328886220691,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-465436,-55863.58782254285,False,False,False,False,118484.62159298963,False,False,False,False
2022-02-04 00:00:00+00:00,10.9742561003,11.5027467896,10.9112135332,11.0857929498,40213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.08598197112426,,,,,11.08598197112426,#000000,,11.08598197112426,,46.10198144001446,-9.42328886220691,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-505649,-89181.02576161375,False,False,False,False,112686.72369721263,False,False,False,False
2022-02-11 00:00:00+00:00,11.2215769404,11.357360931,10.9113105218,10.9113105218,18050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.091933068308823,,,,,11.091933068308823,#000000,,11.091933068308823,,43.781565354850045,-9.42328886220691,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-487599,-118693.4682977905,False,False,False,False,105676.59601593761,False,False,False,False
2022-02-18 00:00:00+00:00,11.294318364,11.2991677922,10.9112135332,11.1536849451,31302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.100906286531409,,,,,11.100906286531409,#000000,,11.100906286531409,,43.39098286285986,-9.42328886220691,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-456297,-143701.137312769,False,False,False,False,100167.36668142372,False,False,False,False
2022-02-25 00:00:00+00:00,10.9597078156,11.3476620746,10.5575932262,11.1901526454,49484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.078030693892115,,,,,11.078030693892115,#000000,,11.078030693892115,,39.954501657677376,33.26364478390029,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-505781,-170521.86788219353,False,False,False,False,96413.04322354047,False,False,False,False
2022-03-04 00:00:00+00:00,10.7851283991,11.4349517828,10.6784409779,11.0663952368,134637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.04458501525994,,,,,11.04458501525994,#000000,,11.04458501525994,,36.36063539881218,28.118884684670192,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-640418,-205328.98877980883,False,False,False,False,99244.44742920414,False,False,False,False
