date,Open,High,Low,Close,Volume,aVWAP_peak_834,aVWAP_peak_793,aVWAP_peak_767,aVWAP_peak_720,aVWAP_peak_702,aVWAP_peak_696,aVWAP_peak_642,aVWAP_peak_615,aVWAP_peak_614,aVWAP_peak_613,aVWAP_peak_550,aVWAP_peak_458,aVWAP_peak_435,aVWAP_peak_407,aVWAP_peak_374,aVWAP_peak_343,aVWAP_peak_322,aVWAP_peak_228,aVWAP_peak_199,aVWAP_peak_157,aVWAP_peak_132,aVWAP_peak_108,aVWAP_peak_78,aVWAP_peak_31,aVWAP_valley_882,aVWAP_valley_822,aVWAP_valley_784,aVWAP_valley_748,aVWAP_valley_691,aVWAP_valley_648,aVWAP_valley_629,aVWAP_valley_626,aVWAP_valley_624,aVWAP_valley_570,aVWAP_valley_522,aVWAP_valley_453,aVWAP_valley_403,aVWAP_valley_402,aVWAP_valley_363,aVWAP_valley_292,aVWAP_valley_291,aVWAP_valley_275,aVWAP_valley_274,aVWAP_valley_260,aVWAP_valley_246,aVWAP_valley_222,aVWAP_valley_171,aVWAP_valley_169,aVWAP_valley_168,aVWAP_valley_145,aVWAP_valley_123,aVWAP_valley_99,aVWAP_valley_92,aVWAP_valley_66,aVWAP_valley_15,aVWAP_OB_bull_822,aVWAP_OB_bull_570,aVWAP_OB_bull_522,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,6.025,6.08,5.955,5.97,609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,609.0,False,False,False,False
2025-01-06 16:00:00+00:00,5.97,5.985,5.955,5.965,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-37.0,-0.5736434108527132,False,False,False,False,600.1317829457364,False,False,False,False
2025-01-06 17:00:00+00:00,5.965,5.965,5.925,5.935,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-158.0,-3.0143621176611983,False,False,False,False,592.7033832101436,False,False,False,False
2025-01-06 18:00:00+00:00,5.935,5.94,5.895,5.9,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-601.0,-12.285457278627693,False,False,False,False,590.382400524715,False,False,False,False
2025-01-06 19:00:00+00:00,5.9,5.91,5.885,5.9,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-601.0,-21.412814530121835,False,False,False,False,583.2601927646418,False,False,False,False
2025-01-06 20:00:00+00:00,5.895,5.915,5.855,5.895,903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1504.0,-44.39866236686413,False,False,False,False,588.2173990783683,False,False,False,False
2025-01-07 15:00:00+00:00,5.935,6.03,5.88,6.015,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.45634384682606,-28.889290537856546,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1347.0,-64.59403194257166,False,False,False,False,581.5318580073858,False,False,False,False
2025-01-07 16:00:00+00:00,6.02,6.035,5.98,5.99,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.773017779160924,-19.21166462956473,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1691.0,-89.80962834656279,False,False,False,False,577.849193542155,False,False,False,False
2025-01-07 17:00:00+00:00,5.99,6.04,5.99,6.015,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.79741138462452,-11.679313823686023,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1396.0,-110.06064186056956,False,False,False,False,573.4639347275479,False,False,False,False
2025-01-07 18:00:00+00:00,6.015,6.06,6.01,6.025,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,53.14322372298046,-6.363921102567588,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1257.0,-127.84264741311887,False,False,False,False,566.7280597705316,False,False,False,False
