date,Open,High,Low,Close,Volume,aVWAP_peak_850,aVWAP_peak_816,aVWAP_peak_774,aVWAP_peak_749,aVWAP_peak_686,aVWAP_peak_665,aVWAP_peak_647,aVWAP_peak_585,aVWAP_peak_584,aVWAP_peak_558,aVWAP_peak_522,aVWAP_peak_486,aVWAP_peak_467,aVWAP_peak_440,aVWAP_peak_408,aVWAP_peak_372,aVWAP_peak_294,aVWAP_peak_258,aVWAP_peak_239,aVWAP_peak_212,aVWAP_peak_174,aVWAP_peak_149,aVWAP_peak_90,aVWAP_peak_73,aVWAP_peak_44,aVWAP_peak_29,aVWAP_valley_879,aVWAP_valley_863,aVWAP_valley_835,aVWAP_valley_756,aVWAP_valley_727,aVWAP_valley_677,aVWAP_valley_655,aVWAP_valley_630,aVWAP_valley_599,aVWAP_valley_546,aVWAP_valley_532,aVWAP_valley_492,aVWAP_valley_445,aVWAP_valley_420,aVWAP_valley_386,aVWAP_valley_360,aVWAP_valley_286,aVWAP_valley_267,aVWAP_valley_237,aVWAP_valley_223,aVWAP_valley_190,aVWAP_valley_157,aVWAP_valley_111,aVWAP_valley_79,aVWAP_valley_58,aVWAP_valley_40,aVWAP_OB_bull_546,aVWAP_OB_bull_286,aVWAP_OB_bear_749,aVWAP_OB_bear_686,aVWAP_OB_bear_585,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-13 15:00:00+00:00,54.06,55.53,53.79,53.79,15607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,15607.0,False,False,False,False
2025-02-13 16:00:00+00:00,53.76,54.32,53.585,54.16,9123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9123.0,141.44186046511626,False,False,False,False,15506.472868217053,False,False,False,False
2025-02-13 17:00:00+00:00,54.16,54.77,54.105,54.4,7852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16975.0,402.427257977285,False,False,False,False,15387.7988702602,False,False,False,False
2025-02-13 18:00:00+00:00,54.4,54.96,54.4,54.9,7016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23991.0,768.1415640551566,False,False,False,False,15258.003538938336,False,False,False,False
2025-02-13 19:00:00+00:00,54.9,55.175,54.83,54.945,6814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30805.0,1233.8292917442238,False,False,False,False,15127.088755388904,False,False,False,False
2025-02-13 20:00:00+00:00,54.945,55.39,54.945,55.29,21625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52430.0,2027.5683724923754,False,False,False,False,15227.831565382874,False,False,False,False
2025-02-14 15:00:00+00:00,55.065,55.22,54.74,55.15,3981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,96.07362316346038,46.46626084711434,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48449.0,2747.280490748308,False,False,False,False,15053.46208374903,False,False,False,False
2025-02-14 16:00:00+00:00,55.15,55.41,55.04,55.405,3325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.21946941436636,45.033105083122095,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51774.0,3507.384669186318,False,False,False,False,14871.625462295555,False,False,False,False
2025-02-14 17:00:00+00:00,55.41,55.5,55.025,55.06,3152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,86.09361028393496,37.95672514944876,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48622.0,4206.83606966405,False,False,False,False,14689.92584272508,False,False,False,False
2025-02-14 18:00:00+00:00,55.065,55.25,55.05,55.19,2603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.56363518071326,34.476889647853824,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51225.0,4935.799851529724,False,False,False,False,14502.531643613063,False,False,False,False
