date,Close,High,Low,Open,Volume,aVWAP_peak_161,aVWAP_peak_134,aVWAP_peak_123,aVWAP_peak_117,aVWAP_peak_112,aVWAP_peak_69,aVWAP_peak_59,aVWAP_peak_48,aVWAP_peak_32,aVWAP_peak_23,aVWAP_peak_14,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_144,aVWAP_valley_136,aVWAP_valley_115,aVWAP_valley_95,aVWAP_valley_73,aVWAP_valley_64,aVWAP_valley_52,aVWAP_valley_41,aVWAP_valley_19,aVWAP_valley_11,aVWAP_valley_4,aVWAP_OB_bull_73,aVWAP_OB_bull_52,aVWAP_OB_bear_161,aVWAP_OB_bear_32,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.3898536584,10.8192446294,10.3898536584,10.4813632096,530640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,530640.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.4532064246,10.6221471345,10.206834556,10.4180104434,581048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,581048,43040.59259259259,False,False,False,False,534373.925925926,False,False,False,False
2022-01-14 00:00:00+00:00,10.2343102204,10.736824761,10.1989218725,10.4602456209,750444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.50501904350673,-51.22741430421969,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-169396,27304.548696844995,False,False,False,False,550379.1165980796,False,False,False,False
2022-01-21 00:00:00+00:00,10.0795215866,10.2449267248,9.9371554625,10.2201548812,1938862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,59.16680964607504,-51.22741430421969,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2108258,-130885.2697251435,False,False,False,False,653229.7005537774,False,False,False,False
2022-01-28 00:00:00+00:00,10.0866398928,10.0866398928,9.4815838653,9.9869836059,1208409,,,,,,,,,,,,,,,,,,,,,,,,9.8849545503,,,,,9.8849545503,,9.8849545503,#000000,,9.8849545503,,46.515769783222964,-51.22741430421969,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-899849,-187845.54604179953,False,False,False,False,694354.0931053495,False,False,False,False
2022-02-04 00:00:00+00:00,10.3001890789,10.371372141,10.0225751369,10.1008765052,476488,,,,,,,,,,,,,,,,,,,,,,,,9.98292314483701,,,,,9.98292314483701,,9.98292314483701,#000000,,9.98292314483701,,46.416211641392906,-51.22741430421969,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-423361,-205291.13522388847,False,False,False,False,678215.8639864346,False,False,False,False
2022-02-11 00:00:00+00:00,10.3215439975,10.5706847147,10.2728547831,10.3286623037,465992,,,,,,,,,,,,,,,,,,,,,,,,10.070761649724242,,,,,10.070761649724242,,10.070761649724242,#000000,,10.070761649724242,,46.92778338542658,-51.22741430421969,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42631,-186926.53261471156,False,False,False,False,662495.5777652173,False,False,False,False
2022-02-18 00:00:00+00:00,10.3723775095,10.5137382651,10.0973173521,10.3428989162,387408,,,,,,,,,,,,,,,,,,,,,,,,10.109993855826666,,,,,10.109993855826666,,10.109993855826666,#000000,,10.109993855826666,,48.59701875454654,-51.22741430421969,False,False,False,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,430039,-141225.38205065887,False,False,False,False,642118.7201529789,False,False,False,False
2022-02-25 00:00:00+00:00,9.8712964704,10.3007945039,9.6350725519,10.2864779028,770569,,,,,,,,,,,,,,,,,,,,,,,,10.069409218949954,,,,,10.069409218949954,,10.069409218949954,#000000,,10.069409218949954,,42.52197322486721,-51.22741430421969,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-340530,-155988.6870839434,False,False,False,False,651633.5556972027,False,False,False,False
2022-03-04 00:00:00+00:00,10.1218369899,10.1934199955,9.7655683711,9.7782385631,260062,,,,,,,,,,,,,,,,,,,,,,,,10.066314685891887,,,,,10.066314685891887,,10.066314685891887,#000000,,10.066314685891887,,42.443485538411636,-51.22741430421969,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-80468,-150394.5621147624,False,False,False,False,622628.2552751877,False,False,False,False
2022-03-11 00:00:00+00:00,9.5778061475,10.0860454871,9.4919065408,10.0788871866,475130,,,,,,,,,,,,,,,,,,,,,,,,10.025460597560675,,,,,10.025460597560675,,10.025460597560675,#000000,,10.025460597560675,,38.486609292431645,-51.22741430421969,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-555598,-180409.63158774297,False,False,False,False,611702.4585881367,False,False,False,False
2022-03-18 00:00:00+00:00,9.5921227486,9.6207559508,9.1339915128,9.4704316391,630160,,,,,,,,,,,,,,,,,,,,,,,9.448956737399998,9.947738575926499,,,,,9.698347656663248,,9.698347656663248,#000000,,9.698347656663248,,35.844485854457595,-51.22741430421969,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,74562,-161522.84406272497,False,False,False,False,613069.6838779044,False,False,False,False
2022-03-25 00:00:00+00:00,9.333654371,9.8233831497,9.2400297515,9.5634895464,605253,,,,,,,,,,,,,,,,,,,,,,,9.457154244672514,9.892475104063198,,,,,9.674814674367855,,9.674814674367855,#000000,,9.674814674367855,,32.715086991292395,-51.22741430421969,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-530691,-188868.633391412,False,False,False,False,612490.6702573189,False,False,False,False
2022-04-01 00:00:00+00:00,9.7225566364,9.7585661054,9.2832411143,9.333654371,481417,,,,,,,,,,,,,,,,,,,,,,,9.493878765929631,9.867041333725112,,,,,9.68046004982737,,9.68046004982737,#000000,,9.68046004982737,,34.629162612466,-51.22741430421969,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-49274,-178528.29017723334,False,False,False,False,602781.5094975175,False,False,False,False
