date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_peak_851,aVWAP_peak_800,aVWAP_peak_714,aVWAP_peak_593,aVWAP_peak_540,aVWAP_peak_503,aVWAP_peak_486,aVWAP_peak_440,aVWAP_peak_414,aVWAP_peak_396,aVWAP_peak_360,aVWAP_peak_341,aVWAP_peak_309,aVWAP_peak_271,aVWAP_peak_154,aVWAP_peak_122,aVWAP_peak_108,aVWAP_peak_84,aVWAP_peak_30,aVWAP_valley_854,aVWAP_valley_833,aVWAP_valley_796,aVWAP_valley_768,aVWAP_valley_753,aVWAP_valley_719,aVWAP_valley_656,aVWAP_valley_623,aVWAP_valley_564,aVWAP_valley_521,aVWAP_valley_450,aVWAP_valley_426,aVWAP_valley_385,aVWAP_valley_335,aVWAP_valley_227,aVWAP_valley_180,aVWAP_valley_150,aVWAP_valley_96,aVWAP_valley_54,aVWAP_valley_12,aVWAP_OB_bull_796,aVWAP_OB_bear_271,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-21 15:00:00+00:00,18.395,18.665,18.355,18.625,3196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3196.0,False,False,False,False
2025-01-21 16:00:00+00:00,18.625,18.65,18.54,18.63,1926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1926.0,29.86046511627907,False,False,False,False,3176.31007751938,False,False,False,False
2025-01-21 17:00:00+00:00,18.62,18.82,18.615,18.775,6478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8404.0,159.6920858121507,False,False,False,False,3227.4990685655907,False,False,False,False
2025-01-21 18:00:00+00:00,18.77,18.83,18.685,18.74,4101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,93.0489150422949,43.744023538065406,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4303.0,223.92941781506312,False,False,False,False,3241.041718665349,False,False,False,False
2025-01-21 19:00:00+00:00,18.74,18.795,18.685,18.715,4025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.62845468176471,36.58267431105054,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,278.0,224.76772141482957,False,False,False,False,3253.1961106240256,False,False,False,False
2025-01-21 20:00:00+00:00,18.715,18.78,18.625,18.71,7817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.3079704569353,31.62190084898245,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7539.0,104.39922960994849,False,False,False,False,3323.952760071715,False,False,False,False
2025-01-22 15:00:00+00:00,18.765,18.785,18.53,18.55,5234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,62.50043271040347,18.132774549589158,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12773.0,-95.25037084912047,False,False,False,False,3353.5658955744793,False,False,False,False
2025-01-22 16:00:00+00:00,18.54,18.595,18.47,18.555,4667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.3832288750373,10.285780750360843,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8106.0,-219.44803951812634,False,False,False,False,3373.9292150229367,False,False,False,False
2025-01-22 17:00:00+00:00,18.555,18.66,18.54,18.565,4682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.53194953910428,6.156461696136418,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3424.0,-269.13101564962824,False,False,False,False,3394.209382231883,False,False,False,False
2025-01-22 18:00:00+00:00,18.565,18.63,18.54,18.56,2990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,42.37870706249071,3.135617561196412,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6414.0,-364.40030222870377,False,False,False,False,3387.942570104257,False,False,False,False
