date,Close,High,Low,Open,Volume,aVWAP_peak_193,aVWAP_peak_186,aVWAP_peak_165,aVWAP_peak_160,aVWAP_peak_153,aVWAP_peak_145,aVWAP_peak_135,aVWAP_peak_123,aVWAP_peak_113,aVWAP_peak_81,aVWAP_peak_71,aVWAP_peak_60,aVWAP_peak_46,aVWAP_peak_33,aVWAP_peak_22,aVWAP_peak_13,aVWAP_peak_6,aVWAP_valley_189,aVWAP_valley_171,aVWAP_valley_162,aVWAP_valley_149,aVWAP_valley_141,aVWAP_valley_126,aVWAP_valley_120,aVWAP_valley_95,aVWAP_valley_84,aVWAP_valley_73,aVWAP_valley_51,aVWAP_valley_39,aVWAP_valley_24,aVWAP_valley_19,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_162,aVWAP_OB_bull_95,aVWAP_OB_bull_64,aVWAP_OB_bull_39,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,54.3835761828,54.4899262873,52.7628964877,53.4188154934,145028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,145028.0,False,False,False,False
2022-01-07 00:00:00+00:00,53.1460476937,54.480258096,52.6239653623,54.480258096,359205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-359205,-26607.777777777777,False,False,False,False,160892.96296296298,False,False,False,False
2022-01-14 00:00:00+00:00,52.0825466483,53.3587479027,51.0685467425,52.6723063189,304641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-663846,-73810.60905349793,False,False,False,False,171540.9657064472,False,False,False,False
2022-01-21 00:00:00+00:00,50.3229358278,52.0825466483,50.3229358278,51.3767686819,279825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-943671,-138244.71208657214,False,False,False,False,179562.00528374742,False,False,False,False
2022-01-28 00:00:00+00:00,50.477626889,50.9223636898,49.3464485044,49.7331761572,408614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.24881302773333,,,,,50.24881302773333,#000000,,50.24881302773333,,1.1850520176187282,-48.8797555145948,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-535057,-167638.2148949742,False,False,False,False,196528.81970717353,False,False,False,False
2022-02-04 00:00:00+00:00,50.8353499679,52.0922148396,50.4099495497,50.4099495497,312418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.62304447883515,,,,,50.62304447883515,#000000,,50.62304447883515,,4.583640384555099,-45.7156330981354,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-222639,-171712.3471249761,False,False,False,False,205113.2034325681,False,False,False,False
2022-02-11 00:00:00+00:00,51.502455169,53.8614938515,50.8063453939,50.8063453939,356261,,,,,,,,,,,,,,,,,52.05676480480001,,,,,,,,,,,,,,,,51.09717606332383,,,,,51.57697043406192,#000000,,51.57697043406192,,10.909466051333197,-39.91058786767613,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,133622,-149094.98807868158,False,False,False,False,216309.3365116371,False,False,False,False
2022-02-18 00:00:00+00:00,49.6751670093,51.6281416562,49.6268260527,51.6281416562,286787,,,,,,,,,,,,,,,,,51.277761433981595,,,,,,,,,,,,,,,,50.93168798110261,,,,,51.104724707542104,#000000,,51.104724707542104,,13.019805728750917,-38.30156657043926,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-153165,-149396.4704432237,False,False,False,False,221529.9041774418,False,False,False,False
2022-02-25 00:00:00+00:00,48.58266139,51.2510821947,47.4514830054,49.4818031829,351516,,,,,,,,,,,,,,,,,50.50631885390401,,,,,,,,,,,,,,,,50.55537638889205,,,,,50.53084762139803,#000000,,50.53084762139803,,13.648602964593557,-38.070332126082896,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-504681,-175713.8430029849,False,False,False,False,231158.50386800166,False,False,False,False
2022-03-04 00:00:00+00:00,47.0937599265,48.4274869193,46.7360368476,48.012238102,411114,,,,,,,,,,,,,,,,,49.60340856681995,,,,,,,,,,,,,,,,49.94910220672014,,,,,49.776255386770046,#000000,,49.776255386770046,,13.240787789515583,-38.070332126082896,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-915795,-230534.66944720823,False,False,False,False,244488.54061852006,False,False,False,False
