date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_peak_876,aVWAP_peak_875,aVWAP_peak_864,aVWAP_peak_839,aVWAP_peak_838,aVWAP_peak_837,aVWAP_peak_811,aVWAP_peak_810,aVWAP_peak_780,aVWAP_peak_738,aVWAP_peak_696,aVWAP_peak_654,aVWAP_peak_581,aVWAP_peak_564,aVWAP_peak_547,aVWAP_peak_515,aVWAP_peak_512,aVWAP_peak_498,aVWAP_peak_449,aVWAP_peak_432,aVWAP_peak_391,aVWAP_peak_372,aVWAP_peak_359,aVWAP_peak_280,aVWAP_peak_255,aVWAP_peak_218,aVWAP_peak_216,aVWAP_peak_174,aVWAP_peak_153,aVWAP_peak_132,aVWAP_peak_118,aVWAP_peak_87,aVWAP_peak_61,aVWAP_peak_43,aVWAP_peak_29,aVWAP_valley_871,aVWAP_valley_870,aVWAP_valley_869,aVWAP_valley_867,aVWAP_valley_865,aVWAP_valley_851,aVWAP_valley_833,aVWAP_valley_809,aVWAP_valley_808,aVWAP_valley_787,aVWAP_valley_755,aVWAP_valley_714,aVWAP_valley_684,aVWAP_valley_660,aVWAP_valley_625,aVWAP_valley_557,aVWAP_valley_535,aVWAP_valley_522,aVWAP_valley_494,aVWAP_valley_460,aVWAP_valley_418,aVWAP_valley_404,aVWAP_valley_362,aVWAP_valley_306,aVWAP_valley_270,aVWAP_valley_229,aVWAP_valley_204,aVWAP_valley_189,aVWAP_valley_166,aVWAP_valley_104,aVWAP_valley_78,aVWAP_valley_58,aVWAP_valley_57,aVWAP_valley_36,aVWAP_OB_bull_714,aVWAP_OB_bull_362,aVWAP_OB_bull_204,aVWAP_OB_bear_581,aVWAP_OB_bear_359,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-03-13 14:00:00+00:00,2.69,2.73,2.66,2.665,678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,678.0,False,False,False,False
2025-03-13 15:00:00+00:00,2.665,2.675,2.635,2.645,610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-610.0,-9.45736434108527,False,False,False,False,676.9457364341085,False,False,False,False
2025-03-13 16:00:00+00:00,2.645,2.71,2.645,2.675,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.930232558139476,-81.39534883720921,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,125.0,-7.372754041223484,False,False,False,False,677.8458025359054,False,False,False,False
2025-03-13 17:00:00+00:00,2.675,2.675,2.615,2.615,1021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,22.628187167273698,-77.77416643317447,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-896.0,-21.14992064523552,False,False,False,False,683.1660226516278,False,False,False,False
2025-03-13 18:00:00+00:00,2.615,2.67,2.615,2.665,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,32.49916739688285,-65.64332429377197,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-346.0,-26.186355984069078,False,False,False,False,681.1014331531529,False,False,False,False
2025-03-13 19:00:00+00:00,2.665,2.67,2.65,2.665,1754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.079820883288946,-56.348724866112555,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-346.0,-31.144707054083508,False,False,False,False,697.7355194608559,False,False,False,False
2025-03-14 14:00:00+00:00,2.7,2.745,2.69,2.745,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.11833856044808,-42.85999172429115,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-122.0,-32.553316247043455,False,False,False,False,690.3907827250287,False,False,False,False
2025-03-14 15:00:00+00:00,2.745,2.785,2.73,2.755,1677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,57.99168310145945,-32.486710528607496,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1555.0,-7.940086537786964,False,False,False,False,705.6870496595243,False,False,False,False
2025-03-14 16:00:00+00:00,2.755,2.775,2.75,2.775,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.21227894525913,-23.669079064994847,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1792.0,19.965961315512057,False,False,False,False,698.42058377333,False,False,False,False
2025-03-14 17:00:00+00:00,2.775,2.78,2.755,2.755,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,65.52279929602477,-19.312253632215302,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1371.0,40.912225481163034,False,False,False,False,694.1194894512629,False,False,False,False
