date,Open,High,Low,Close,Volume,aVWAP_peak_403,aVWAP_peak_329,aVWAP_peak_308,aVWAP_peak_282,aVWAP_peak_239,aVWAP_peak_191,aVWAP_peak_170,aVWAP_peak_154,aVWAP_peak_121,aVWAP_peak_55,aVWAP_valley_395,aVWAP_valley_363,aVWAP_valley_312,aVWAP_valley_294,aVWAP_valley_257,aVWAP_valley_201,aVWAP_valley_167,aVWAP_valley_136,aVWAP_valley_60,aVWAP_valley_28,aVWAP_OB_bull_312,aVWAP_OB_bull_60,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-01-26 17:00:00+00:00,194.035,194.08,191.935,192.315,616975.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,616975.0,False,False,False,False
2024-01-29 17:00:00+00:00,190.785,192.2,190.72,191.8,381091.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-381091.0,-5908.387596899225,False,False,False,False,613317.8837209302,False,False,False,False
2024-01-30 17:00:00+00:00,188.73,188.93,187.47,188.015,750443.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1131534.0,-23359.947479117844,False,False,False,False,615443.8545159545,False,False,False,False
2024-01-31 17:00:00+00:00,185.68,186.94,184.59,184.61,553678.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1685212.0,-49125.09558021679,False,False,False,False,614486.2443684203,False,False,False,False
2024-02-01 17:00:00+00:00,185.68,186.92,185.26,186.83,922987.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.605666920841145,-42.25489977124297,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-762225.0,-60180.90805184133,False,False,False,False,619269.2018200727,False,False,False,False
2024-02-02 17:00:00+00:00,186.325,187.12,184.86,185.84,675612.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.355974626397185,-38.495962851493005,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1437837.0,-81539.91722933216,False,False,False,False,620142.7335748002,False,False,False,False
2024-02-05 17:00:00+00:00,187.98,189.275,187.64,187.655,677603.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,21.44122411057584,-31.779638119532493,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-760234.0,-92062.30610949756,False,False,False,False,621033.5904186018,False,False,False,False
2024-02-06 17:00:00+00:00,188.82,189.3,188.165,189.285,557272.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.199296611741097,-24.64465022069904,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-202962.0,-93781.68120857512,False,False,False,False,620045.0386291661,False,False,False,False
2024-02-07 17:00:00+00:00,189.135,189.425,188.645,189.37,308223.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,36.20203568699449,-20.087201325165736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,105261.0,-90695.7481665817,False,False,False,False,615210.5884178611,False,False,False,False
2024-02-08 17:00:00+00:00,188.4,188.75,187.985,188.31,266781.0,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.32961045121741,-18.845800271899556,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-161520.0,-91793.79858260369,False,False,False,False,609808.5792951036,False,False,False,False
