date,Open,High,Low,Close,Volume,aVWAP_peak_425,aVWAP_peak_377,aVWAP_peak_318,aVWAP_peak_297,aVWAP_peak_243,aVWAP_peak_225,aVWAP_peak_187,aVWAP_peak_161,aVWAP_peak_88,aVWAP_peak_68,aVWAP_peak_17,aVWAP_valley_351,aVWAP_valley_300,aVWAP_valley_249,aVWAP_valley_199,aVWAP_valley_177,aVWAP_valley_99,aVWAP_valley_76,aVWAP_valley_23,aVWAP_OB_bear_297,aVWAP_OB_bear_161,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-04 17:00:00+00:00,42.88,42.88,42.88,42.88,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-12-05 17:00:00+00:00,42.88,42.88,42.88,42.88,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2023-12-06 17:00:00+00:00,42.88,43.275,42.88,43.275,100.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,100.0,1.550387596899225,False,False,False,False,1.550387596899225,False,False,False,False
2023-12-07 17:00:00+00:00,43.275,43.85,43.275,43.85,189.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,289.0,6.0069707349317945,False,False,False,False,4.4565831380325704,False,False,False,False
2023-12-08 17:00:00+00:00,44.025,44.285,43.93,44.275,451.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,740.0,17.38670762276231,False,False,False,False,11.379736887830514,False,False,False,False
2023-12-11 17:00:00+00:00,45.255,45.395,45.255,45.395,100.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,840.0,30.14040207822336,False,False,False,False,12.753694455461048,False,False,False,False
2023-12-12 17:00:00+00:00,45.395,45.395,45.395,45.395,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,840.0,42.69636483670052,False,False,False,False,12.555962758477156,False,False,False,False
2023-12-13 17:00:00+00:00,45.395,46.86,45.395,46.86,105.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,945.0,56.68556848264315,False,False,False,False,13.989203645942625,False,False,False,False
2023-12-14 17:00:00+00:00,46.86,48.5,46.86,48.5,200.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1145.0,73.55866044415257,False,False,False,False,16.873091961509406,False,False,False,False
2023-12-15 17:00:00+00:00,48.5,48.8,48.43,48.43,43.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,99.42770999431548,49.48493899488393,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1102.0,89.50348741401066,False,False,False,False,17.27816030319143,False,False,False,False
2023-12-18 17:00:00+00:00,48.43,48.43,48.42,48.42,363.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,98.95603597820276,49.09476978072355,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,739.0,99.57320078743685,False,False,False,False,22.63818882562257,False,False,False,False
2023-12-19 17:00:00+00:00,48.72,48.8,48.72,48.8,364.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,98.71130973699412,48.92112988478445,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1103.0,115.13020542639131,False,False,False,False,27.930620006620668,False,False,False,False
2023-12-20 17:00:00+00:00,48.5,48.79,47.4,47.4,244.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.60355016859421,39.86124872828542,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,859.0,126.66307045854028,False,False,False,False,31.280532874735076,False,False,False,False
2023-12-21 17:00:00+00:00,48.41,48.41,48.41,48.41,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.94895302958827,36.29244554440898,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,859.0,138.0171313816637,False,False,False,False,30.795563372801197,False,False,False,False
2023-12-22 17:00:00+00:00,49.38,49.38,49.38,49.38,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.33415755733684,35.440298050072755,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,859.0,149.1951603524906,False,False,False,False,30.318112777874045,False,False,False,False
2023-12-25 17:00:00+00:00,49.38,49.38,49.38,49.38,0.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.25762724250255,34.835269852878184,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,859.0,160.19988654857602,False,False,False,False,29.848064517751965,False,False,False,False
2023-12-26 17:00:00+00:00,49.38,49.96,49.38,49.96,5.0,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.3588231558484,34.835269852878184,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,864.0,171.11151621448957,False,False,False,False,29.46282320739922,False,False,False,False
