date,Open,High,Low,Close,Volume,aVWAP_peak_846,aVWAP_peak_808,aVWAP_peak_731,aVWAP_peak_698,aVWAP_peak_674,aVWAP_peak_656,aVWAP_peak_606,aVWAP_peak_564,aVWAP_peak_533,aVWAP_peak_504,aVWAP_peak_466,aVWAP_peak_438,aVWAP_peak_414,aVWAP_peak_378,aVWAP_peak_350,aVWAP_peak_310,aVWAP_peak_309,aVWAP_peak_256,aVWAP_peak_216,aVWAP_peak_153,aVWAP_peak_114,aVWAP_peak_88,aVWAP_peak_48,aVWAP_peak_47,aVWAP_peak_22,aVWAP_valley_870,aVWAP_valley_836,aVWAP_valley_779,aVWAP_valley_720,aVWAP_valley_689,aVWAP_valley_665,aVWAP_valley_636,aVWAP_valley_589,aVWAP_valley_551,aVWAP_valley_521,aVWAP_valley_474,aVWAP_valley_445,aVWAP_valley_444,aVWAP_valley_420,aVWAP_valley_397,aVWAP_valley_373,aVWAP_valley_329,aVWAP_valley_316,aVWAP_valley_282,aVWAP_valley_235,aVWAP_valley_198,aVWAP_valley_176,aVWAP_valley_138,aVWAP_valley_102,aVWAP_valley_60,aVWAP_valley_40,aVWAP_valley_15,aVWAP_OB_bull_836,aVWAP_OB_bull_551,aVWAP_OB_bear_674,aVWAP_OB_bear_564,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-04-14 14:00:00+00:00,19.78,20.015,19.78,19.95,3160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,3160.0,False,False,False,False
2025-04-14 15:00:00+00:00,19.95,19.96,19.775,19.805,1776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1776.0,-27.53488372093023,False,False,False,False,3138.5426356589146,False,False,False,False
2025-04-14 16:00:00+00:00,19.78,19.9,19.735,19.87,3388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.174785100286702,-66.76217765043005,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1612.0,-2.115738236884802,False,False,False,False,3142.4101916952104,False,False,False,False
2025-04-14 17:00:00+00:00,19.86,19.92,19.79,19.86,1821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.011806631967332,-59.491379761888815,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-209.0,-5.323246171196665,False,False,False,False,3121.9232119790054,False,False,False,False
2025-04-14 18:00:00+00:00,19.87,19.93,19.87,19.92,1179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.721892088596057,-48.474558526777926,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,970.0,9.798044467116462,False,False,False,False,3091.8003714832066,False,False,False,False
2025-04-14 19:00:00+00:00,19.91,20.075,19.86,19.895,8117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,33.9832002069508,-42.455212297415116,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7147.0,-101.16006474942799,False,False,False,False,3169.710443243157,False,False,False,False
2025-04-15 14:00:00+00:00,20.0,20.215,19.945,20.155,3430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.99877749109236,-28.29851185046791,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3717.0,-157.21959862928182,False,False,False,False,3173.745940247139,False,False,False,False
2025-04-15 15:00:00+00:00,20.155,20.21,19.89,19.93,5226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,48.317694718743965,-26.869275947723448,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8943.0,-293.43324826293633,False,False,False,False,3205.5638326464077,False,False,False,False
2025-04-15 16:00:00+00:00,19.95,19.965,19.86,19.905,5213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.83487999793948,-25.682289361890255,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14156.0,-508.35676379374354,False,False,False,False,3236.6868740007267,False,False,False,False
2025-04-15 17:00:00+00:00,19.905,19.96,19.88,19.915,5229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,47.84624426428567,-23.662701911537376,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8927.0,-638.8783643550809,False,False,False,False,3267.575449597615,False,False,False,False
