date,Close,High,Low,Open,Volume,aVWAP_peak_878,aVWAP_peak_853,aVWAP_peak_830,aVWAP_peak_816,aVWAP_peak_802,aVWAP_peak_789,aVWAP_peak_788,aVWAP_peak_771,aVWAP_peak_730,aVWAP_peak_710,aVWAP_peak_687,aVWAP_peak_666,aVWAP_peak_652,aVWAP_peak_635,aVWAP_peak_594,aVWAP_peak_570,aVWAP_peak_555,aVWAP_peak_551,aVWAP_peak_523,aVWAP_peak_499,aVWAP_peak_462,aVWAP_peak_430,aVWAP_peak_416,aVWAP_peak_392,aVWAP_peak_364,aVWAP_peak_343,aVWAP_peak_342,aVWAP_peak_320,aVWAP_peak_294,aVWAP_peak_272,aVWAP_peak_237,aVWAP_peak_216,aVWAP_peak_196,aVWAP_peak_152,aVWAP_peak_103,aVWAP_peak_53,aVWAP_peak_27,aVWAP_valley_885,aVWAP_valley_819,aVWAP_valley_759,aVWAP_valley_748,aVWAP_valley_746,aVWAP_valley_745,aVWAP_valley_725,aVWAP_valley_713,aVWAP_valley_670,aVWAP_valley_649,aVWAP_valley_629,aVWAP_valley_582,aVWAP_valley_557,aVWAP_valley_530,aVWAP_valley_511,aVWAP_valley_487,aVWAP_valley_459,aVWAP_valley_441,aVWAP_valley_420,aVWAP_valley_409,aVWAP_valley_370,aVWAP_valley_351,aVWAP_valley_300,aVWAP_valley_288,aVWAP_valley_251,aVWAP_valley_202,aVWAP_valley_186,aVWAP_valley_132,aVWAP_valley_112,aVWAP_valley_88,aVWAP_valley_49,aVWAP_valley_47,aVWAP_valley_44,aVWAP_valley_16,aVWAP_OB_bull_819,aVWAP_OB_bull_629,aVWAP_OB_bull_459,aVWAP_OB_bull_202,aVWAP_OB_bull_132,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,24.7717239987,24.8423591064,24.7140069177,24.7595512428,31955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,31955.0,False,False,False,False
2022-01-04 00:00:00+00:00,24.5981587164,24.7181473109,24.5777051741,24.6767433791,10804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10804,-423.6862745098039,False,False,False,False,31125.549019607843,False,False,False,False
2022-01-05 00:00:00+00:00,24.5417665613,24.74298967,24.5359700108,24.6767433791,9312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20116,-1195.9338715878507,False,False,False,False,30270.11572472126,False,False,False,False
2022-01-06 00:00:00+00:00,24.5815143358,24.6179497958,24.5111276517,24.5111276517,25884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.651069784955358,-44.819852697124254,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5768,-922.8384256432291,False,False,False,False,30098.1111864969,False,False,False,False
2022-01-07 00:00:00+00:00,24.6684625927,24.7264280973,24.6278867395,24.7264280973,7409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.439129330538222,-34.32807976839304,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13177,-369.9035854219261,False,False,False,False,29208.342120359765,False,False,False,False
2022-01-10 00:00:00+00:00,24.6316130934,24.6684625927,24.5690931563,24.6353394472,20777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,23.670891179058835,-29.466741305092476,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7600,-653.4367781504781,False,False,False,False,28877.701252894676,False,False,False,False
2022-01-11 00:00:00+00:00,24.7554936574,24.7843936019,24.5690931563,24.6022163017,43193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,34.330853806226706,-20.55963534536498,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35593,767.9921151103249,False,False,False,False,29439.08551748704,False,False,False,False
2022-01-12 00:00:00+00:00,24.9332821408,24.9500093292,24.8009551746,24.8009551746,32638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.24831079956667,-10.716714421870506,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68231,3413.6002674589395,False,False,False,False,29564.533144252255,False,False,False,False
2022-01-13 00:00:00+00:00,24.8423591064,24.9251669701,24.8011207903,24.9251669701,10373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.57835672232874,-7.994682785024715,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57858,5548.674766774275,False,False,False,False,28811.9240013404,False,False,False,False
2022-01-14 00:00:00+00:00,24.7678320291,24.8589206792,24.7347088836,24.8589206792,14159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,51.04737028784115,-7.994682785024715,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43699,7044.765952390971,False,False,False,False,28237.2995306996,False,False,False,False
