date,Open,High,Low,Close,Volume,aVWAP_peak_408,aVWAP_peak_370,aVWAP_peak_339,aVWAP_peak_271,aVWAP_peak_217,aVWAP_peak_191,aVWAP_peak_153,aVWAP_peak_74,aVWAP_valley_393,aVWAP_valley_346,aVWAP_valley_301,aVWAP_valley_241,aVWAP_valley_206,aVWAP_valley_170,aVWAP_valley_125,aVWAP_valley_49,aVWAP_OB_bear_370,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-02-12 17:00:00+00:00,156.14,156.14,154.375,154.565,26585.0,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,26585.0,False,False,False,False
2024-02-13 17:00:00+00:00,153.235,153.235,151.68,152.42,27616.0,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27616.0,-428.15503875968994,False,False,False,False,26600.98449612403,False,False,False,False
2024-02-14 17:00:00+00:00,155.45,156.925,155.21,156.895,29241.0,,,,,,,,,,,,,,,,,,,#000000,,,,23.374249151214418,-85.06137372682163,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1625.0,-396.32317769364823,False,False,False,False,26641.914969052337,False,False,False,False
2024-02-15 17:00:00+00:00,158.12,159.54,157.83,159.115,23139.0,,,,,,,,,,,,,,,,,,,#000000,,,,41.758337225477206,-66.17826954486368,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24764.0,-6.240647806924983,False,False,False,False,26587.606209842223,False,False,False,False
2024-02-16 17:00:00+00:00,160.535,161.55,160.25,160.32,19801.0,,,,,,,,,,,,,,,,,,,#000000,,,,55.06360695685324,-51.5666922068867,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44565.0,684.7863389807793,False,False,False,False,26482.387508914435,False,False,False,False
2024-02-19 17:00:00+00:00,160.32,160.32,160.32,160.32,0.0,,,,,,,,,,,,,,,,,,,#000000,,,,63.9337867777706,-40.48228153328689,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44565.0,1365.0997290741007,False,False,False,False,26071.807857613436,False,False,False,False
2024-02-20 17:00:00+00:00,159.36,159.36,156.925,157.67,19704.0,,,,,,,,,,,,,,,,,,,#000000,,,,61.95845037619138,-39.061401096864955,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24861.0,1729.377252654347,False,False,False,False,25973.082154394622,False,False,False,False
2024-02-21 17:00:00+00:00,156.26,156.98,155.82,156.83,20229.0,,,,,,,,,,,,,,,,,,,#000000,,,,58.83067018327938,-38.28758647382516,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4632.0,1774.3791557139696,False,False,False,False,25884.026617117186,False,False,False,False
2024-02-22 17:00:00+00:00,158.02,158.72,157.97,158.06,23553.0,,,,,,,,,,,,,,,,,,,#000000,,,,58.85838736205142,-33.880890064437,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28185.0,2183.8461455478614,False,False,False,False,25847.88666956498,False,False,False,False
2024-02-23 17:00:00+00:00,158.46,158.82,158.07,158.41,13200.0,,,,,,,,,,,,,,,,,,,#000000,,,,59.438804370837886,-28.846396951875327,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41385.0,2791.6159727486697,False,False,False,False,25651.795403370175,False,False,False,False
2024-02-26 17:00:00+00:00,159.27,159.27,158.9,159.05,10865.0,,,,,,,,,,,,,,,,,,,#000000,,,,60.84801911081343,-23.196086926572676,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52250.0,3558.4126243339615,False,False,False,False,25422.54276145746,False,False,False,False
