date,Close,High,Low,Open,Volume,aVWAP_peak_179,aVWAP_peak_174,aVWAP_peak_163,aVWAP_peak_153,aVWAP_peak_123,aVWAP_peak_115,aVWAP_peak_106,aVWAP_peak_82,aVWAP_peak_71,aVWAP_peak_55,aVWAP_peak_47,aVWAP_peak_34,aVWAP_peak_30,aVWAP_peak_23,aVWAP_peak_14,aVWAP_valley_171,aVWAP_valley_162,aVWAP_valley_155,aVWAP_valley_148,aVWAP_valley_129,aVWAP_valley_120,aVWAP_valley_111,aVWAP_valley_92,aVWAP_valley_88,aVWAP_valley_79,aVWAP_valley_74,aVWAP_valley_64,aVWAP_valley_51,aVWAP_valley_41,aVWAP_valley_24,aVWAP_valley_19,aVWAP_OB_bull_171,aVWAP_OB_bull_129,aVWAP_OB_bull_120,aVWAP_OB_bull_92,aVWAP_OB_bear_34,aVWAP_OB_bear_23,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,30.8987904225,30.9383231636,29.9341915404,30.1239486975,15002032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,15002032.0,False,False,False,False
2022-01-07 00:00:00+00:00,32.0847726547,32.132211944,30.7841454734,30.9383231636,24003284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24003284,1778021.0370370368,False,False,False,False,15668791.407407409,False,False,False,False
2022-01-14 00:00:00+00:00,32.9386798619,33.2707548869,31.8238565636,32.0768661065,20477210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44480494,4941167.1824417,False,False,False,False,16024970.562414266,False,False,False,False
2022-01-21 00:00:00+00:00,32.2666232637,33.4486522217,31.9457755371,33.1363435673,32572715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,92.32598031883212,42.74565327014599,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11907779,5457212.502260833,False,False,False,False,17250729.409642838,False,False,False,False
2022-01-28 00:00:00+00:00,32.8042685422,33.0809977298,30.8592576815,31.4601553458,30739697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.28063569947813,39.23629314814832,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42647476,8212046.8354266975,False,False,False,False,18249912.19411374,False,False,False,False
2022-02-04 00:00:00+00:00,33.8953721959,34.1879144798,32.7410161565,32.7489227047,21034924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.19523980449495,38.60568582432499,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63682400,12320961.884654349,False,False,False,False,18456209.364920128,False,False,False,False
2022-02-11 00:00:00+00:00,34.4725502155,34.5674287941,33.7649141503,34.0693162566,30012308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.04439210332816,38.60568582432499,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,93694708,18348646.78208736,False,False,False,False,19312216.67122234,False,False,False,False
2022-02-18 00:00:00+00:00,33.0893811506,34.1339706478,32.8041278648,33.989335179,30855994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.36043749133968,32.69958939763896,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,62838714,21644207.316747557,False,False,False,False,20167311.288168836,False,False,False,False
2022-02-25 00:00:00+00:00,34.2303942937,34.2384295976,32.6795806555,33.4027579998,21575388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.560538293769,30.471269172989906,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,84414102,26293829.14513663,False,False,False,False,20271613.266822997,False,False,False,False
2022-03-04 00:00:00+00:00,35.9579846161,36.0664612177,33.9571939637,33.989335179,36280687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.54317570286763,30.471269172989906,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,120694789,33286492.838089474,False,False,False,False,21457470.580391664,False,False,False,False
