date,Open,High,Low,Close,Volume,aVWAP_peak_877,aVWAP_peak_835,aVWAP_peak_834,aVWAP_peak_812,aVWAP_peak_788,aVWAP_peak_737,aVWAP_peak_709,aVWAP_peak_702,aVWAP_peak_689,aVWAP_peak_623,aVWAP_peak_564,aVWAP_peak_473,aVWAP_peak_402,aVWAP_peak_362,aVWAP_peak_328,aVWAP_peak_299,aVWAP_peak_265,aVWAP_peak_236,aVWAP_peak_186,aVWAP_peak_125,aVWAP_peak_111,aVWAP_peak_80,aVWAP_peak_54,aVWAP_peak_39,aVWAP_valley_862,aVWAP_valley_822,aVWAP_valley_765,aVWAP_valley_731,aVWAP_valley_730,aVWAP_valley_706,aVWAP_valley_678,aVWAP_valley_672,aVWAP_valley_587,aVWAP_valley_584,aVWAP_valley_548,aVWAP_valley_534,aVWAP_valley_510,aVWAP_valley_480,aVWAP_valley_448,aVWAP_valley_389,aVWAP_valley_327,aVWAP_valley_256,aVWAP_valley_201,aVWAP_valley_169,aVWAP_valley_168,aVWAP_valley_90,aVWAP_valley_67,aVWAP_valley_42,aVWAP_OB_bear_788,aVWAP_OB_bear_709,aVWAP_OB_bear_0,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-23 15:00:00+00:00,6.81,6.855,6.79,6.84,1369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.828333333333333,,#000000,,,,,,False,False,False,False,False,,-1.0,6.855,6.79,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1369.0,False,False,False,False
2025-01-23 16:00:00+00:00,6.855,6.875,6.72,6.745,1322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.80458875263223,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1322.0,-20.496124031007753,False,False,False,False,1368.2713178294575,False,False,False,False
2025-01-23 17:00:00+00:00,6.735,6.765,6.705,6.71,212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.798898266161442,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1534.0,-43.96130040262004,False,False,False,False,1350.3446307313263,False,False,False,False
2025-01-23 18:00:00+00:00,6.7,6.72,6.62,6.63,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.779846360381861,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1983.0,-74.02391590025384,False,False,False,False,1336.3702953711506,False,False,False,False
2025-01-23 19:00:00+00:00,6.63,6.685,6.62,6.66,573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.761620382165605,,#000000,,,,5.115430496105569,-45.39611255350499,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1410.0,-94.73672340567626,False,False,False,False,1324.5350969933033,False,False,False,False
2025-01-23 20:00:00+00:00,6.66,6.675,6.59,6.615,2694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.706692853905423,,#000000,,,,7.473478260706482,-43.5807953951305,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4104.0,-156.8958439730301,False,False,False,False,1345.7671109934072,False,False,False,False
2025-01-24 15:00:00+00:00,6.535,6.535,6.25,6.26,4637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.559063758588013,,#000000,,,,6.420321836002362,-43.5807953951305,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8741.0,-289.9827301129831,False,False,False,False,1396.7939774896333,False,False,False,False
2025-01-24 16:00:00+00:00,6.26,6.295,6.2,6.235,4170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47371461601625,,#000000,,,,5.648195105042081,-42.60570185750343,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12911.0,-485.65741646782055,False,False,False,False,1439.7894196990965,False,False,False,False
2025-01-24 17:00:00+00:00,6.235,6.315,6.15,6.155,1522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.449732613484383,,#000000,,,,4.929405757267723,-43.14240064966532,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14433.0,-701.8952859799474,False,False,False,False,1441.0640023394205,False,False,False,False
2025-01-24 18:00:00+00:00,6.15,6.295,6.125,6.22,2491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.41943935730576,,#000000,,,,8.309826980881988,-43.9958189464157,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11942.0,-876.1604753445994,False,False,False,False,1457.3420798225304,False,False,False,False
