date,Close,High,Low,Open,Volume,aVWAP_peak_898,aVWAP_peak_873,aVWAP_peak_809,aVWAP_peak_784,aVWAP_peak_764,aVWAP_peak_732,aVWAP_peak_699,aVWAP_peak_668,aVWAP_peak_600,aVWAP_peak_565,aVWAP_peak_553,aVWAP_peak_502,aVWAP_peak_464,aVWAP_peak_418,aVWAP_peak_401,aVWAP_peak_331,aVWAP_peak_264,aVWAP_peak_222,aVWAP_peak_207,aVWAP_peak_162,aVWAP_peak_143,aVWAP_peak_101,aVWAP_peak_75,aVWAP_peak_44,aVWAP_peak_22,aVWAP_valley_921,aVWAP_valley_869,aVWAP_valley_817,aVWAP_valley_797,aVWAP_valley_773,aVWAP_valley_745,aVWAP_valley_708,aVWAP_valley_649,aVWAP_valley_616,aVWAP_valley_573,aVWAP_valley_513,aVWAP_valley_466,aVWAP_valley_442,aVWAP_valley_353,aVWAP_valley_340,aVWAP_valley_300,aVWAP_valley_284,aVWAP_valley_245,aVWAP_valley_215,aVWAP_valley_198,aVWAP_valley_183,aVWAP_valley_126,aVWAP_valley_90,aVWAP_valley_77,aVWAP_valley_49,aVWAP_valley_34,aVWAP_valley_14,aVWAP_OB_bull_921,aVWAP_OB_bull_616,aVWAP_OB_bull_573,aVWAP_OB_bull_466,aVWAP_OB_bull_442,aVWAP_OB_bull_353,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,10.5685587179,10.5685587179,10.2080108725,10.3281934877,15009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,15009.0,False,False,False,False
2022-01-04 00:00:00+00:00,10.48593317,10.6586956793,10.48593317,10.553535891,59677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-59677,-2340.2745098039213,False,False,False,False,16760.686274509804,False,False,False,False
2022-01-05 00:00:00+00:00,10.4558875162,10.686487909,10.3807733818,10.6061157851,31760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-91437,-5834.263744713571,False,False,False,False,17348.894655901575,False,False,False,False
2022-01-06 00:00:00+00:00,10.4258418624,10.5667559787,10.3732619683,10.5009559969,8028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-99465,-9506.057323352255,False,False,False,False,16983.369375277984,False,False,False,False
2022-01-07 00:00:00+00:00,10.5310016507,10.5760701314,10.4483761028,10.4483761028,9020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,15.978117339087635,-35.35339243916967,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90445,-12680.133506750208,False,False,False,False,16671.08038016904,False,False,False,False
2022-01-10 00:00:00+00:00,10.418330449,10.5159788238,10.3281934877,10.5159788238,26139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.86212554219462,-31.7640581051598,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-116584,-16754.794937858045,False,False,False,False,17042.37134565261,False,False,False,False
2022-01-11 00:00:00+00:00,10.5310016507,10.5685587179,10.4108190356,10.4108190356,11511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,30.690475374963246,-23.580866955123934,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-105073,-20218.253959902828,False,False,False,False,16825.454822293683,False,False,False,False
2022-01-12 00:00:00+00:00,10.6511842658,10.7037641599,10.5460244776,10.5610473045,28820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,41.38196923498069,-14.804153826169944,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76253,-22415.69498108311,False,False,False,False,17295.82914298805,False,False,False,False
2022-01-13 00:00:00+00:00,10.6136271986,10.7037641599,10.5760701314,10.6286500255,20901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,46.853399493104035,-10.94654817887453,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-97154,-25346.60890339358,False,False,False,False,17437.208392282635,False,False,False,False
2022-01-14 00:00:00+00:00,10.688741333,10.7413212272,10.4934445835,10.5460244776,29079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,52.58767358534989,-6.594176583169158,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-68075,-27022.232083652656,False,False,False,False,17893.7492396441,False,False,False,False
