date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_882,Gap_Up_aVWAP_840,Gap_Up_aVWAP_822,Gap_Up_aVWAP_798,Gap_Up_aVWAP_756,Gap_Up_aVWAP_744,Gap_Up_aVWAP_702,Gap_Up_aVWAP_666,Gap_Up_aVWAP_636,Gap_Up_aVWAP_564,Gap_Down_aVWAP_876,Gap_Down_aVWAP_870,Gap_Down_aVWAP_816,Gap_Down_aVWAP_762,Gap_Down_aVWAP_738,Gap_Down_aVWAP_672,Gap_Down_aVWAP_660,Gap_Down_aVWAP_648,Gap_Down_aVWAP_624,Gap_Down_aVWAP_618,aVWAP_OB_bull_250,aVWAP_OB_bear_636,aVWAP_OB_bear_605,aVWAP_OB_bear_482,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-10 15:00:00+00:00,31.29,31.59,30.755,31.33,21827.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,21827.0,False,False,False,False
2025-01-10 16:00:00+00:00,31.33,31.34,30.3,30.3,8877.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8877.0,-137.62790697674419,False,False,False,False,21626.22480620155,False,False,False,False
2025-01-10 17:00:00+00:00,30.265,30.83,30.265,30.8,12103.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,11.773940345368937,-67.66091051805341,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,3226.0,-85.47863710113575,False,False,False,False,21478.57790998137,False,False,False,False
2025-01-10 18:00:00+00:00,30.79,30.915,30.68,30.88,4982.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,20.91202419088556,-58.25924102255155,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,8208.0,43.10242703996714,False,False,False,False,21222.8170121522,False,False,False,False
2025-01-10 19:00:00+00:00,30.84,30.98,30.655,30.98,5205.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,28.57596279959688,-50.02615085018333,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,13413.0,250.38766072926998,False,False,False,False,20974.478763901778,False,False,False,False
2025-01-10 20:00:00+00:00,30.965,31.235,30.86,30.99,22812.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,33.84696845565422,-43.773904213000094,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,36225.0,808.1335884699014,False,False,False,False,21002.967465236634,False,False,False,False
2025-01-13 15:00:00+00:00,30.99,30.99,30.99,30.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,37.36097222635912,-38.878471684698944,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,36225.0,1357.2322925246317,False,False,False,False,20677.340062674826,False,False,False,False
2025-01-13 16:00:00+00:00,30.99,30.99,29.46,29.46,11093.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,30.43932663456546,-38.878471684698944,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,25132.0,1725.8333422529317,False,False,False,False,20528.74564309847,False,False,False,False
2025-01-13 17:00:00+00:00,29.47,30.07,29.46,30.03,15614.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,31.60395680299623,-38.878471684698944,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,40746.0,2330.7971664040488,False,False,False,False,20452.548036228727,False,False,False,False
2025-01-13 18:00:00+00:00,30.0,30.3,29.98,30.27,9200.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,34.35441942085843,-37.23377641610559,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,49946.0,3069.0173653745287,False,False,False,False,20278.08992713991,False,False,False,False
