date,Close,High,Low,Open,Volume,aVWAP_OB_bull_124,aVWAP_OB_bear_110,OB,OB_High,OB_Low,OB_Mitigated_Index,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-12-16 00:00:00+00:00,21.2711534786,21.9417945093,20.3652423575,21.9417945093,935,,,0.0,0.0,0.0,0.0,,#000000,,,,,,False,False,False,False,False,,,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,935.0,False,False,False,False
2022-12-23 00:00:00+00:00,21.1368000507,21.3614154205,21.0733914696,21.240142178,2348,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,,False,False,False,True,False,,,,0,,,False,False,False,False,,,False,False,False,False,-2348,-173.92592592592592,False,False,False,False,1039.6666666666667,False,False,False,False
2022-12-30 00:00:00+00:00,21.061033568,21.1607210142,20.9157102673,21.075990182,2408,,,0.0,0.0,0.0,0.0,,#000000,,,,0.0,-50.0,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-4756,-513.3388203017832,False,False,False,False,1141.0246913580247,False,False,False,False
2023-01-06 00:00:00+00:00,21.1677485887,21.2649199897,20.924733326,21.0392567629,4219,,,0.0,0.0,0.0,0.0,,#000000,,,,8.053342303748199,-42.324158116739994,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,-537,-515.0915002794289,False,False,False,False,1369.0228623685414,False,False,False,False
2023-01-13 00:00:00+00:00,21.4988254336,21.5252005282,21.1759040456,21.4297643307,2604,,,0.0,0.0,0.0,0.0,,#000000,,,,22.05907052705781,-29.258073719264175,False,False,False,True,True,,,,0,,,False,False,False,False,,,False,False,False,False,2067,-323.82546322169344,False,False,False,False,1460.502650341242,False,False,False,False
2023-01-20 00:00:00+00:00,21.3851695985,21.5252005282,21.199329294,21.4991724743,1881,,,0.0,0.0,0.0,0.0,,#000000,,,,30.309154712723007,-22.093546655107243,False,False,False,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,186,-286.0606140941606,False,False,False,False,1491.6506021678167,False,False,False,False
2023-01-27 00:00:00+00:00,21.6380755217,21.7507769948,21.4708886558,21.5859326538,2603,,,0.0,0.0,0.0,0.0,,#000000,,,,39.31258300899668,-14.305741522503816,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,2789,-58.278346383482045,False,False,False,False,1573.9727797850155,False,False,False,False
2023-02-03 00:00:00+00:00,21.9151875349,22.1151697486,21.4471163666,21.551228582,2927,,,0.0,0.0,0.0,0.0,21.82582455003333,#000000,,21.82582455003333,,47.941466910844795,-6.955511717435172,False,False,True,False,True,,,,1,,,False,False,False,False,,,False,False,False,False,5716,369.44597557084995,False,False,False,False,1674.1970183194587,False,False,False,False
2023-02-10 00:00:00+00:00,21.756676687,22.0370855871,21.6987208871,22.0370855871,5260,,,0.0,0.0,0.0,0.0,21.829038996854962,#000000,,21.829038996854962,,52.339082927993815,-3.666488202869914,False,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,456,375.857384787824,False,False,False,False,1939.8120539994989,False,False,False,False
2023-02-17 00:00:00+00:00,21.6975062446,21.9937054973,21.6726928333,21.9242973538,3911,,,0.0,0.0,0.0,0.0,21.815761767657516,#000000,,21.815761767657516,,54.99794491018682,-1.8871894619631604,True,False,True,False,True,,,,0,,,False,False,False,False,,,False,False,False,False,-3455,92.09017109983705,False,False,False,False,2085.825975925462,False,False,False,False
