date,Close,High,Low,Open,Volume,aVWAP_peak_153,aVWAP_valley_171,aVWAP_valley_136,aVWAP_valley_95,aVWAP_OB_bull_171,aVWAP_OB_bull_136,aVWAP_OB_bull_95,aVWAP_OB_bear_6,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,56.0004739135,56.215289513,53.8717218523,54.0880741489,8813675,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8813675.0,False,False,False,False
2022-01-07 00:00:00+00:00,57.1954105801,57.2941322912,55.8212043607,55.8606930451,12303293,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,12303293,911355.037037037,False,False,False,False,9072165.222222222,False,False,False,False
2022-01-14 00:00:00+00:00,58.0720593752,58.6327986946,56.3661482063,57.0453535791,9783110,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,22086403,2479877.1083676266,False,False,False,False,9124827.79835391,False,False,False,False
2022-01-21 00:00:00+00:00,56.4372278383,58.5854122733,56.1292160995,58.3958665878,8134410,,,,,,,,,,,,#000000,,,,86.6313647906594,37.36246202867022,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,13951993,3329663.4707107656,False,False,False,False,9051463.51699436,False,False,False,False
2022-01-28 00:00:00+00:00,55.8527953083,57.2585924752,54.2890434034,55.0867148296,10517150,,,,,,,,,,,,#000000,,,,74.77182195044988,26.699810866042753,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3434843,3337454.5469544125,False,False,False,False,9160032.88610589,False,False,False,False
2022-02-04 00:00:00+00:00,57.795638584,58.1984231655,55.6237609384,55.7106360442,7099256,,,,,,,,,,,,#000000,,,,71.80731122548411,24.78366718519119,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,10534099,3870539.3212540857,False,False,False,False,9007382.746394342,False,False,False,False
2022-02-11 00:00:00+00:00,57.716661215,59.122458382,57.4323426869,57.9535933218,6536649,,,,,,,,58.090487427966664,,,,#000000,,58.090487427966664,,69.41260778618955,23.27607454651256,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,3997450,3879940.1122723017,False,False,False,False,8824365.431846613,False,False,False,False
2022-02-18 00:00:00+00:00,56.8558078937,58.2142186393,56.8044726039,57.574501951,6499346,,,,,,,,57.69213673713966,,,,#000000,,57.69213673713966,,64.99069501080957,19.7148126646277,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-2501896,3407211.5113632423,False,False,False,False,8652141.770228345,False,False,False,False
2022-02-25 00:00:00+00:00,57.0295581053,57.1717173694,53.878361085,56.4688187859,10342672,,,,,,,,56.9552827648413,,,,#000000,,56.490914142370656,,62.244683357744805,17.704095025831208,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,7840776,3735623.6957067056,False,False,False,False,8777366.231692912,False,False,False,False
2022-03-04 00:00:00+00:00,57.8588204791,58.7907534325,56.0028523092,56.1766025209,11770107,,,,,,,,57.15470378737927,,,,#000000,,56.996289206246985,,62.044256844980225,17.704095025831208,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.15142723391980217,0.15142723391980217,False,False,False,False,19610883,4911568.829358061,False,False,False,False,8999050.733048992,False,False,False,False
