date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color
2021-12-31 00:00:00+00:00,1.85,2.04,1.75,2.04,2200290,,#000000
2022-01-07 00:00:00+00:00,1.69,1.9032,1.68,1.85,1236217,,#000000
2022-01-14 00:00:00+00:00,2.0,2.08,1.55,1.69,2465579,,#000000
2022-01-21 00:00:00+00:00,1.82,2.36,1.8,2.15,5200353,,#000000
2022-01-28 00:00:00+00:00,1.78,1.9399,1.63,1.76,1600795,,#000000
2022-02-04 00:00:00+00:00,1.81,1.9099,1.72,1.84,860207,,#000000
2022-02-11 00:00:00+00:00,1.68,1.87,1.6601,1.83,899053,,#000000
2022-02-18 00:00:00+00:00,1.57,1.8129,1.57,1.68,910130,,#000000
2022-02-25 00:00:00+00:00,1.57,1.64,1.33,1.53,775391,,#000000
2022-03-04 00:00:00+00:00,1.53,1.8199,1.5,1.55,1185363,,#000000
2022-03-11 00:00:00+00:00,1.32,1.55,1.26,1.51,1466104,,#000000
2022-03-18 00:00:00+00:00,1.53,1.6275,1.23,1.28,978563,1.4625000000000001,#000000
2022-03-25 00:00:00+00:00,1.37,1.55,1.35,1.54,569797,1.4480866535129644,#000000
2022-04-01 00:00:00+00:00,1.44,1.62,1.3,1.38,996629,1.4501412766420603,#000000
2022-04-08 00:00:00+00:00,1.67,1.8094,1.44,1.49,2210575,1.5383021829797685,#000000
2022-04-15 00:00:00+00:00,2.05,2.08,1.56,1.68,3525017,1.7937617353882935,#000000
2022-04-22 00:00:00+00:00,1.67,2.04,1.54,2.04,3228701,1.7669995262061438,#000000
2022-04-29 00:00:00+00:00,1.37,1.74,1.32,1.62,1738226,1.7160498247703497,#000000
2022-05-06 00:00:00+00:00,1.27,1.42,1.24,1.38,815710,1.6859047736402495,#000000
2022-05-13 00:00:00+00:00,1.18,1.24,1.0,1.2,1077134,1.4717903706366497,#000000
2022-05-20 00:00:00+00:00,1.14,1.315,1.05,1.21,758938,1.4574454597494,#000000
2022-05-27 00:00:00+00:00,1.27,1.2994,1.06,1.14,718708,1.4489569113718004,#000000
2022-06-03 00:00:00+00:00,1.32,1.38,1.2239,1.3,674020,1.4499499870695824,#000000
2022-06-10 00:00:00+00:00,1.51,1.66,1.3201,1.34,1734700,1.479128575302928,#000000
2022-06-17 00:00:00+00:00,1.28,1.44,1.26,1.365,640427,1.4739891652410317,#000000
2022-06-24 00:00:00+00:00,1.48,1.56,1.28,1.29,374015,1.475099330515339,#000000
