date,Open,High,Low,Close,Volume,aVWAP_peak_611,aVWAP_valley_601,aVWAP_valley_557,aVWAP_valley_533,aVWAP_valley_475,aVWAP_valley_420,aVWAP_valley_404,aVWAP_valley_403,aVWAP_valley_347,aVWAP_valley_316,aVWAP_OB_bull_601,aVWAP_OB_bull_557,aVWAP_OB_bull_533,aVWAP_OB_bull_347,aVWAP_OB_bull_316,aVWAP_OB_bear_611,aVWAP_OB_bear_309,aVWAP_OB_bear_235,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,85.01,85.9,85.0,85.57,45512.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,45512.0,False,False,False,False
2023-10-31 16:00:00+00:00,86.14,86.61,85.78,86.075,36521.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,36521.0,566.2170542635658,False,False,False,False,45372.60465116279,False,False,False,False
2023-11-01 16:00:00+00:00,86.735,87.0,86.07,86.89,62854.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,99375.0,2098.13616970134,False,False,False,False,45643.63403641607,False,False,False,False
2023-11-02 16:00:00+00:00,88.2,88.945,87.745,88.72,45310.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,144685.0,4308.785221333877,False,False,False,False,45638.46141569644,False,False,False,False
2023-11-03 16:00:00+00:00,89.76,89.91,88.92,89.405,47552.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,192237.0,7222.400954336454,False,False,False,False,45668.12868056936,False,False,False,False
2023-11-06 16:00:00+00:00,87.01,87.21,84.89,85.53,36291.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.05361750513057,32.94825575461752,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,155946.0,9528.193187602556,False,False,False,False,45522.746840560525,False,False,False,False
2023-11-06 20:00:00+00:00,85.53,85.79,85.13,85.23,38539.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,67.7440646035924,22.106441092925337,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,117407.0,11200.732828104841,False,False,False,False,45414.47169574563,False,False,False,False
2023-11-07 16:00:00+00:00,82.515,82.99,81.54,82.39,44350.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,54.287236057340195,11.400152815226456,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,73057.0,12159.744722242749,False,False,False,False,45397.96825860229,False,False,False,False
2023-11-07 20:00:00+00:00,82.39,82.8,82.39,82.595,15514.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,45.95599761828976,5.377867321639741,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,88571.0,13344.415346704101,False,False,False,False,44934.65092125962,False,False,False,False
2023-11-08 16:00:00+00:00,82.16,82.505,81.55,81.705,46951.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.28524898294428,0.4750486467915991,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,41620.0,13782.796504119542,False,False,False,False,44965.9121472866,False,False,False,False
