date,Close,High,Low,Open,Volume,aVWAP_OB_bull_849,aVWAP_OB_bear_759,aVWAP_OB_bear_175,aVWAP_OB_bear_108,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-02-01 00:00:00+00:00,9.6,9.6,8.883,8.915,591416,,,,,8.767294887419164,"rgba(38, 166, 154, 0.5)",,8.767294887419164,,62.593369822824414,0.016590294739017963,False,False,True,False,True,,,11.037319285714284,7.445680714285713,1,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,927281,214672.5170002371,False,False,False,False,229875.05667190053,False,False,False,False
2022-02-02 00:00:00+00:00,10.2,10.4,9.321,9.8,1157338,,,,,9.135633144641462,"rgba(38, 166, 154, 0.5)",,9.135633144641462,,67.12013467216094,5.151645859051129,False,False,True,False,True,,,11.823462142857142,7.897537857142857,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2084619,288003.75162767875,False,False,False,False,266246.15248868876,False,False,False,False
2022-02-03 00:00:00+00:00,10.7,10.8,9.805,9.98,866946,,,,,9.377500685249307,"rgba(38, 166, 154, 0.5)",,9.377500685249307,,71.36600211680876,9.798573146853272,False,False,True,False,True,,,12.375390714285714,8.229609285714286,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2951565,392457.13391678943,False,False,False,False,289803.0092538382,False,False,False,False
2022-02-04 00:00:00+00:00,10.6,11.4,10.5,10.9,969052,,,,,9.628239564362403,"rgba(38, 166, 154, 0.5)",,9.628239564362403,,73.32086749929206,12.190364332152235,False,False,True,False,True,,,13.146214285714285,8.753785714285714,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1982513,454812.26592005265,False,False,False,False,316440.22457721713,False,False,False,False
2022-02-07 00:00:00+00:00,11.0,11.0,10.4,10.9,588737,,,,,9.73923466117091,"rgba(38, 166, 154, 0.5)",,9.73923466117091,,75.58381747374068,14.877336481994888,False,False,True,False,True,,,12.919785714285712,8.753785714285714,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2571250,537809.8241192664,False,False,False,False,327118.52949575766,False,False,False,False
2022-02-08 00:00:00+00:00,10.7,11.1,10.4,11.1,400380,,,,,9.799398115232114,"rgba(38, 166, 154, 0.5)",,9.799398115232114,,74.56994886859434,14.877336481994888,False,False,True,False,True,,,13.023357142857144,8.753785714285714,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2170870,601851.399644001,False,False,False,False,329991.5283390613,False,False,False,False
2022-02-09 00:00:00+00:00,10.7,10.75,10.4,10.6,405626,,,,,9.846612870585908,"rgba(38, 166, 154, 0.5)",,9.846612870585908,,73.89403646516344,14.877336481994888,False,False,True,False,True,,,12.809571428571427,8.753785714285714,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2170870,663381.5408344324,False,False,False,False,332957.586051255,False,False,False,False
2022-02-10 00:00:00+00:00,11.0,11.5,10.519,10.6,756617,,,,,9.959428781500334,"rgba(38, 166, 154, 0.5)",,9.959428781500334,,74.3822743065586,15.391329945064498,False,False,True,False,True,,,13.280714285714286,8.753785714285714,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2927487,752169.9902134743,False,False,False,False,349571.6807159117,False,False,False,False
2022-02-11 00:00:00+00:00,12.6,12.6,11.2,11.2,1402581,,,,,10.291557001773267,"rgba(38, 166, 154, 0.5)",,10.291557001773267,,77.79364397986446,19.204860791162574,False,False,True,False,True,,,14.30192857142857,9.498071428571427,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4330068,892479.7160874556,False,False,False,False,390866.1638250916,False,False,False,False
2022-02-14 00:00:00+00:00,13.0,13.2,12.1,12.5,1083943,,,,,10.552934865430059,"rgba(38, 166, 154, 0.5)",,10.552934865430059,,80.54807366377753,22.24761057109697,False,False,True,False,True,,,15.097785714285713,10.202214285714284,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5414011,1069794.6683977516,False,False,False,False,418045.64759665664,False,False,False,False
2022-02-15 00:00:00+00:00,12.9,13.0,12.0,12.6,751493,,,,,10.694857980800649,"rgba(38, 166, 154, 0.5)",,10.694857980800649,,81.6642068417225,23.701523359024705,False,False,True,False,True,,,15.018714285714285,10.202214285714284,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4662518,1210685.7794409771,False,False,False,False,431122.0143575721,False,False,False,False
2022-02-16 00:00:00+00:00,12.7,13.8,12.5,13.0,753631,,,,,10.842462221313658,"rgba(38, 166, 154, 0.5)",,10.842462221313658,,80.94457593313805,23.701523359024705,False,False,True,False,True,,,15.798571428571428,10.501428571428573,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3908887,1316497.5920119192,False,False,False,False,443769.42555923597,False,False,False,False
2022-02-17 00:00:00+00:00,13.1,13.6,12.5,12.7,721204,,,,,10.970886252134557,"rgba(38, 166, 154, 0.5)",,10.970886252134557,,81.17023825814329,24.069577873182624,False,False,True,False,True,,,15.820500000000001,10.501428571428573,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4630091,1446442.4315408636,False,False,False,False,454649.21279220714,False,False,False,False
2022-02-18 00:00:00+00:00,12.6,13.265,12.3,13.2,620863,,,,,11.053789820597952,"rgba(38, 166, 154, 0.5)",,11.053789820597952,,77.93806000893629,24.069577873182624,False,False,True,False,False,,,15.651142857142858,10.501428571428573,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4009228,1546943.8263823984,False,False,False,False,461167.40052584605,False,False,False,False
2022-02-22 00:00:00+00:00,12.9,13.7,12.8,13.2,851037,,,,,11.180540523167867,"rgba(38, 166, 154, 0.5)",,11.180540523167867,,76.50436145403513,24.069577873182624,False,False,True,False,False,,,16.200714285714284,10.501428571428573,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4860265,1676877.990053677,False,False,False,False,476456.4044267933,False,False,False,False
2022-02-23 00:00:00+00:00,13.2,13.7,12.811,13.6,516492,,,,,11.25389770479281,"rgba(38, 166, 154, 0.5)",,11.25389770479281,,76.2251664361124,24.069577873182624,False,False,True,False,False,,,16.165499999999998,10.501428571428573,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5376757,1821971.2845613759,False,False,False,False,478026.4277826053,False,False,False,False
2022-02-24 00:00:00+00:00,14.2,14.5,13.15,13.9,1336977,,,,,11.481806950364762,"rgba(38, 166, 154, 0.5)",,11.481806950364762,,77.82476716889991,24.069577873182624,False,False,True,False,False,,,16.811071428571427,10.838928571428571,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6713734,2013805.1165393612,False,False,False,False,511710.76394799334,False,False,False,False
2022-02-25 00:00:00+00:00,13.8,14.6,13.3,14.6,790279,,,,,11.59688631583562,"rgba(38, 166, 154, 0.5)",,11.59688631583562,,76.5059540749732,24.069577873182624,False,False,True,False,False,,,17.021785714285713,10.878214285714286,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5923455,2167124.7198123275,False,False,False,False,522635.00849905243,False,False,False,False
2022-02-28 00:00:00+00:00,14.0,14.1,13.5,14.1,720678,,,,,11.691292674117804,"rgba(38, 166, 154, 0.5)",,11.691292674117804,,76.03024656596126,24.069577873182624,False,False,True,False,False,,,16.871785714285714,10.878214285714286,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6644133,2342693.67197655,False,False,False,False,530401.400322619,False,False,False,False
2022-03-01 00:00:00+00:00,14.4,14.8,13.9,14.0,765278,,,,,11.804457125169531,"rgba(38, 166, 154, 0.5)",,11.804457125169531,,76.48139289523692,24.069577873182624,False,False,True,False,False,,,17.46464285714286,11.235357142857145,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7409411,2541388.4691539407,False,False,False,False,539612.2473687908,False,False,False,False
2022-03-02 00:00:00+00:00,15.1,15.2,14.4,14.7,1068801,,,,,11.977125691457417,"rgba(38, 166, 154, 0.5)",,11.977125691457417,,77.92148331486092,24.069577873182624,False,False,True,False,False,,,18.011071428571427,11.588928571428573,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8478212,2774205.0782067273,False,False,False,False,560364.7474719754,False,False,False,False
2022-03-03 00:00:00+00:00,14.1,15.4,13.5,15.1,1408623,,,,,12.138479765103929,"rgba(38, 166, 154, 0.5)",,12.138479765103929,,73.71261999642519,28.66763623902021,False,False,True,False,False,,,17.857999999999997,11.588928571428573,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7069589,2942651.5065123457,False,False,False,False,593629.7769828783,False,False,False,False
2022-03-04 00:00:00+00:00,15.3,15.5,14.0,14.3,1157823,,,,,12.287412646930244,"rgba(38, 166, 154, 0.5)",,12.287412646930244,,73.24492393781853,28.13324599895104,False,False,True,False,False,,,18.13657142857143,11.588928571428573,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8227412,3149897.0160608813,False,False,False,False,615755.0014149224,False,False,False,False
2022-03-07 00:00:00+00:00,17.8,17.9,15.7,16.0,2278320,,,,,12.747323526132337,"rgba(38, 166, 154, 0.5)",,12.747323526132337,,75.85506023219034,28.13324599895104,False,False,True,False,True,,,20.507999999999996,13.091999999999999,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10505732,3438361.133078102,False,False,False,False,680953.6288104157,False,False,False,False
2022-03-08 00:00:00+00:00,18.0,20.2,16.8,19.0,3262980,,,,,15.874538385253882,"rgba(38, 166, 154, 0.5)",,15.874538385253882,,77.76612034933414,28.13324599895104,False,False,True,False,True,,,22.72228571428571,14.277714285714287,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13768712,3843472.9317809218,False,False,False,False,782209.5649354975,False,False,False,False
2022-03-09 00:00:00+00:00,16.0,17.25,15.6,17.1,1585155,,,,,15.618171063916272,"rgba(38, 166, 154, 0.5)",,15.618171063916272,,72.79429983725014,28.07403658968572,False,False,True,False,False,,,20.883,14.277714285714287,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12183557,4170535.0521032386,False,False,False,False,813697.6212125368,False,False,False,False
2022-03-10 00:00:00+00:00,16.6,16.8,15.8,16.1,800828,,,,,15.56680954120867,"rgba(38, 166, 154, 0.5)",,15.56680954120867,,70.35212763913387,25.903254819037272,False,False,True,False,False,,,20.736571428571427,14.277714285714287,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12984385,4516176.226530562,False,False,False,False,813192.9301845942,False,False,False,False
2022-03-11 00:00:00+00:00,15.8,16.745,15.5,16.2,699943,,,,,15.51310490722734,"rgba(38, 166, 154, 0.5)",,15.51310490722734,,66.6803574356098,22.571733063217792,False,False,True,False,False,,,20.61907142857143,14.277714285714287,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12284442,4820814.099999952,False,False,False,False,808751.7564518652,False,False,False,False
2022-03-14 00:00:00+00:00,14.0,14.8,13.3,14.2,1330775,,,,,15.235074441602231,"rgba(38, 166, 154, 0.5)",,15.235074441602231,,60.51076889299065,16.988911220400396,False,False,True,False,False,,,18.84657142857143,14.277714285714287,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10953667,5061318.135294071,False,False,False,False,829223.2561988509,False,False,False,False
2022-03-15 00:00:00+00:00,13.9,14.1,11.9,12.3,1772900,,,,,14.36684072491809,"rgba(38, 166, 154, 0.5)",,14.36684072491809,,56.21516581990613,13.278803546951664,False,False,True,False,False,13.933008625082405,,18.0775,7.922500000000001,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.009094135058247518,-0.009094135058247518,False,False,False,False,9180767,5222865.149596265,False,False,False,False,866230.1873283078,False,False,False,False
2022-03-16 00:00:00+00:00,13.9,14.7,13.8,14.0,801181,,,,,14.405365148018044,#000000,,14.405365148018044,,53.351430437849785,10.864094648506928,False,False,False,False,False,13.933008625082405,,18.0775,9.268928571428575,-1,0.0,0.0,0.0,0.0,0,1.0924233193146788,0.8172045831394699,False,False,False,False,0.06572122304605368,0.02831354399390308,False,False,False,False,9180767,5378076.986866999,False,False,False,False,863679.2388056291,False,False,False,False
2022-03-17 00:00:00+00:00,14.8,15.5,14.5,14.6,867873,,,,,14.504489309786292,#000000,,14.504489309786292,,53.36557610970354,10.864094648506928,False,True,False,False,False,16.957224726905547,,18.0775,9.954642857142858,-1,0.0,0.0,0.0,0.0,0,1.0878961731046215,0.80327262949511,False,False,False,False,0.11275630581645144,0.07053492490517727,False,False,False,False,10048640,5561236.320715353,False,False,False,False,863843.7000289377,False,False,False,False
2022-03-18 00:00:00+00:00,15.1,15.2,14.4,15.1,513832,,,,,14.538830090402351,#000000,,14.538830090402351,,53.978165776827026,10.864094648506928,False,True,False,False,False,17.918732011614296,,18.0775,9.711785714285718,-1,0.0,0.0,0.0,0.0,0,1.0864044015486787,0.8126006837083602,False,False,False,False,0.10017350160875113,0.0853542132569642,False,False,False,False,10562472,5757363.210099065,False,False,False,False,850117.7510081951,False,False,False,False
2022-03-21 00:00:00+00:00,16.1,16.4,15.2,15.4,786792,,,,,14.658935383829174,"rgba(38, 166, 154, 0.5)",,14.658935383829174,,56.2473761597092,10.864094648506928,False,True,True,False,False,20.0,,18.0775,10.626071428571429,-1,0.0,0.0,0.0,0.0,0,1.0976391880107348,0.7856945974437008,False,False,False,False,0.16348637367769814,0.12442029346733116,False,False,False,False,11349264,5976653.437154003,False,False,False,False,847634.3882235601,False,False,False,False
2022-03-22 00:00:00+00:00,15.6,16.3,15.2,16.2,513049,,,,,14.710088247234355,"rgba(38, 166, 154, 0.5)",,14.710088247234355,,56.4605154812681,10.864094648506928,False,True,True,False,False,18.421057411394447,,18.0775,10.511785714285715,-1,0.0,0.0,0.0,0.0,0,1.094970572748336,0.789116051314721,False,False,False,False,0.16029386793419656,0.14235708070076386,False,False,False,False,10836215,6167224.478834239,False,False,False,False,834513.3926069499,False,False,False,False
2022-03-23 00:00:00+00:00,16.8,17.4,15.8,15.9,972742,,,,,15.3176312742494,"rgba(38, 166, 154, 0.5)",,15.3176312742494,,58.683762391488884,10.864094648506928,False,False,True,False,True,20.0,,18.0775,11.383214285714288,-1,0.0,0.0,0.0,0.0,0,1.105889760694966,0.769780332901971,False,False,False,False,0.21449113876906226,0.17842410973491307,False,False,False,False,11808957,6388468.891428975,False,False,False,False,839934.1223086382,False,False,False,False
2022-03-24 00:00:00+00:00,16.4,17.0,16.3,16.7,544023,,,,,15.359604673412631,"rgba(38, 166, 154, 0.5)",,15.359604673412631,,59.104882309974634,10.864094648506928,False,False,True,False,True,19.901580997763084,,18.0775,11.604642857142856,-1,0.0,0.0,0.0,0.0,0,1.1115328457586482,0.7867641985936339,False,False,False,False,0.217764090703064,0.19809410021898854,False,False,False,False,11264934,6579702.81725529,False,False,False,False,828329.7645710445,False,False,False,False
2022-03-25 00:00:00+00:00,17.0,17.2,16.1,16.3,582524,,,,,15.423656348111194,"rgba(38, 166, 154, 0.5)",,15.423656348111194,,60.41106084375215,10.864094648506928,False,False,True,False,True,20.0,,18.0775,11.92607142857143,-1,0.0,0.0,0.0,0.0,0,1.0956302707664363,0.789810765097786,False,False,False,False,0.217764090703064,0.20792909546102628,False,False,False,False,11847458,6786281.451872731,False,False,False,False,818690.3228231603,False,False,False,False
2022-03-28 00:00:00+00:00,16.1,16.7,15.8,16.6,637975,,,,,15.429785092609118,"rgba(38, 166, 154, 0.5)",,15.429785092609118,,58.91897955829795,10.864094648506928,False,True,True,False,True,17.304054162219416,,18.0775,11.997500000000002,-1,0.0,0.0,0.0,0.0,1,1.0889936122638297,0.7940605620662247,False,False,False,False,0.1917026472205039,0.1998158713407651,False,False,False,False,11209483,6959740.336113015,False,False,False,False,811603.4474183305,False,False,False,False
2022-03-29 00:00:00+00:00,15.8,15.9,14.9,15.4,668549,,,,,15.388037822831313,"rgba(38, 166, 154, 0.5)",,15.388037822831313,,57.18577710135847,10.864094648506928,False,True,True,False,True,15.940025841890396,,18.0775,11.404642857142859,-1,0.0,0.0,0.0,0.0,1,1.0663623994836817,0.8070086692598858,False,False,False,False,0.1371213235691564,0.16846859745496073,False,False,False,False,10540934,7100179.303324269,False,False,False,False,805993.4690881999,False,False,False,False
2022-03-30 00:00:00+00:00,16.4,16.8,15.8,15.9,574329,,,,,15.41591727300572,"rgba(38, 166, 154, 0.5)",,15.41591727300572,,57.26681186980785,10.864094648506928,False,True,True,False,True,17.669029161206367,,18.0775,12.30464285714286,-1,0.0,0.0,0.0,0.0,1,1.0765919189474231,0.8009647469700375,False,False,False,False,0.19494559935408312,0.18170709840452193,False,False,False,False,11115263,7257633.5659390045,False,False,False,False,796908.5879474862,False,False,False,False
2022-03-31 00:00:00+00:00,15.7,16.6,15.6,15.7,751054,,,,,15.422028450215857,"rgba(38, 166, 154, 0.5)",,15.422028450215857,,55.53539835255087,10.864094648506928,False,True,True,False,False,14.54812949342259,,18.0775,12.15714285714286,-1,0.0,0.0,0.0,0.0,1,1.0700816934696604,0.8081487951497712,False,False,False,False,0.1819973624418954,0.18185223042320867,False,False,False,False,10364209,7379460.053549239,False,False,False,False,795110.3688122907,False,False,False,False
2022-04-01 00:00:00+00:00,15.7,16.3,15.5,15.5,507271,,,,,15.421265716452167,"rgba(38, 166, 154, 0.5)",,15.421265716452167,,54.381122674379554,9.65204640432566,False,True,True,False,False,14.54812949342259,,18.0775,12.321428571428573,-1,0.0,0.0,0.0,0.0,1,1.0638105629240682,0.819768829486174,False,False,False,False,0.1691092099971251,0.17548072021016686,False,False,False,False,10364209,7496509.031841426,False,False,False,False,783822.550427495,False,False,False,False
2022-04-04 00:00:00+00:00,16.4,16.6,15.585,16.1,637736,,,,,15.441549811808084,"rgba(38, 166, 154, 0.5)",,15.441549811808084,,55.231717508219354,9.65204640432566,False,True,True,False,False,16.596150995097055,,18.0775,12.767857142857144,-1,0.0,0.0,0.0,0.0,1,1.0763977371183935,0.8086743794913612,False,False,False,False,0.18151300190468458,0.17849686105742574,False,False,False,False,11001945,7633977.109024116,False,False,False,False,778093.6660970051,False,False,False,False
