date,Close,High,Low,Open,Volume,aVWAP_peak_160,aVWAP_valley_171,aVWAP_valley_136,aVWAP_valley_64,aVWAP_valley_27,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.1695042779,6.2969423978,6.0720515979,6.1320224779,76768052,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,76768052.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.9266366376,6.9791111576,6.1919933579,6.1994897179,106504327,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,106504327,7889209.407407407,False,False,False,False,78970739.03703703,False,False,False,False
2022-01-14 00:00:00+00:00,7.1890092375,7.2414837575,6.6979976577,6.9491257176,95326421,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,201830748,22255249.303155005,False,False,False,False,80182271.03429355,False,False,False,False
2022-01-21 00:00:00+00:00,6.8741621176,7.3314400775,6.8291839576,7.2414837575,75037361,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,126793387,29998815.058476858,False,False,False,False,79801166.58730884,False,False,False,False
2022-01-28 00:00:00+00:00,7.1215419975,7.3539291575,6.5593149977,6.7092421977,137502140,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,264295527,47354127.05414524,False,False,False,False,84075312.7660267,False,False,False,False
2022-02-04 00:00:00+00:00,7.6762726373,7.8037107573,7.0165929576,7.1215419975,131453465,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,395748992,73161154.08717151,False,False,False,False,87584805.5240988,False,False,False,False
2022-02-11 00:00:00+00:00,7.8573252072,7.8802106204,7.4453877691,7.7047557857,99327812,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,495076804,104414165.19182546,False,False,False,False,88454657.85564703,False,False,False,False
2022-02-18 00:00:00+00:00,7.6666134303,7.9183529758,7.5471515732,7.8344397939,88623028,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,406453776,126787469.69613469,False,False,False,False,88467129.7181917,False,False,False,False
2022-02-25 00:00:00+00:00,7.4682731823,7.7810404964,7.2737471699,7.7657835543,93106597,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,313347179,140606707.42234692,False,False,False,False,88810793.9612886,False,False,False,False
2022-03-04 00:00:00+00:00,7.9564953311,8.048036984,7.4148738848,7.4606447113,113102838,,,,,,,,#000000,,,,False,False,False,False,0.34220794844747265,0.34220794844747265,False,False,False,False,426450017,161780285.90958047,False,False,False,False,90610204.63082278,False,False,False,False
2022-03-11 00:00:00+00:00,7.7047557857,8.1548355791,7.6742419014,8.0709223973,141620050,,,,,,,,#000000,,,,False,False,False,False,0.3428281986843872,0.3425180735659299,False,False,False,False,284829967,170895077.10146338,False,False,False,False,94388711.69520627,False,False,False,False
2022-03-18 00:00:00+00:00,7.4682731823,7.6742419014,7.2546759922,7.636099546,102825709,,,,,,,,#000000,,,,False,False,False,False,0.019899764334591202,0.18120891895026053,False,False,False,False,182004258,171717979.3902439,False,False,False,False,95013674.45852432,False,False,False,False
