date,Close,High,Low,Open,Volume,aVWAP_peak_147,aVWAP_peak_115,aVWAP_valley_171,aVWAP_valley_141,aVWAP_valley_126,aVWAP_valley_92,aVWAP_valley_63,aVWAP_valley_41,aVWAP_valley_24,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,53.8052893304,54.1067691981,52.4175952335,52.5993698596,3076949,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3076949.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.6949302565,53.9471622093,51.2870457296,53.1313931555,6650004,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-6650004,-492592.8888888889,False,False,False,False,3341619.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,50.7106871589,53.1668613752,49.9436869073,51.5796585423,8012593,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-14662597,-1542222.8230452673,False,False,False,False,3687617.75994513,False,False,False,False
2022-01-21 00:00:00+00:00,49.1146172711,50.6663518843,49.0791490514,50.4180743462,5462970,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-20125567,-2918766.8361530253,False,False,False,False,3819125.333282528,False,False,False,False
2022-01-28 00:00:00+00:00,48.7422009639,49.5313688529,47.4121427241,48.5648598653,6592377,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-26717944,-4681668.848289838,False,False,False,False,4024551.3826690074,False,False,False,False
2022-02-04 00:00:00+00:00,49.4249641937,50.8082247632,48.5027904808,48.6889986343,4924309,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-21793635,-5949221.896564664,False,False,False,False,4091200.095063896,False,False,False,False
2022-02-11 00:00:00+00:00,50.9500976421,51.9343407396,49.3185595345,49.5579700177,5015241,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-16778394,-6751382.79311543,False,False,False,False,4159647.5695036077,False,False,False,False
2022-02-18 00:00:00+00:00,50.5865483899,52.9628304413,50.1878856001,50.7993577083,8071451,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-24849845,-8092009.623255027,False,False,False,False,4449410.786577415,False,False,False,False
2022-02-25 00:00:00+00:00,50.5510801702,50.9589646971,48.0683047891,50.0633921489,5299755,,,,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-30149600,-9725905.206717618,False,False,False,False,4512399.246830939,False,False,False,False
2022-03-04 00:00:00+00:00,49.2121548754,50.178663863,48.3077152722,49.8594498854,7313920,,,,,,,,,,,,#000000,,,,False,False,False,False,-0.22756435659021476,-0.22756435659021476,False,False,False,False,-37463520,-11780543.33955335,False,False,False,False,4719919.30262124,False,False,False,False
