date,Close,High,Low,Open,Volume,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,133.3454196215,133.9239665285,129.0256027157,130.6455340553,2326605,,#000000,,,,,,False,False,False,False,False,,,,131.4747846221,131.4747846221,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2326605.0,False,False,False,False
2022-01-07 00:00:00+00:00,122.7580112229,132.9982914773,120.7234545998,132.1015437714,2895457,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,,,126.86087303855,131.4747846221,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2895457,-214478.2962962963,False,False,False,False,2368742.185185185,False,False,False,False
2022-01-14 00:00:00+00:00,125.3903996498,129.5270100351,121.8998333108,121.8998333108,1987432,,"rgba(239, 83, 80, 0.5)",,,,6.01017105858077,-65.02542764645193,False,False,False,True,True,,,,125.71342167295,125.71342167295,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-908025,-265852.12620027433,False,False,False,False,2340496.9862825787,False,False,False,False
2022-01-21 00:00:00+00:00,125.94966166,133.9818212192,124.3683001141,125.0432715056,2381888,,"rgba(239, 83, 80, 0.5)",,,,11.334091499144971,-59.66397787521495,False,False,False,True,True,,,,125.71342167295,129.17506066664998,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1473863,-136984.33907432808,False,False,False,False,2343562.987298684,False,False,False,False
2022-01-28 00:00:00+00:00,123.7511834133,128.7748990559,120.4823933885,124.0983115575,3196685,124.33615861923334,"rgba(239, 83, 80, 0.5)",,124.33615861923334,,14.000473949736683,-56.78658498711925,False,False,False,True,True,,,,124.62864622219999,129.17506066664998,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1722822,-254453.79543919268,False,False,False,False,2406757.2104617446,False,False,False,False
2022-02-04 00:00:00+00:00,129.1798818909,131.4622494391,124.001887073,124.001887073,2528609,126.04912669853945,"rgba(239, 83, 80, 0.5)",,126.04912669853945,,22.687642736847785,-48.08814308095092,False,False,False,True,True,,,,124.62864622219999,129.17506066664998,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,805787,-175917.4402214747,False,False,False,False,2415783.26894606,False,False,False,False
2022-02-11 00:00:00+00:00,136.9516953419,137.6073818366,129.1509545455,130.124841839,3011700,128.98633210004624,"rgba(239, 83, 80, 0.5)",,128.98633210004624,,33.88977584578538,-37.16537399122706,False,False,False,True,True,,,,133.37916819105,133.37916819105,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3817487,119890.29609122706,False,False,False,False,2459925.24902413,False,False,False,False
2022-02-18 00:00:00+00:00,142.4864607525,146.4109372718,133.6829053172,137.617024285,3338867,132.2693224827408,"rgba(239, 83, 80, 0.5)",,132.2693224827408,,43.99877979697844,-27.494107554622058,False,False,False,True,True,,,,140.0469212945,140.0469212945,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7156354,641109.8297140992,False,False,False,False,2525032.0453927126,False,False,False,False
2022-02-25 00:00:00+00:00,141.8693440517,145.4852622206,137.7134487695,143.7881912933,3906665,134.57189332581368,#000000,,134.57189332581368,,50.77215594187399,-21.09046683738821,False,False,False,False,True,,,,141.59935549505,141.59935549505,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3249689,834337.9164019437,False,False,False,False,2627375.2272154745,False,False,False,False
2022-03-04 00:00:00+00:00,152.5821042801,153.2281483263,140.5290437171,143.460348046,4157373,137.50474934062396,"rgba(38, 166, 154, 0.5)",,137.50474934062396,,58.34116322187927,-13.876864848885738,False,False,True,False,True,,,,146.8785960217,146.8785960217,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7407062,1321206.3670388367,False,False,False,False,2740708.3955698838,False,False,False,False
2022-03-11 00:00:00+00:00,152.3988977596,162.3499045605,148.6769126577,153.3727850531,6202810,147.98797966653078,"rgba(38, 166, 154, 0.5)",,147.98797966653078,,63.628526298018954,-8.803604928673579,False,False,True,False,True,,,,146.8785960217,155.5134086091,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1204252,1312543.0805915156,False,False,False,False,2997160.366268411,False,False,False,False
2022-03-18 00:00:00+00:00,149.3814914791,153.3043236691,144.2221014736,149.8532913687,6174994,147.32371834331514,"rgba(38, 166, 154, 0.5)",,147.32371834331514,,65.49700524787113,-6.850729099731382,False,False,True,False,True,,,,146.8785960217,155.5134086091,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4970742,847114.5561032554,False,False,False,False,3232555.4502485283,False,False,False,False
2022-03-25 00:00:00+00:00,152.753686856,155.6910719407,148.9949934417,151.0144456874,2962579,147.79544620292242,"rgba(38, 166, 154, 0.5)",,147.79544620292242,,67.63502203789368,-4.415835393178611,False,False,True,False,True,,,,146.8785960217,155.5134086091,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2008163,635612.5149104216,False,False,False,False,3212557.194674563,False,False,False,False
2022-04-01 00:00:00+00:00,158.1453344786,158.8796807497,145.9223340438,150.309086769,2664263,148.34627338541722,"rgba(38, 166, 154, 0.5)",,148.34627338541722,,70.2354135587652,-1.3858117470257838,False,False,True,False,True,,,,152.40100739675,155.5134086091,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,656100,637130.1063985385,False,False,False,False,3171942.809883855,False,False,False,False
2022-04-08 00:00:00+00:00,160.7445337805,161.2566436801,154.7634766508,159.3628032966,2987506,149.34734924325244,"rgba(38, 166, 154, 0.5)",,149.34734924325244,,72.53813678198374,1.4577500412444664,False,False,True,False,True,,,,158.01006016545,158.01006016545,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3643606,859832.0244430911,False,False,False,False,3158280.823966532,False,False,False,False
2022-04-15 00:00:00+00:00,161.4209053461,163.6046192577,158.9811364846,162.2325512247,1891388,153.7998634298232,"rgba(38, 166, 154, 0.5)",,153.7998634298232,,74.29665175256858,3.86355679356722,False,False,True,False,True,,,,161.29287787114998,161.29287787114998,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5534994,1206140.318928788,False,False,False,False,3064436.9110801225,False,False,False,False
