date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_233,aVWAP_BoS_CHoCH_bull_427,aVWAP_BoS_CHoCH_bull_595,aVWAP_BoS_CHoCH_bull_644,aVWAP_BoS_CHoCH_bull_727,aVWAP_BoS_CHoCH_bear_136,aVWAP_BoS_CHoCH_bear_182,aVWAP_BoS_CHoCH_bear_301,aVWAP_BoS_CHoCH_bear_350,aVWAP_BoS_CHoCH_bear_405,aVWAP_BoS_CHoCH_bear_544,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-28 00:00:00+00:00,1.44,1.51,1.44,1.51,179144,,,,,,,,,,,,1.5302838193614035,#000000,,1.5302838193614035,,0,,,0.0,0.0,0.0,0.0,39.62871758210642,-13.663907664381227,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1228378,-306106.5033395001,False,False,False,False,159363.5933433848,False,False,False,False
2022-01-31 00:00:00+00:00,1.56,1.56,1.44,1.47,170881,,,,,,,,,,,,1.529377593906335,#000000,,1.529377593906335,,0,,,0.0,0.0,0.0,0.0,42.347192677538686,-13.663907664381227,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1057497,-335572.7973261864,False,False,False,False,159815.25634952658,False,False,False,False
2022-02-01 00:00:00+00:00,1.53,1.6,1.53,1.58,139521,,,,,,,,,,,,1.5315279306999927,#000000,,1.5315279306999927,,0,,,0.0,0.0,0.0,0.0,43.267714263613115,-13.663907664381227,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1197018,-369354.96213692415,False,False,False,False,159019.40315934905,False,False,False,False
2022-02-02 00:00:00+00:00,1.5,1.53,1.5,1.53,52408,,,,,,,,,,,,1.5309215248115384,#000000,,1.5309215248115384,,0,,,0.0,0.0,0.0,0.0,43.00906915116617,-13.663907664381227,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1249426,-403867.55185704475,False,False,False,False,154838.56381976674,False,False,False,False
2022-02-03 00:00:00+00:00,1.51,1.51,1.49,1.49,73604,,,,,,,,,,,,1.5298541758320108,#000000,,1.5298541758320108,,0,,,0.0,0.0,0.0,0.0,43.235919415850915,-13.225866028636055,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1175822,-434140.2753136313,False,False,False,False,151652.89465036412,False,False,False,False
2022-02-04 00:00:00+00:00,1.47,1.53,1.46,1.5,92326,,,,,,,,,,,,1.5278173864654963,#000000,,1.5278173864654963,,0,,,0.0,0.0,0.0,0.0,42.16451911316244,-13.225866028636055,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1268148,-466846.46059544967,False,False,False,False,149326.34976211455,False,False,False,False
2022-02-07 00:00:00+00:00,1.52,1.52,1.48,1.48,100678,,,,,,,,,,,,1.5268163358415523,#000000,,1.5268163358415523,,0,,,0.0,0.0,0.0,0.0,43.519298072201764,-12.293376571515346,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-1167470,-494321.8935132752,False,False,False,False,147418.57134007083,False,False,False,False
2022-02-08 00:00:00+00:00,1.5,1.55,1.48,1.52,131441,,,,,,,,,,,,1.5258513501901807,#000000,,1.5258513501901807,,0,,,0.0,0.0,0.0,0.0,43.751359480663346,-11.711133626134277,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-1298911,-525874.4074931467,False,False,False,False,146791.99991497002,False,False,False,False
2022-02-09 00:00:00+00:00,1.5,1.54,1.48,1.51,276574,,,,,,,,,,,,1.5237652599006557,#000000,,1.5237652599006557,,0,,,0.0,0.0,0.0,0.0,43.906067086304404,-11.174400778469291,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-1298911,-556189.5679836116,False,False,False,False,151881.49011438296,False,False,False,False
2022-02-10 00:00:00+00:00,1.51,1.57,1.49,1.5,282610,,,,,,,,,,,,1.5238045335792085,#000000,,1.5238045335792085,,0,,,0.0,0.0,0.0,0.0,44.48658515888769,-10.235839797618723,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-1016301,-574233.1535528818,False,False,False,False,157008.09834519148,False,False,False,False
2022-02-11 00:00:00+00:00,1.5,1.54,1.48,1.49,76182,,,,,,,,,,,,1.5233535728327035,#000000,,1.5233535728327035,,0,,,0.0,0.0,0.0,0.0,44.455702767836286,-9.88947634172473,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-1092483,-594556.6769429649,False,False,False,False,153838.44742969377,False,False,False,False
2022-02-14 00:00:00+00:00,1.52,1.54,1.49,1.54,181891,,,,,,,,,,,,1.5229824263849523,#000000,,1.5229824263849523,,0,,,0.0,0.0,0.0,0.0,45.491237960935415,-8.557560045739535,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-910592,-606950.2190236329,False,False,False,False,154938.5475304901,False,False,False,False
2022-02-15 00:00:00+00:00,1.52,1.55,1.48,1.52,159873,,,,,,,,,,,,1.5226886404269528,#000000,,1.5226886404269528,,0,,,0.0,0.0,0.0,0.0,46.18159475633483,-7.606446161655995,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-910592,-618857.7398462356,False,False,False,False,155132.05547047086,False,False,False,False
2022-02-16 00:00:00+00:00,1.55,1.56,1.52,1.53,168861,,,,,,,,,,,,1.523774699447538,#000000,,1.523774699447538,,0,,,0.0,0.0,0.0,0.0,48.28005635050859,-5.39655169657744,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-741731,-623676.2990679519,False,False,False,False,155670.44545202103,False,False,False,False
2022-02-17 00:00:00+00:00,1.52,1.55,1.49,1.55,165785,,,,,,,,,,,,1.5236161249438211,#000000,,1.5236161249438211,,0,,,0.0,0.0,0.0,0.0,48.04418159214081,-5.39655169657744,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-907516,-634807.2677319538,False,False,False,False,156067.09464998098,False,False,False,False
2022-02-18 00:00:00+00:00,1.515,1.53,1.5,1.53,166817,,,,,,,,,,,,1.523239327196738,#000000,,1.523239327196738,,0,,,0.0,0.0,0.0,0.0,47.61979892679432,-5.39655169657744,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1074333,-652043.5709581516,False,False,False,False,156488.659565668,False,False,False,False
2022-02-22 00:00:00+00:00,1.47,1.52,1.46,1.5,152537,,,,,,,,,,,,1.5216446776762855,#000000,,1.5216446776762855,,0,,,0.0,0.0,0.0,0.0,45.10845573888645,-5.39655169657744,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,-1226870,-674585.7838617535,False,False,False,False,156333.6925238771,False,False,False,False
2022-02-23 00:00:00+00:00,0.98,1.4,0.8662,1.4,3055609,,,,,,,,,,,,1.2443639705990706,#000000,,1.2443639705990706,,0,,,0.0,0.0,0.0,0.0,34.99916564469422,-10.914454626946181,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4282479,-816071.7923377632,False,False,False,False,270030.7634052937,False,False,False,False
2022-02-24 00:00:00+00:00,0.95,0.9999,0.880201,0.98,437227,,,,,,,,,,,,1.2232993874895144,#000000,,1.2232993874895144,,0,,,0.0,0.0,0.0,0.0,28.058717878764636,-16.871344300305253,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4719706,-969155.4867558902,False,False,False,False,276587.47856587043,False,False,False,False
2022-02-25 00:00:00+00:00,0.97,0.98,0.92,0.95,441922,,,,,,,,,,,,1.2060785362456874,#000000,,1.2060785362456874,,0,,,0.0,0.0,0.0,0.0,24.262439283732295,-19.80907149871455,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4277784,-1098905.624530169,False,False,False,False,283071.18528877746,False,False,False,False
2022-02-28 00:00:00+00:00,0.96,1.0,0.9,0.99,344206,,,,,,,,,,,,1.1940599698899368,#000000,,1.1940599698899368,,0,,,0.0,0.0,0.0,0.0,21.644239134221895,-21.77755231082067,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4621990,-1237065.796117221,False,False,False,False,285468.62900294305,False,False,False,False
2022-03-01 00:00:00+00:00,0.94,0.98,0.9375,0.95,206946,,,,,,,,,,,,1.1873785622336557,#000000,,1.1873785622336557,,0,,,0.0,0.0,0.0,0.0,19.71595059470119,-23.276684169821603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4828936,-1377923.4511714478,False,False,False,False,282389.31021851394,False,False,False,False
2022-03-02 00:00:00+00:00,1.0,1.05,0.94,0.95,312987,,,,,,,,,,,,1.1800204647677623,#000000,,1.1800204647677623,,0,,,0.0,0.0,0.0,0.0,21.21688147230931,-23.276684169821603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4515949,-1500983.2766157046,False,False,False,False,283589.2196217095,False,False,False,False
2022-03-03 00:00:00+00:00,1.0,1.07,0.99,1.05,281799,,,,,,,,,,,,1.174807752969101,#000000,,1.174807752969101,,0,,,0.0,0.0,0.0,0.0,22.21750205738139,-23.276684169821603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4515949,-1619217.2265523437,False,False,False,False,283519.01493066206,False,False,False,False
2022-03-04 00:00:00+00:00,0.99,1.03,0.98,1.0,246362,,,,,,,,,,,,1.169857501266751,#000000,,1.169857501266751,,0,,,0.0,0.0,0.0,0.0,22.726013939604357,-23.276684169821603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4762311,-1742475.8059032322,False,False,False,False,282061.877090244,False,False,False,False
2022-03-07 00:00:00+00:00,0.9675,1.05,0.96,1.05,773764,,,,,,,,,,,,1.1553176596852397,#000000,,1.1553176596852397,,0,,,0.0,0.0,0.0,0.0,22.698110507942356,-23.276684169821603,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5536075,-1891244.4017501643,False,False,False,False,301344.31328278343,False,False,False,False
2022-03-08 00:00:00+00:00,1.07,1.095,0.9886,1.0,506625,,,,,,,,,,,,1.1504583813388225,#000000,,1.1504583813388225,,0,,,0.0,0.0,0.0,0.0,27.540670805229695,-29.331124736552496,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5029450,-2014311.2879560401,False,False,False,False,309394.5362913018,False,False,False,False
2022-03-09 00:00:00+00:00,1.11,1.11,1.05,1.05,171940,,,,,,,,,,,,1.1496568413735286,#000000,,1.1496568413735286,,0,,,0.0,0.0,0.0,0.0,32.3356179833916,-24.754257795253828,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4857510,-2125809.2766636466,False,False,False,False,304004.1623190939,False,False,False,False
2022-03-10 00:00:00+00:00,1.1,1.12,1.02,1.11,414414,,,,,,,,,,,,1.1305129190023084,#000000,,1.1305129190023084,,0,,,0.0,0.0,0.0,0.0,35.25032676790932,-22.03694502452746,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5271924,-2249186.324637621,False,False,False,False,308333.95987520786,False,False,False,False
2022-03-11 00:00:00+00:00,1.0777,1.12,1.0301,1.12,211412,,,,,,,,,,,,1.11859379306334,#000000,,1.11859379306334,,0,,,0.0,0.0,0.0,0.0,36.54781052301817,-20.782241264353985,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5483336,-2376015.72367144,False,False,False,False,304533.0987036311,False,False,False,False
2022-03-14 00:00:00+00:00,0.99,1.07,0.99,1.06,372847,,,,,,,,,,,,1.1038410997536545,#000000,,1.1038410997536545,,0,,,0.0,0.0,0.0,0.0,35.20228271010163,-20.782241264353985,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5856183,-2512492.8717627563,False,False,False,False,307212.0752250573,False,False,False,False
2022-03-15 00:00:00+00:00,0.99,1.01,0.974951,1.01,297594,,,,,,,,,,,,1.0954131307424295,#000000,,1.0954131307424295,,0,,,0.0,0.0,0.0,0.0,34.305264168157265,-20.782241264353985,False,False,False,True,True,0.0,0,,,False,False,False,False,-0.2890535218445654,-0.2890535218445654,False,False,False,False,-5856183,-2643617.9748308836,False,False,False,False,306834.8958044668,False,False,False,False
2022-03-16 00:00:00+00:00,1.03,1.03,1.0,1.03,123780,,,,,,,,,,,,1.094247370862182,#000000,,1.094247370862182,,0,,,0.0,0.0,0.0,0.0,35.63079049984282,-20.782241264353985,False,False,False,True,True,0.0,0,0.8628639757203551,1.1130958870810626,False,False,False,False,-0.26645559370102834,-0.2777545577727969,False,False,False,False,-5732403,-2764746.7993473196,False,False,False,False,299656.2724395857,False,False,False,False
2022-03-17 00:00:00+00:00,1.06,1.07,1.02,1.03,163004,,,,,,,,,,,,1.0945744151820391,#000000,,1.0945744151820391,,0,,,0.0,0.0,0.0,0.0,37.87007855888295,-18.87625213289255,True,False,False,True,True,0.0,0,0.8655297917863114,1.1055742860714408,False,False,False,False,-0.2367613487784186,-0.25725795327560774,False,False,False,False,-5569399,-2874733.160157229,False,False,False,False,294297.35979489604,False,False,False,False
2022-03-18 00:00:00+00:00,1.08,1.09,1.02,1.06,360781,,,,,,,,,,,,1.0960221778363286,#000000,,1.0960221778363286,,0,,,0.0,0.0,0.0,0.0,40.2487381787333,-16.406264091715244,True,False,False,True,True,0.0,0,0.8741005395171536,1.0916851795101699,False,False,False,False,-0.22695606596051535,-0.24210700961806153,False,False,False,False,-5208618,-2966258.055837338,False,False,False,False,296904.5613715668,False,False,False,False
2022-03-21 00:00:00+00:00,1.1,1.11,1.07,1.07,195119,,,,,,,,,,,,1.097944209670431,#000000,,1.097944209670431,,0,,,0.0,0.0,0.0,0.0,42.7191254670654,-13.893458721754634,True,False,False,True,True,0.0,0,0.8917955543456714,1.074496180186665,False,False,False,False,-0.19296015883120812,-0.2175335842246348,False,False,False,False,-5013499,-3046542.014431952,False,False,False,False,292912.9707295446,False,False,False,False
2022-03-22 00:00:00+00:00,1.09,1.1,1.08,1.1,113065,,,,,,,,,,,,1.098766575502119,#000000,,1.098766575502119,,0,,,0.0,0.0,0.0,0.0,43.95529952041247,-12.547159277588364,True,False,False,True,True,0.0,0,0.8965199167682503,1.0853862246044763,False,False,False,False,-0.19296015883120812,-0.20524687152792148,False,False,False,False,-5126564,-3128111.504062072,False,False,False,False,285860.1091323076,False,False,False,False
2022-03-23 00:00:00+00:00,1.1,1.11,1.0723,1.08,187604,,,,,,,,,,,,1.1000839369715023,#000000,,1.1000839369715023,,0,,,0.0,0.0,0.0,0.0,45.27324783302779,-11.081940169677623,True,False,False,False,True,0.0,0,0.8934248691356532,1.0793589346546917,False,False,False,False,-0.19185100033992664,-0.19854893593392406,False,False,False,False,-4938960,-3199125.1705694417,False,False,False,False,282006.928382021,False,False,False,False
2022-03-24 00:00:00+00:00,1.11,1.12,1.1,1.1,94039,,,,,,,,,,,,1.1009847371935089,#000000,,1.1009847371935089,,0,,,0.0,0.0,0.0,0.0,46.664480326875186,-9.527839331287211,True,False,False,False,True,0.0,0,0.8905569296901831,1.0907282570527834,False,False,False,False,-0.17373469775151026,-0.18614181684271716,False,False,False,False,-4844921,-3263666.183488287,False,False,False,False,274635.63707292214,False,False,False,False
2022-03-25 00:00:00+00:00,1.11,1.1299,1.1,1.12,103179,,,,,,,,,,,,1.1019603980418053,#000000,,1.1019603980418053,,0,,,0.0,0.0,0.0,0.0,47.59196865610678,-8.392529799721089,True,False,False,False,True,0.0,0,0.8724414004852974,1.0965091122330597,False,False,False,False,-0.16899649122970906,-0.1775691540362131,False,False,False,False,-4844921,-3325676.1762926676,False,False,False,False,267911.847383788,False,False,False,False
2022-03-28 00:00:00+00:00,1.08,1.12,1.03,1.12,138881,,,,,,,,,,,,1.1020854694445823,#000000,,1.1020854694445823,,0,,,0.0,0.0,0.0,0.0,46.61495938217646,-8.392529799721089,True,False,False,False,True,0.0,0,0.8550416126754856,1.1064850935516222,False,False,False,False,-0.20653369286120699,-0.19205142344871004,False,False,False,False,-4983802,-3390700.718398838,False,False,False,False,262851.8141530512,False,False,False,False
2022-03-29 00:00:00+00:00,1.08,1.1,1.05,1.08,101162,,,,,,,,,,,,1.1021506882767793,#000000,,1.1021506882767793,,0,,,0.0,0.0,0.0,0.0,45.96361986622291,-8.392529799721089,True,False,False,False,True,0.0,0,0.8683074624793589,1.091950134772207,False,False,False,False,-0.20653369286120699,-0.1992925581549585,False,False,False,False,-4983802,-3453175.2784616286,False,False,False,False,256511.03712744132,False,False,False,False
2022-03-30 00:00:00+00:00,1.1,1.1,1.08,1.1,85955,,,,,,,,,,,,1.102472149577379,#000000,,1.102472149577379,,0,,,0.0,0.0,0.0,0.0,46.86533718901525,-8.364099291537713,True,False,False,False,True,0.0,0,0.8784147529342475,1.0877048704026349,False,False,False,False,-0.19192403675242936,-0.19560829745369393,False,False,False,False,-4897847,-3509829.071463133,False,False,False,False,249822.56508322794,False,False,False,False
2022-03-31 00:00:00+00:00,1.05,1.11,1.02,1.08,203012,,,,,,,,,,,,1.0949001762769106,#000000,,1.0949001762769106,,0,,,0.0,0.0,0.0,0.0,44.77208896452563,-8.364099291537713,True,False,False,True,False,0.0,1,0.866734838778614,1.105353874176517,False,False,False,False,-0.21632161333323233,-0.20596495539346313,False,False,False,False,-5100859,-3572222.401993991,False,False,False,False,247986.85664859155,False,False,False,False
2022-04-01 00:00:00+00:00,1.09,1.09,1.0473,1.05,1059565,,,,,,,,,,,,1.0967399779225966,#000000,,1.0967399779225966,,0,,,0.0,0.0,0.0,0.0,45.90205632430654,-8.364099291537713,True,False,False,False,False,0.0,1,0.8561760502652517,1.1183805179490462,False,False,False,False,-0.19780605585972363,-0.20188550562659338,False,False,False,False,-4041294,-3590617.3666216778,False,False,False,False,279813.4505055095,False,False,False,False
2022-04-04 00:00:00+00:00,1.13,1.14,1.08,1.1,194831,,,,,,,,,,,,1.0985137628928368,#000000,,1.0985137628928368,,0,,,0.0,0.0,0.0,0.0,48.78097609766818,-6.140824106187793,True,False,False,False,True,0.0,0,0.8829853837450247,1.0892694141636676,False,False,False,False,-0.15312918729208172,-0.17750734645933755,False,False,False,False,-3846463,-3600650.5287149455,False,False,False,False,276480.8053876464,False,False,False,False
2022-04-05 00:00:00+00:00,1.29,1.35,1.14,1.14,557604,,,,,,,,,,,,1.137625076813184,#000000,,1.137625076813184,,0,,,0.0,0.0,0.0,0.0,56.02196834227392,0.635442190331247,True,False,True,False,True,0.0,0,0.9247003891991932,1.011642710906952,False,False,False,False,-0.010503921811429914,-0.09400563413538374,False,False,False,False,-3288859,-3588423.40994181,False,False,False,False,287505.24439205247,False,False,False,True
2022-04-06 00:00:00+00:00,1.22,1.29,1.18,1.29,319404,,,,,,,,,,,,1.1415701804345155,#000000,,1.1415701804345155,,0,,,0.0,0.0,0.0,0.0,57.451651140005,1.7728841285229322,True,False,True,False,True,0.0,0,0.917520559656115,1.0383549465589417,False,False,False,False,-0.02098364340944621,-0.05749463877241497,False,False,False,False,-3608263,-3589201.433081347,False,False,False,False,288756.17598452105,False,False,False,False
2022-04-07 00:00:00+00:00,1.21,1.22,1.19,1.2,91298,,,,,,,,,,,,1.1421046752402975,#000000,,1.1421046752402975,,0,,,0.0,0.0,0.0,0.0,57.958192516176794,2.1920122100969976,True,False,True,False,True,0.0,0,0.9109397086339458,1.0666930851628822,False,False,False,False,-0.05023297339846695,-0.05386380608544096,False,False,False,False,-3699561,-3593529.25923502,False,False,False,False,281012.7181027751,False,False,False,False
