date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_64,aVWAP_BoS_CHoCH_bull_389,aVWAP_BoS_CHoCH_bull_550,aVWAP_BoS_CHoCH_bull_591,aVWAP_BoS_CHoCH_bull_735,aVWAP_BoS_CHoCH_bull_782,aVWAP_BoS_CHoCH_bear_88,aVWAP_BoS_CHoCH_bear_115,aVWAP_BoS_CHoCH_bear_242,aVWAP_BoS_CHoCH_bear_307,aVWAP_BoS_CHoCH_bear_353,aVWAP_BoS_CHoCH_bear_530,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,31.0078053805,31.2449285417,30.8734355892,30.9287643268,2993516,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2993516.0,False,False,False,False
2022-01-04 00:00:00+00:00,30.8022986408,31.355586017,30.774634272,31.292353174,4043666,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4043666,-158575.13725490196,False,False,False,False,3034698.352941177,False,False,False,False
2022-01-05 00:00:00+00:00,31.1105587504,31.4899558083,30.9603807483,30.9919971698,4792247,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.75471698240245,-91.5094339648049,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,748581,-123000.38677431757,False,False,False,False,3103621.829296425,False,False,False,False
2022-01-06 00:00:00+00:00,31.632229705,31.6401338104,31.0236135913,31.1342710665,5823873,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,41.34387244927907,-70.90648170496779,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,6572454,139566.45192271448,False,False,False,False,3210298.3457946046,False,False,False,False
2022-01-07 00:00:00+00:00,32.074859606,32.1222842382,31.1461272246,31.3792983331,6349982,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,57.014669146364,-54.80282712213274,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,12922436,640855.4538080982,False,False,False,False,3333423.19497913,False,False,False,False
2022-01-10 00:00:00+00:00,32.2013252919,32.2092293973,31.8140241286,32.0669555006,4223816,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,67.83038154558986,-42.87067566139099,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,17146252,1288125.9065999375,False,False,False,False,3368340.5598819093,False,False,False,False
2022-01-11 00:00:00+00:00,32.6755716143,32.6834757197,32.1736609231,32.4068320316,3476622,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,76.02945455727895,-32.893413352207155,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,20622874,2046351.3220273908,False,False,False,False,3372586.8908669325,False,False,False,False
2022-01-12 00:00:00+00:00,32.9522153024,32.9600403667,32.6517802572,32.8020373003,4374941,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,81.88160244242322,-24.65734444785673,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,24997815,2946408.721163572,False,False,False,False,3411894.8951466605,False,False,False,False
2022-01-13 00:00:00+00:00,32.9996399347,33.260475412,32.9364070917,33.0391604615,4158692,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,85.84297583903779,-17.800058490670203,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,29156507,3974255.7124904906,False,False,False,False,3441181.0561213014,False,False,False,False
2022-01-14 00:00:00+00:00,32.9285029863,33.0233522508,32.6123387714,32.944311197,4243139,,,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,87.10197945065761,-13.144837170462957,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,24913368,4795397.370824197,False,False,False,False,3472630.3872537995,False,False,False,False
