date,Open,High,Low,Close,Volume,aVWAP_peak_429,aVWAP_valley_413,aVWAP_valley_353,aVWAP_OB_bull_353,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-11-30 17:00:00+00:00,11.035,11.12,10.975,11.105,26152.0,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,26152.0,False,False,False,False
2023-12-01 17:00:00+00:00,11.585,11.785,11.545,11.735,47782.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47782.0,740.8062015503876,False,False,False,False,26487.3488372093,False,False,False,False
2023-12-04 17:00:00+00:00,11.815,11.855,11.59,11.645,25595.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,95.38461538461539,33.846153846153854,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22187.0,1073.3053302085211,False,False,False,False,26473.51397151613,False,False,False,False
2023-12-05 17:00:00+00:00,11.4,11.575,11.33,11.535,10240.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.71467627687339,33.846153846153854,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11947.0,1241.8897436936602,False,False,False,False,26221.831584360843,False,False,False,False
2023-12-06 17:00:00+00:00,11.7,11.905,11.53,11.875,40873.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,85.89231727568013,33.846153846153854,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52820.0,2041.5503678224406,False,False,False,False,26448.981482277726,False,False,False,False
2023-12-07 17:00:00+00:00,12.21,12.295,11.9,11.945,19317.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,85.12979151841847,33.846153846153854,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,72137.0,3128.3015249104647,False,False,False,False,26338.408125963342,False,False,False,False
2023-12-08 17:00:00+00:00,11.91,11.945,11.705,11.72,18657.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,78.58594195104763,39.790104409518165,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,53480.0,3908.9480128963487,False,False,False,False,26219.316527111198,False,False,False,False
2023-12-11 17:00:00+00:00,11.905,11.91,11.675,11.71,16980.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,73.98948947665627,35.14842440682507,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36500.0,4414.235640603381,False,False,False,False,26076.071309636605,False,False,False,False
2023-12-12 17:00:00+00:00,11.31,11.395,11.255,11.35,22806.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.38974960087693,26.033355503303795,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13694.0,4558.107956252941,False,False,False,False,26025.372529642238,False,False,False,False
2023-12-13 17:00:00+00:00,11.76,12.555,11.655,12.53,69223.0,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.62473409012594,26.033355503303795,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,82917.0,5772.974499566849,False,False,False,False,26695.103188097397,False,False,False,False
2023-12-14 17:00:00+00:00,12.955,12.96,12.485,12.74,38003.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.728333333333335,,70.60604546596922,26.033355503303795,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,120920.0,7558.199701123952,False,False,False,False,26870.419417739296,False,False,False,False
2023-12-15 17:00:00+00:00,12.735,12.815,12.605,12.67,15792.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.719037302103668,,71.71114695401063,26.033355503303795,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,105128.0,9070.90978327707,False,False,False,False,26698.660977154188,False,False,False,False
2023-12-18 17:00:00+00:00,12.27,12.355,11.945,11.945,19558.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.54909612876547,,65.37194764549687,26.033355503303795,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,85570.0,10256.942189737889,False,False,False,False,26587.953055027767,False,False,False,False
2023-12-19 17:00:00+00:00,12.355,12.665,12.335,12.645,31754.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.548865679735888,,64.89501275233326,25.70827651085925,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,117324.0,11916.896574393115,False,False,False,False,26668.04680611261,False,False,False,False
2023-12-20 17:00:00+00:00,12.645,12.745,12.295,12.3,20552.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.532150648448049,,62.09454652110779,22.465870535153527,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,96772.0,13232.479573239732,False,False,False,False,26573.224375010086,False,False,False,False
2023-12-21 17:00:00+00:00,12.685,12.695,12.525,12.68,8668.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.538679875726151,,62.05663882936253,21.7340592155536,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,105440.0,14662.053533344542,False,False,False,False,26295.623997102954,False,False,False,False
2023-12-22 17:00:00+00:00,12.31,12.315,12.045,12.05,21803.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.482540158841992,,58.09683265826146,17.339038524288014,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,83637.0,15731.432548331448,False,False,False,False,26225.970911876553,False,False,False,False
2023-12-25 17:00:00+00:00,12.05,12.05,12.05,12.05,0.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.482540158841992,,55.45696187752742,14.314929294081026,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,83637.0,16784.232043706153,False,False,False,False,25819.36671169242,False,False,False,False
2023-12-26 17:00:00+00:00,12.1,12.23,12.02,12.165,6407.0,,,,,,,"rgba(38, 166, 154, 0.5)",,12.468971967408448,,54.39693383240193,12.760672749143247,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,90044.0,17920.042399617687,False,False,False,False,25518.399785929745,False,False,False,False
2023-12-27 17:00:00+00:00,12.095,12.12,11.915,11.995,13842.0,,,,,,,#000000,,12.432952430088994,,52.54896305530009,10.446643253202083,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,76202.0,18823.63864148408,False,False,False,False,25337.37033188432,False,False,False,False
