date,Close,High,Low,Open,Volume,aVWAP_peak_149,aVWAP_peak_104,aVWAP_peak_82,aVWAP_peak_57,aVWAP_peak_23,aVWAP_valley_112,aVWAP_valley_96,aVWAP_OB_bull_112,aVWAP_OB_bull_96,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,27.1403436727,27.215864629,25.5449634708,25.6960053834,61926,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,61926.0,False,False,False,False
2022-01-07 00:00:00+00:00,26.5644963809,28.0654753875,25.8124020573,27.1592239118,60177,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-60177,-4457.555555555556,False,False,False,False,61796.444444444445,False,False,False,False
2022-01-14 00:00:00+00:00,27.5557089324,29.2171699712,26.4889754246,27.0270622383,99265,,,,,,,,,,,,#000000,,,,18.526142445720144,-96.31535611430036,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,39088,-1231.9588477366256,False,False,False,False,64571.89300411523,False,False,False,False
2022-01-21 00:00:00+00:00,24.8935952226,28.6979633966,24.8935952226,26.9798616406,91469,,,,,,,,,,,,#000000,,,,19.697414644134284,-94.19498944923667,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-52381,-5020.776710867246,False,False,False,False,66564.27130010669,False,False,False,False
2022-01-28 00:00:00+00:00,24.5443107997,25.4316820363,24.0175521295,24.74255331,123284,,,,,,,,,,,,#000000,,,,19.99199028099416,-92.1915541525301,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-175665,-17661.089547099302,False,False,False,False,70765.73268528398,False,False,False,False
2022-02-04 00:00:00+00:00,24.6575922342,25.4977628731,23.883502432,24.6009515169,103119,,,,,,,,,,,,#000000,,,,20.843646683291798,-89.10650915088915,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-72546,-21726.63846953639,False,False,False,False,73162.27100489257,False,False,False,False
2022-02-11 00:00:00+00:00,24.4499096043,25.6464447558,23.8551820734,24.7519934295,49246,,,,,,,,,,,,#000000,,,,21.10617653611176,-86.21167706811399,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-121792,-29138.88747179295,False,False,False,False,71390.69537490053,False,False,False,False
2022-02-18 00:00:00+00:00,24.5820712778,25.0068766571,23.6002988459,23.9401431492,98551,,,,,,,,,,,,#000000,,,,22.068808212151403,-82.39074145448228,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,-23241,-28702.006918326806,False,False,False,False,73402.56979157457,False,False,False,False
2022-02-25 00:00:00+00:00,24.8180742663,25.1017498584,22.90173,24.4499096043,69470,,,,,,,,,,,,#000000,,,,24.098906192062,-77.43234504208797,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,46229,-23151.56196141371,False,False,False,False,73111.26832553202,False,False,False,False
2022-03-04 00:00:00+00:00,23.3265353792,25.0351970157,22.4344440829,24.6103916365,95205,,,,,,,,,,,,#000000,,,,23.078250145192218,-75.46166392861701,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-48976,-25064.483297605286,False,False,False,False,74747.84104215927,False,False,False,False
2022-03-11 00:00:00+00:00,25.2900802432,25.7805430499,21.164748005,23.2982150206,140051,,,,,,,,,,,,#000000,,24.078457099366663,,29.043669601916335,-66.77379967764335,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,91075,-16461.558608893785,False,False,False,False,79585.11207607339,False,False,False,False
2022-03-18 00:00:00+00:00,28.7839176112,28.8786015507,24.939749667,25.2900802432,159668,,,,,,,,,,,,#000000,,25.919361185024425,,39.066233190668186,-54.49907528206093,False,False,False,True,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,0.1900379211142199,-0.07639516665058702,False,False,False,False,250743,3331.371658431679,False,False,False,False,85517.1778482161,False,False,False,False
