date,Open,High,Low,Close,Volume,aVWAP_peak_592,aVWAP_valley_610,aVWAP_valley_557,aVWAP_valley_538,aVWAP_valley_499,aVWAP_valley_457,aVWAP_valley_441,aVWAP_valley_420,aVWAP_valley_373,aVWAP_valley_353,aVWAP_valley_338,aVWAP_valley_290,aVWAP_valley_255,aVWAP_valley_242,aVWAP_valley_212,aVWAP_valley_171,aVWAP_valley_148,aVWAP_valley_121,aVWAP_valley_109,aVWAP_valley_89,aVWAP_valley_37,aVWAP_OB_bull_593,aVWAP_OB_bull_557,aVWAP_OB_bull_290,aVWAP_OB_bull_255,aVWAP_OB_bull_212,aVWAP_OB_bull_171,aVWAP_OB_bull_37,aVWAP_OB_bear_546,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-30 16:00:00+00:00,79.71,80.06,79.38,79.655,13172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13172.0,False,False,False,False
2023-10-31 16:00:00+00:00,79.465,79.93,79.105,79.885,12251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,1.0,79.93,79.105,0.0,,,False,False,False,False,,,False,False,False,False,12251.0,189.93798449612402,False,False,False,False,13157.720930232557,False,False,False,False
2023-11-01 16:00:00+00:00,79.6,80.34,79.135,80.29,9174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,21425.0,519.1637521783547,False,False,False,False,13095.957815035152,False,False,False,False
2023-11-02 16:00:00+00:00,82.305,83.55,82.175,83.55,20915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,42340.0,1167.5488102841166,False,False,False,False,13217.183275267165,False,False,False,False
2023-11-03 16:00:00+00:00,84.695,85.05,84.65,84.875,13870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,56210.0,2020.9201465587817,False,False,False,False,13227.304464797906,False,False,False,False
2023-11-06 16:00:00+00:00,84.895,85.385,84.665,84.73,4477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,98.88288279402073,48.994594514618655,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,51733.0,2791.6500667671726,False,False,False,False,13091.640829684759,False,False,False,False
2023-11-06 20:00:00+00:00,84.725,84.895,84.62,84.89,7624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,98.18275711236667,48.43150843348876,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,59357.0,3668.632236274658,False,False,False,False,13006.871204418328,False,False,False,False
2023-11-07 16:00:00+00:00,84.045,84.33,83.855,84.11,4367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.91901860673237,42.871899069908466,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,54990.0,4464.312356642493,False,False,False,False,12872.91971287696,False,False,False,False
2023-11-07 20:00:00+00:00,84.09,84.31,84.09,84.13,1194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.77861661474277,39.55806470950536,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,56184.0,5266.167979020129,False,False,False,False,12691.851190196696,False,False,False,False
2023-11-08 16:00:00+00:00,83.855,84.1,83.625,83.9,6002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.36103185533574,36.040063786463875,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,,,False,False,False,False,,,False,False,False,False,50182.0,5962.537467717491,False,False,False,False,12588.13256709287,False,False,False,False
