date,Open,High,Low,Close,Volume,aVWAP_peak_871,aVWAP_peak_847,aVWAP_peak_830,aVWAP_peak_810,aVWAP_peak_798,aVWAP_peak_776,aVWAP_peak_760,aVWAP_peak_745,aVWAP_peak_698,aVWAP_peak_668,aVWAP_peak_640,aVWAP_peak_603,aVWAP_peak_492,aVWAP_peak_472,aVWAP_peak_450,aVWAP_peak_437,aVWAP_peak_405,aVWAP_peak_372,aVWAP_peak_347,aVWAP_peak_330,aVWAP_peak_301,aVWAP_peak_287,aVWAP_peak_270,aVWAP_peak_244,aVWAP_peak_219,aVWAP_peak_204,aVWAP_peak_174,aVWAP_peak_132,aVWAP_peak_116,aVWAP_peak_86,aVWAP_peak_31,aVWAP_peak_18,aVWAP_valley_876,aVWAP_valley_853,aVWAP_valley_834,aVWAP_valley_787,aVWAP_valley_768,aVWAP_valley_752,aVWAP_valley_730,aVWAP_valley_714,aVWAP_valley_678,aVWAP_valley_660,aVWAP_valley_625,aVWAP_valley_522,aVWAP_valley_484,aVWAP_valley_467,aVWAP_valley_432,aVWAP_valley_420,aVWAP_valley_390,aVWAP_valley_354,aVWAP_valley_322,aVWAP_valley_277,aVWAP_valley_247,aVWAP_valley_229,aVWAP_valley_193,aVWAP_valley_150,aVWAP_valley_62,aVWAP_valley_42,aVWAP_valley_24,aVWAP_valley_11,aVWAP_OB_bull_876,aVWAP_OB_bull_853,aVWAP_OB_bull_814,aVWAP_OB_bull_787,aVWAP_OB_bull_497,aVWAP_OB_bull_484,aVWAP_OB_bear_745,aVWAP_OB_bear_472,aVWAP_OB_bear_405,aVWAP_OB_bear_287,Peaks_Valleys_avg,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_50,SMA_200,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-30 15:00:00+00:00,76.38,76.76,76.23,76.745,14988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,14988.0,False,False,False,False
2024-12-30 16:00:00+00:00,76.7,77.09,76.655,76.99,12143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12143.0,188.26356589147287,False,False,False,False,14943.891472868218,False,False,False,False
2024-12-30 17:00:00+00:00,76.97,77.09,76.86,77.0,6648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18791.0,476.6780842497446,False,False,False,False,14815.273000420648,False,False,False,False
2024-12-30 18:00:00+00:00,76.95,77.12,76.895,77.07,6659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25450.0,863.8613697652524,False,False,False,False,14688.819155452886,False,False,False,False
2024-12-30 19:00:00+00:00,77.065,77.09,76.905,77.005,11670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,92.94692893344347,43.652236040099126,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13780.0,1064.1115810867213,False,False,False,False,14642.015757693925,False,False,False,False
2024-12-30 20:00:00+00:00,77.0,77.31,76.895,77.18,15553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.99960600261751,42.32282966634915,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29333.0,1502.3889209148342,False,False,False,False,14656.139544396345,False,False,False,False
2024-12-31 15:00:00+00:00,77.405,77.485,76.96,76.985,17046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.15809315590542,32.90800575428764,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12287.0,1669.5921934587905,False,False,False,False,14693.191644483224,False,False,False,False
2024-12-31 16:00:00+00:00,76.99,77.035,76.715,76.73,10022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.57733797860764,21.488410508960726,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2265.0,1678.823322242375,False,False,False,False,14620.770068599762,False,False,False,False
2024-12-31 17:00:00+00:00,76.72,76.92,76.65,76.92,6796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.85699090873072,18.42679760131871,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9061.0,1793.2756738355165,False,False,False,False,14499.455803970308,False,False,False,False
2024-12-31 18:00:00+00:00,76.88,77.0,76.675,76.82,4689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,56.740402558761694,14.620665682473415,False,False,True,False,False,,,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4372.0,1833.2558959465937,False,False,False,False,14347.355713986271,False,False,False,False
