date,Open,High,Low,Close,Volume,aVWAP_peak_882,aVWAP_peak_852,aVWAP_valley_875,aVWAP_valley_817,aVWAP_valley_786,aVWAP_valley_763,aVWAP_valley_738,aVWAP_valley_699,aVWAP_valley_666,aVWAP_valley_616,aVWAP_valley_588,aVWAP_valley_553,aVWAP_valley_552,aVWAP_valley_510,aVWAP_valley_477,aVWAP_valley_453,aVWAP_valley_437,aVWAP_valley_403,aVWAP_valley_402,aVWAP_valley_341,aVWAP_valley_289,aVWAP_valley_262,aVWAP_valley_230,aVWAP_valley_169,aVWAP_valley_156,aVWAP_valley_106,aVWAP_valley_90,aVWAP_valley_31,aVWAP_OB_bull_786,aVWAP_OB_bull_90,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-06 15:00:00+00:00,31.95,32.115,31.82,31.975,16535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,16535.0,False,False,False,False
2025-01-06 16:00:00+00:00,31.975,32.055,31.87,32.035,13746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13746.0,213.11627906976744,False,False,False,False,16491.75968992248,False,False,False,False
2025-01-06 17:00:00+00:00,32.035,32.07,31.985,32.01,11668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,89.36170212765941,12.765957446807946,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2078.0,242.02920497566254,False,False,False,False,16416.972717985696,False,False,False,False
2025-01-06 18:00:00+00:00,32.015,32.015,31.855,31.88,18438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.49036171528523,12.765957446807946,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16360.0,-15.366596651867127,False,False,False,False,16448.306474295994,False,False,False,False
2025-01-06 19:00:00+00:00,31.885,31.9,31.765,31.845,14521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,51.605358173385916,30.523060227598634,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-30881.0,-493.90354864176066,False,False,False,False,16418.425753764273,False,False,False,False
2025-01-06 20:00:00+00:00,31.845,31.87,31.655,31.685,41543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.982802790715766,17.873190297416045,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-72424.0,-1609.0988424612683,False,False,False,False,16807.95403665165,False,False,False,False
2025-01-07 15:00:00+00:00,32.095,32.135,31.93,32.075,9353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,45.47642404697872,17.873190297416045,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-63071.0,-2561.99653482621,False,False,False,False,16692.373353912863,False,False,False,False
2025-01-07 16:00:00+00:00,32.075,32.115,31.895,31.915,12637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,46.35003674552388,17.873190297416045,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75708.0,-3696.0431001777415,False,False,False,False,16629.49934842584,False,False,False,False
2025-01-07 17:00:00+00:00,31.915,31.99,31.89,31.96,7912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,47.983996170468544,17.873190297416045,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-67796.0,-4689.840881570334,False,False,False,False,16494.344319768075,False,False,False,False
2025-01-07 18:00:00+00:00,31.96,32.01,31.935,32.005,8998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,50.11328336010068,17.873190297416045,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58798.0,-5528.727069452964,False,False,False,False,16378.121927213531,False,False,False,False
