date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_307,aVWAP_BoS_CHoCH_bull_373,aVWAP_BoS_CHoCH_bull_564,aVWAP_BoS_CHoCH_bull_728,aVWAP_BoS_CHoCH_bear_50,aVWAP_BoS_CHoCH_bear_94,aVWAP_BoS_CHoCH_bear_177,aVWAP_BoS_CHoCH_bear_248,aVWAP_BoS_CHoCH_bear_332,aVWAP_BoS_CHoCH_bear_386,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,2.563330979,2.5877902441,2.563330979,2.5828983911,28486,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,28486.0,False,False,False,False
2022-01-04 00:00:00+00:00,2.563330979,2.5828983911,2.54865542,2.5801589534,31831,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,28617.176470588238,False,False,False,False
2022-01-05 00:00:00+00:00,2.5241961549,2.5828983911,2.5241961549,2.5828983911,9568,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-9568,-375.2156862745098,False,False,False,False,27870.149942329877,False,False,False,False
2022-01-06 00:00:00+00:00,2.4948450368,2.5054114393,2.4850613308,2.5054114393,8919,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18487,-1085.4817377931565,False,False,False,False,27126.967591650275,False,False,False,False
2022-01-07 00:00:00+00:00,2.4752776248,2.4762559954,2.4459265067,2.4654939187,9200,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27687,-2128.6785323895033,False,False,False,False,26423.949254722815,False,False,False,False
2022-01-10 00:00:00+00:00,2.4360449636,2.4840829602,2.4214672416,2.4654939187,13619,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-41306,-3665.0440801389345,False,False,False,False,25921.794381988588,False,False,False,False
2022-01-11 00:00:00+00:00,2.4557102127,2.4894639985,2.4361428007,2.4840829602,12828,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,5.449659835972563,-45.00447848369182,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28478,-4638.101175035447,False,False,False,False,25408.312249361585,False,False,False,False
2022-01-12 00:00:00+00:00,2.4752776248,2.4948450368,2.4410346537,2.4557102127,14922,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,13.31504321726745,-38.09730259728109,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13556,-4987.822697583078,False,False,False,False,24997.084318014073,False,False,False,False
2022-01-13 00:00:00+00:00,2.43017474,2.4771365289,2.43017474,2.4771365289,10543,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.86803764423494,-36.38324774915965,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24099,-5737.280631011192,False,False,False,False,24430.257482013523,False,False,False,False
2022-01-14 00:00:00+00:00,2.4459265067,2.4459265067,2.4165753886,2.4263590946,3655,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,20.11100234581204,-33.01392466376278,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20444,-6314.0147239127145,False,False,False,False,23615.54150232672,False,False,False,False
2022-01-18 00:00:00+00:00,2.3089546223,2.4654939187,2.3089546223,2.3970079765,21421,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,18.365190345593074,-33.01392466376278,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-41865,-7708.171009249471,False,False,False,False,23529.481051255083,False,False,False,False
2022-01-19 00:00:00+00:00,2.19155015,2.3285220344,2.181766444,2.2209012681,94867,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.65686296585557,-29.9703589841358,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-136732,-12767.929008886747,False,False,False,False,26327.030813950965,False,False,False,False
2022-01-20 00:00:00+00:00,2.1524153259,2.2404686801,2.1524153259,2.19155015,71525,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,13.501392205525802,-31.663176940595164,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-208257,-20434.16708696962,False,False,False,False,28099.500193796026,False,False,False,False
