date,Close,High,Low,Open,Volume,aVWAP_OB_bull_416,aVWAP_OB_bear_269,aVWAP_OB_bear_117,aVWAP_OB_bear_59,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,SMA_200,Supertrend_Upper,Supertrend_Lower,Supertrend_Direction,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-10-04 00:00:00+00:00,6.01,7.0,5.07,6.73,3559380,,,,,,#000000,,,,,,False,False,False,False,False,,,6.035,6.035,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3559380.0,False,False,False,False
2023-10-05 00:00:00+00:00,6.09,6.25,5.6,5.66,5060708,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,,5.925,6.035,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5060708,198459.13725490196,False,False,False,False,3618255.6078431373,False,False,False,False
2023-10-06 00:00:00+00:00,6.6,6.67,6.01,6.01,3914483,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,6.34,6.34,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8975191,542644.7004998077,False,False,False,False,3629872.3683198774,False,False,False,False
2023-10-09 00:00:00+00:00,7.94,8.1399,6.48,6.6,3364747,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,,7.309950000000001,7.309950000000001,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12339938,1005283.6534213838,False,False,False,False,3619475.295052431,False,False,False,False
2023-10-10 00:00:00+00:00,7.68,7.8007,7.3701,7.71,2872229,,,,,,"rgba(38, 166, 154, 0.5)",,,,95.57772274317668,45.94624584791195,False,False,True,False,False,,,7.5854,7.5854,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9467709,1337143.4709342706,False,False,False,False,3590171.518775865,False,False,False,False
2023-10-11 00:00:00+00:00,7.08,7.61,6.9,7.57,1495877,,,,,,"rgba(38, 166, 154, 0.5)",,,,85.34597352154866,36.81282446457645,False,False,True,False,False,,,7.255000000000001,7.5854,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7971832,1597327.3348192014,False,False,False,False,3508042.3219611254,False,False,False,False
2023-10-12 00:00:00+00:00,7.0,7.3,6.925,7.01,2432877,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.75415259716178,30.575637089840853,False,False,True,False,False,,,7.1125,7.1125,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5538955,1751900.9687478603,False,False,False,False,3465878.976001865,False,False,False,False
2023-10-13 00:00:00+00:00,7.0,7.22,6.97,7.0,1801763,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.69293864757051,26.79853414295448,False,False,True,False,False,,,7.095,7.095,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5538955,1900412.891542062,False,False,False,False,3400619.5259625767,False,False,False,False
2023-10-16 00:00:00+00:00,6.95,7.18,6.95,7.04,1433043,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.77150376841166,23.981584936287717,False,False,True,False,False,,,7.0649999999999995,7.0649999999999995,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4105912,1986903.0526580596,False,False,False,False,3323459.6621993384,False,False,False,False
2023-10-17 00:00:00+00:00,6.99,7.13,6.76,6.9,1288232,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.45116580523725,22.476887932389687,False,False,True,False,False,,,6.945,7.0649999999999995,1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5394144,2120520.344710685,False,False,False,False,3243646.812701325,False,False,False,False
2023-10-18 00:00:00+00:00,6.69,7.1,6.6525,7.1,1567003,,,,,,"rgba(38, 166, 154, 0.5)",,,,61.67002158243909,18.49320855745684,False,False,True,False,False,,,6.87625,7.0649999999999995,-1,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3827141,2187446.6449181093,False,False,False,False,3177896.0749483323,False,False,False,False
