date,Close,High,Low,Open,Volume,aVWAP_peak_153,aVWAP_valley_171,aVWAP_valley_136,aVWAP_valley_123,aVWAP_valley_96,aVWAP_valley_25,Peaks_avg,Valleys_avg,color,banker_RSI,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,94.9262760744,96.163485172,91.4618134439,92.0458228588,3063876,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3063876.0,False,False,False,False
2022-01-07 00:00:00+00:00,95.9557163988,96.6387104603,91.6399858078,95.5696762772,3969834,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,3969834,294061.77777777775,False,False,False,False,3130984.0,False,False,False,False
2022-01-14 00:00:00+00:00,91.2539456861,97.9948001185,90.125520715,97.7671354313,4787689,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-817855,211697.57201646088,False,False,False,False,3253702.888888889,False,False,False,False
2022-01-21 00:00:00+00:00,86.126540993,91.1252656455,85.6811100834,90.6699362712,4836042,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-5653897,-222790.91479957325,False,False,False,False,3370913.193415638,False,False,False,False
2022-01-28 00:00:00+00:00,88.7397356628,92.1646044347,82.4641090694,82.7511645445,4362262,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,-1291635,-301964.5507403456,False,False,False,False,3444346.438347813,False,False,False,False
2022-02-04 00:00:00+00:00,92.184401364,93.2831309411,87.3044582874,88.0072492781,3643027,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,2351392,-105419.62105587561,False,False,False,False,3459063.5169887156,False,False,False,False
2022-02-11 00:00:00+00:00,97.2425168044,101.6176381835,92.530847627,92.9267862134,6283638,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,8635030,542021.09161493,False,False,False,False,3668291.2564710327,False,False,False,False
2022-02-18 00:00:00+00:00,99.9744930502,107.0024029576,96.8168828241,97.4404860976,9596530,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,18231560,1852357.307050861,False,False,False,False,4107420.0522879935,False,False,False,False
2022-02-25 00:00:00+00:00,97.9651047245,100.7861671521,89.9176529572,99.2914989887,4117467,,,,,,,,,#000000,,,,False,False,False,False,,,False,False,False,False,14114093,2760634.0250470936,False,False,False,False,4108164.270637031,False,False,False,False
2022-03-04 00:00:00+00:00,89.6701913407,96.965359794,87.1658797821,95.5300824185,4968877,,,,,,,,,#000000,,,,False,False,False,False,-0.11566050807025517,-0.11566050807025517,False,False,False,False,9145216,3233566.023191754,False,False,False,False,4171920.7691083625,False,False,False,False
2022-03-11 00:00:00+00:00,89.5316128355,91.6201888784,80.939745512,89.8087698459,5211369,,,,,,,,,#000000,,,,False,False,False,False,-0.34282825441539394,-0.22924438124282456,False,False,False,False,3933847,3285438.688140513,False,False,False,False,4248916.934359595,False,False,False,False
2022-03-18 00:00:00+00:00,93.2930294057,94.3125712655,87.1064889942,89.6800898054,4063877,,,,,,,,,#000000,,,,False,False,False,False,-0.1439370911194966,-0.18659073618116057,False,False,False,False,7997724,3634496.859389364,False,False,False,False,4235210.272555181,False,False,False,False
2022-03-25 00:00:00+00:00,94.2135866189,94.9609207007,90.4719669781,93.342521729,2398452,,,,,,,,,#000000,,,,False,False,False,False,-0.058270423419628306,-0.12243057980039443,False,False,False,False,10396176,4135361.9809160773,False,False,False,False,4099154.10421776,False,False,False,False
2022-04-01 00:00:00+00:00,93.7978511033,97.8958154719,90.8976009584,94.530337488,5544903,,,,,,,,,#000000,,,,False,False,False,False,0.01274926358239258,-0.05484065810900093,False,False,False,False,4851273,4188392.4267741456,False,False,False,False,4206246.615016444,False,False,False,False
2022-04-08 00:00:00+00:00,86.7501442665,96.3813503791,85.2752730324,93.3524201937,5062727,,,,,,,,,#000000,,,,False,False,False,False,-0.13882032193119526,-0.0968304900200981,False,False,False,False,-211454,3862477.8766427273,False,False,False,False,4269689.606496707,False,False,False,False
