date,Close,High,Low,Open,Volume,color,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL
2022-01-03 00:00:00+00:00,21.7864502674,22.6286622361,21.1709876749,21.2033804429,486140,#000000,,,False,False,False,False,False
2022-01-04 00:00:00+00:00,21.9530416458,22.9896102227,21.7771951908,21.9808068756,422347,"rgba(38, 166, 154, 0.5)",100.0,,False,False,True,False,False
2022-01-05 00:00:00+00:00,21.7031545782,22.7489782316,21.6013487358,22.3972853216,304604,"rgba(38, 166, 154, 0.5)",79.24528301886792,-33.01886792452831,False,False,True,False,True
2022-01-06 00:00:00+00:00,21.8882561098,22.2121837901,21.268165979,21.7679401143,310387,"rgba(38, 166, 154, 0.5)",72.39439823065942,-33.01886792452831,False,False,True,False,True
2022-01-07 00:00:00+00:00,21.7679401143,22.674937619,21.7586850377,21.9900619522,250809,"rgba(38, 166, 154, 0.5)",64.03220747852575,-33.01886792452831,False,False,True,False,True
2022-01-10 00:00:00+00:00,22.036337335,22.499091164,21.4810327403,21.6753893485,271106,"rgba(38, 166, 154, 0.5)",64.1215471740629,-33.01886792452831,False,False,True,False,True
2022-01-11 00:00:00+00:00,22.7952536145,22.9433348398,21.6847369758,22.0178271819,276498,"rgba(38, 166, 154, 0.5)",70.14009194452439,-33.01886792452831,False,False,True,False,True
2022-01-12 00:00:00+00:00,23.9243729572,24.1742600248,22.8692942272,23.137691448,503910,"rgba(38, 166, 154, 0.5)",76.82830537861386,-23.444854468267238,False,False,True,False,True
2022-01-13 00:00:00+00:00,22.5916419298,24.1557498717,22.5916419298,23.8595874211,545935,"rgba(38, 166, 154, 0.5)",70.19185141877864,-23.444854468267238,False,False,True,False,True
2022-01-14 00:00:00+00:00,23.6374655832,23.6467206598,22.3066781219,22.4898360874,281733,"rgba(38, 166, 154, 0.5)",69.23664370105821,-23.444854468267238,False,False,True,False,True
2022-01-18 00:00:00+00:00,23.8503323446,24.9794516872,23.3505582093,24.1372397185,464550,"rgba(38, 166, 154, 0.5)",69.15868786086705,-21.346551965485666,False,False,True,False,True
2022-01-19 00:00:00+00:00,22.9803551461,24.2945760204,22.9525899164,23.9336280338,328879,"rgba(38, 166, 154, 0.5)",64.79540314932402,-21.346551965485666,False,False,True,False,True
2022-01-20 00:00:00+00:00,20.277872785,23.0543957588,20.1066538683,23.0543957588,470679,"rgba(38, 166, 154, 0.5)",54.58963910875426,-21.346551965485666,False,False,True,False,True
2022-01-21 00:00:00+00:00,19.0284374468,20.1205364832,18.8155706855,19.9539451047,635817,"rgba(239, 83, 80, 0.5)",45.8984536140067,-21.346551965485666,False,False,False,True,False
2022-01-24 00:00:00+00:00,19.0654577531,19.2042839018,17.6864513428,18.4546226989,649567,"rgba(239, 83, 80, 0.5)",40.23229500267101,-21.346551965485666,False,False,False,True,False
2022-01-25 00:00:00+00:00,19.6485275776,19.9724552579,18.3250516268,18.6397242305,409998,"rgba(239, 83, 80, 0.5)",38.47224326759887,-21.346551965485666,False,False,False,True,False
2022-01-26 00:00:00+00:00,19.1950288252,20.6388207716,18.871101145,19.8984146453,347090,"rgba(239, 83, 80, 0.5)",36.50799274649964,-21.346551965485666,False,False,False,True,False
2022-01-27 00:00:00+00:00,19.2413042081,19.8521392624,18.7415300729,19.5004463524,305471,"rgba(239, 83, 80, 0.5)",35.36843426265861,-21.346551965485666,False,False,False,True,False
